,Player_Name,Country,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
22760,DR Hooper,GUE,3.0,0,22,0,7.33,2,France,Kerava,31 Jul 2022
22761,WP Masakadza,ZIM,3.0,0,22,0,7.33,2,Bangladesh,Harare,31 Jul 2022
22762,Tahir Patel,SWZ,4.0,0,22,0,5.5,1,Mozambique,Malkerns,31 Jul 2022
22763,U Aryaman Sunil,SGP,3.0,0,22,0,7.33,1,U.A.E.,Al Amerat,22 Aug 2022
22764,Taskin Ahmed,BAN,3.0,0,22,0,7.33,2,Afghanistan,Sharjah,30 Aug 2022
22765,MD Shanaka,SL,2.0,0,22,0,11,1,Afghanistan,Sharjah,3 Sep 2022
22766,Mohammad Nabi,AFG,3.0,0,22,0,7.33,2,Pakistan,Sharjah,7 Sep 2022
22767,PV Vuniwaqa,Fiji,2.0,0,22,0,11,1,Vanuatu,Port vila,9 Sep 2022
22768,JD Baker,Samoa,2.0,0,22,0,11,2,Vanuatu,Port vila,10 Sep 2022
22769,J Rasu,VAN,3.0,0,22,0,7.33,2,Fiji,Port vila,13 Sep 2022
22770,BN Toube,CAM,3.0,0,22,0,7.33,2,Tanzania,Benoni,17 Sep 2022
22771,HH Pandya,IND,2.0,0,22,0,11,2,Australia,Mohali,20 Sep 2022
22772,SO Ngoche,KENYA,4.0,0,22,0,5.5,2,Uganda,Benoni,21 Sep 2022
22773,AJ Hosein,WI,3.0,0,22,0,7.33,1,Australia,Brisbane,7 Oct 2022
22774,JDS Neesham,NZ,3.0,0,22,0,7.33,2,Pakistan,Christchurch,8 Oct 2022
22775,TA Boult,NZ,4.0,0,22,0,5.5,2,Bangladesh,Christchurch,12 Oct 2022
22776,D Wiese,NAM,2.3,0,22,0,8.8,2,Netherlands,Geelong,18 Oct 2022
22777,GA Priandana,INA,2.0,0,22,0,11,1,South Korea,Sano,18 Oct 2022
22778,TL Chatara,ZIM,3.0,0,22,0,7.33,1,West Indies,Hobart,19 Oct 2022
22779,TJG Pringle,NED,3.0,0,22,0,7.33,1,Sri Lanka,Geelong,20 Oct 2022
22780,R Trumpelmann,NAM,4.0,0,22,0,5.5,1,U.A.E.,Geelong,20 Oct 2022
22781,CBRLS Kumara,SL,3.3,0,22,0,6.28,2,Australia,Perth,25 Oct 2022
22782,Fazalhaq Farooqi,AFG,3.3,1,22,0,6.28,2,Sri Lanka,Brisbane,1 Nov 2022
22783,M Akayezu,RWN,3.0,0,22,0,7.33,1,Tanzania,Dar-es-Salaam,1 Nov 2022
22784,TL Chatara,ZIM,4.0,0,22,0,5.5,2,Netherlands,Adelaide,2 Nov 2022
22785,F Hand,IRE,2.0,0,22,0,11,1,New Zealand,Adelaide,4 Nov 2022
22786,PJ Cummins,AUS,4.0,0,22,0,5.5,2,Afghanistan,Adelaide,4 Nov 2022
22787,M Theekshana,SL,4.0,0,22,0,5.5,2,England,Sydney,5 Nov 2022
22788,C Rumistrzewicz,ESP,4.0,0,22,0,5.5,1,Italy,Almeria,6 Nov 2022
22789,Sachin Kumar,BHR,2.0,0,22,0,11,1,Oman,Al Amerat,15 Nov 2022
22790,Kaleemullah,OMA,4.0,0,22,0,5.5,2,Bahrain,Al Amerat,15 Nov 2022
22791,Muhammad Saqib,KSA,4.0,0,22,0,5.5,1,Bahrain,Al Amerat,16 Nov 2022
22792,S Kamate,Mali,2.0,0,22,0,11,1,Seychelles,Kigali,18 Nov 2022
22793,Zain Ul Abidin,KSA,4.0,0,22,0,5.5,1,Canada,Al Amerat,19 Nov 2022
22794,Danish Jasnaik,BHR,2.0,0,22,0,11,2,Saudi Arabia,Al Amerat,20 Nov 2022
22795,MA Baig,MWI,4.0,0,22,0,5.5,1,Rwanda,Rwanda,21 Nov 2022
22796,G Johnson,STHEL,4.0,0,22,0,5.5,2,Seychelles,Kigali,21 Nov 2022
22797,Mohammad Nadeem,OMA,2.0,0,22,0,11,2,Canada,Al Amerat,21 Nov 2022
22798,TD Chaoana,LES,3.0,0,22,0,7.33,1,St Helena,Kigali,22 Nov 2022
22799,V Jayant,LES,1.0,0,22,0,22,1,St Helena,Kigali,22 Nov 2022
22800,S Rukmal,SEY,3.0,0,22,0,7.33,2,Kenya,Rwanda,25 Nov 2022
22801,IO Okpe,NGA,3.0,0,22,0,7.33,1,Ghana,Rwanda,9 Dec 2022
22802,K Nassoro,TAN,2.0,0,22,0,11,1,Uganda,Rwanda,15 Dec 2022
22803,JJ Nyambo,TAN,4.0,0,22,0,5.5,1,Rwanda,Rwanda,18 Dec 2022
22804,Virandeep Singh,MAS,2.0,0,22,0,11,1,Bahrain,Bangi,19 Dec 2022
22805,Manpreet Singh,SGP,3.0,0,22,0,7.33,2,Bahrain,Bangi,21 Dec 2022
22806,F Hand,IRE,2.0,0,22,0,11,1,Zimbabwe,Harare,14 Jan 2023
22807,C Campher,IRE,2.0,0,22,0,11,2,Zimbabwe,Harare,15 Jan 2023
22808,Atif Mehmood,ESP,4.0,0,22,0,5.5,1,Isle of Man,Cartagena,25 Feb 2023
22809,YI Patel,KUW,2.0,0,22,0,11,2,Malaysia,Mong Kok,8 Mar 2023
22810,Imran Anwar,BHR,2.0,0,22,0,11,1,Malaysia,Mong Kok,9 Mar 2023
22811,Sarfaraz Ali,BHR,3.0,0,22,0,7.33,2,Kuwait,Mong Kok,12 Mar 2023
22812,P Kotoisuva,Fiji,1.0,0,22,0,22,1,Vanuatu,Suva,17 Mar 2023
22813,MTM Faatea,Samoa,3.0,0,22,0,7.33,1,Fiji,Suva,18 Mar 2023
22814,AK Markram,SA,2.0,0,22,0,11,1,West Indies,Centurion,26 Mar 2023
22815,BC Fortuin,SA,2.0,0,22,0,11,1,West Indies,Johannesburg,28 Mar 2023
22816,PW Hasaranga,SL,3.0,0,22,0,7.33,2,New Zealand,Dunedin,5 Apr 2023
22817,JDS Neesham,NZ,2.0,0,22,0,11,1,Sri Lanka,Queenstown,8 Apr 2023
22818,Imad Wasim,PAK,2.0,0,22,0,11,1,New Zealand,Lahore,17 Apr 2023
22819,BA Pai,GIBR,4.0,1,22,0,5.5,1,Malta,Gibraltar,7 May 2023
22820,Javed Maroofkhail,NOR,2.0,0,22,0,11,2,Sweden,Glostrup,18 May 2023
22821,HAM Shah,DEN,3.0,0,22,0,7.33,2,Sweden,Brondby,19 May 2023
22822,K Irakoze,RWN,3.0,0,22,0,7.33,1,Botswana,Nairobi (Gym),10 Jun 2023
22823,Rahat Ali,CZK-R,2.0,0,22,0,11,2,Hungary,Vinor,11 Jun 2023
22824,H Ssenyondo,UGA,2.0,0,22,0,11,2,Kenya,Nairobi (Gym),13 Jun 2023
22825,Vishil Patel,KENYA,3.0,0,22,0,7.33,1,Rwanda,Nairobi (Gym),14 Jun 2023
22826,Ashwin Vinod,SUI,2.0,0,22,0,11,2,Luxembourg,Walferdange,24 Jun 2023
22827,I Elec,TKY,3.0,0,22,0,7.33,2,Bulgaria,Sofia,24 Jun 2023
22828,JTS Sumerauer,JER,2.0,0,22,0,11,1,Guernsey,St Martin,7 Jul 2023
22829,DG Blampied,JER,2.0,0,22,0,11,1,Guernsey,St Martin,8 Jul 2023
22830,Aqib Iqbal,AUT,4.0,0,22,0,5.5,2,Isle of Man,Castletown,9 Jul 2023
22831,E Jabarkhel,LUX,4.0,1,22,0,5.5,2,Switzerland,Marsa,14 Jul 2023
22832,Abdullah Rana,SUI,2.0,0,22,0,11,1,France,Marsa,14 Jul 2023
22833,Noman Amjad,Fran,3.0,0,22,0,7.33,2,Switzerland,Marsa,14 Jul 2023
22834,Usman Khan,Fran,4.0,0,22,0,5.5,2,Switzerland,Marsa,14 Jul 2023
22835,A Nathwani,AUT,2.0,0,22,0,11,2,Jersey,Edinburgh,20 Jul 2023
22836,Shahil Momin,AUT,2.0,0,22,0,11,2,Jersey,Edinburgh,20 Jul 2023
22837,JTS Sumerauer,JER,4.0,0,22,0,5.5,1,Scotland,Edinburgh,21 Jul 2023
22838,Ghulam Ahmadi,GER,2.0,0,22,0,11,1,Jersey,Edinburgh,25 Jul 2023
22839,H Lin Aung,MYAN,4.0,0,22,0,5.5,1,Thailand,Kuala Lumpur,28 Jul 2023
22840,CJA Amini,PNG,2.0,0,22,0,11,2,Philippines,Port Moresby,28 Jul 2023
22841,CW Perchard,JER,4.0,0,22,0,5.5,2,Denmark,Edinburgh (Golden),28 Jul 2023
22842,Deng Jinqi,CHN,2.0,0,22,0,11,1,Bhutan,Kuala Lumpur,30 Jul 2023
22843,AR Patel,IND,2.0,0,22,0,11,1,West Indies,Tarouba,3 Aug 2023
22844,SVE Bharathi,GER,4.0,0,22,0,5.5,2,Guernsey,Deventer,14 Aug 2023
22845,M Koli,ROM,3.0,0,22,0,7.33,1,Malta,Ilfov County,19 Aug 2023
22846,Waseem Abbas,MLT,2.0,0,22,0,11,1,Romania,Ilfov County,20 Aug 2023
22847,D Wabwire,UGA,2.0,0,22,0,11,2,Rwanda,Rwanda,24 Aug 2023
22848,S Thakor,TAN,2.0,0,22,0,11,2,Rwanda,Rwanda,27 Aug 2023
22849,E Kubwimana,RWN,3.0,0,22,0,7.33,2,Uganda,Rwanda,27 Aug 2023
22850,Muhammad Murad,QAT,3.0,0,22,0,7.33,1,Oman,Doha,17 Sep 2023
22851,Shakeel Ahmed,OMA,3.0,0,22,0,7.33,2,Qatar,Doha,17 Sep 2023
22852,Zahoor Khan,UAE,2.0,0,22,0,11,1,Saudi Arabia,Doha,17 Sep 2023
22853,MM Baig,QAT,1.0,0,22,0,22,2,Kuwait,Doha,18 Sep 2023
22854,NMS Param,SGP,3.0,0,22,0,7.33,1,Malaysia,Hangzhou,28 Sep 2023
22855,YI Patel,KUW,3.0,0,22,0,7.33,1,Maldives,Doha,29 Sep 2023
22856,Muhammad Amir,MAS,4.0,0,22,0,5.5,1,Bangladesh,Hangzhou,4 Oct 2023
22857,A Morris,CAY,3.0,0,22,0,7.33,1,Canada,Hamilton,4 Oct 2023
22858,Umair Sharif,KSA,1.0,0,22,0,22,2,Kuwait,Doha,5 Oct 2023
22859,M Kpaka,SLE,3.1,0,22,0,6.94,2,Nigeria,Lagos,8 Oct 2023
22860,DK Anefie,GHA,3.0,0,22,0,7.33,1,Nigeria,Lagos,10 Oct 2023
22861,TL Chatara,ZIM,2.0,0,22,0,11,2,Namibia,Windhoek,24 Oct 2023
22862,Sikandar Raza,ZIM,2.4,0,22,0,8.25,2,Namibia,Windhoek,24 Oct 2023
22863,T Lungameni,NAM,2.0,0,22,0,11,2,Zimbabwe,Windhoek,27 Oct 2023
22864,R Kalimuthu,SGP,3.0,0,22,0,7.33,2,Nepal,Kirtipur,30 Oct 2023
22865,Zahoor Khan,UAE,3.0,0,22,0,7.33,2,Nepal,Mulpani,3 Nov 2023
22866,WP Masakadza,ZIM,3.0,0,22,0,7.33,1,Tanzania,Windhoek,23 Nov 2023
22867,I Danladi,NGA,3.0,0,22,0,7.33,1,Tanzania,Windhoek,26 Nov 2023
22868,GM Mwendwa,KENYA,3.0,0,22,0,7.33,2,Namibia,Windhoek,27 Nov 2023
22869,P Useni,NGA,2.0,0,22,0,11,2,Zimbabwe,Windhoek,29 Nov 2023
22870,SR Bhudia,KENYA,3.0,0,22,0,7.33,1,Zimbabwe,Windhoek,30 Nov 2023
22871,M Badenhorst,BOT,1.5,0,22,0,12,2,Ghana,Benoni,11 Dec 2023
22872,B Pondani,MWI,3.0,0,22,0,7.33,1,Mozambique,Benoni,14 Dec 2023
22873,S Conteh,SLE,4.0,0,22,0,5.5,1,Botswana,Benoni,15 Dec 2023
22874,L Makgale,BOT,2.0,0,22,0,11,2,Uganda,Benoni,18 Dec 2023
22875,Vishil Patel,KENYA,2.0,0,22,0,11,1,Uganda,Benoni,19 Dec 2023
22876,HER Tyler,PHI,4.0,0,22,0,5.5,2,Indonesia,Bali,22 Dec 2023
22877,R Ngarava,ZIM,3.0,0,22,0,7.33,2,Sri Lanka,Colombo (RPS),18 Jan 2024
22878,Chen Zhuo Yue,CHN,3.0,0,22,0,7.33,2,Myanmar,Bangkok,30 Jan 2024
22879,S Ravichandran,JPN,3.0,0,22,0,7.33,2,Thailand,Bangkok,2 Feb 2024
22880,S Banamali,SGP,3.0,0,22,0,7.33,2,Thailand,Bangkok,4 Feb 2024
22881,AR Puri,SGP,3.0,0,22,0,7.33,2,Thailand,Bangkok,4 Feb 2024
22882,Atif-Ur-Rehman,KSA,4.0,1,22,0,5.5,1,Japan,Bangkok,9 Feb 2024
22883,Usman Khalid,KSA,2.0,0,22,0,11,1,Cambodia,Bangkok,11 Feb 2024
22884,IS Sodhi,NZ,1.4,0,22,0,13.2,1,Australia,Auckland,25 Feb 2024
22885,VJ Kingma,NED,4.0,0,22,0,5.5,1,Nepal,Kirtipur,5 Mar 2024
22886,TL Cutler,VAN,3.0,0,22,0,7.33,1,Malaysia,Kuala Lumpur,6 Mar 2024
22887,AD Mathews,SL,2.2,0,22,0,9.42,2,Bangladesh,Sylhet,6 Mar 2024
22888,B Fernando,SL,3.0,0,22,0,7.33,2,Bangladesh,Sylhet,6 Mar 2024
22889,Mahedi Hasan,BAN,3.0,0,22,0,7.33,1,Sri Lanka,Sylhet,9 Mar 2024
22890,S Bau,PNG,2.0,0,22,0,11,1,Nepal,Mong Kok,12 Mar 2024
22891,NR Kirton,CAN,1.0,0,22,0,22,1,U.S.A.,Prairie View,9 Apr 2024
22892,Muhammad Tanveer,QAT,1.0,0,22,0,22,1,Hong Kong,Al Amerat,12 Apr 2024
22893,S Ravikumar,CRC,4.0,0,22,0,5.5,1,Mexico,Guacima,12 Apr 2024
22894,Hamza Dar,ESP,2.0,0,22,0,11,1,Jersey,Cartagena,14 Apr 2024
22895,Ahmad Raza,KSA,2.0,0,22,0,11,2,Hong Kong,Al Amerat,14 Apr 2024
22896,D Ganesh,CRC,4.0,0,22,0,5.5,1,Mexico,Guacima,14 Apr 2024
22897,Mehran Khan,OMA,2.0,0,22,0,11,1,U.A.E.,Al Amerat,15 Apr 2024
22898,Virandeep Singh,MAS,1.0,0,22,0,22,2,Hong Kong,Al Amerat,17 Apr 2024
22899,N Nuntarach,THA,2.0,0,22,0,11,2,Indonesia,Bali,5 May 2024
22900,Waseem Abbas,MLT,2.0,0,22,0,11,2,Belgium,Dreux,11 May 2024
22901,LV van Beek,NED,4.0,0,22,0,5.5,1,Ireland,The Hague,19 May 2024
22902,GT Main,SCOT,2.0,0,22,0,11,2,Netherlands,The Hague,22 May 2024
22903,Harmeet Singh,USA,2.0,0,22,0,11,2,Bangladesh,Prairie View,23 May 2024
22904,K Mirpuri,GIBR,4.0,0,22,0,5.5,1,Bulgaria,Ilfov County,24 May 2024
22905,WG Jacks,ENG,1.0,0,22,0,22,1,Australia,Bridgetown,8 Jun 2024
22906,GJ Maxwell,AUS,2.0,0,22,0,11,2,England,Bridgetown,8 Jun 2024
22907,Sajad Ahmadzai,BEL,2.1,0,22,0,10.15,2,Guernsey,Waterloo,9 Jun 2024
22908,Zeeshan Maqsood,OMA,2.0,0,22,0,11,2,Scotland,North Sound,9 Jun 2024
22909,CJ Langford,IOM,2.0,0,22,0,11,2,Turkey,Rome,10 Jun 2024
22910,HV Mandhyan,HUN,2.0,0,22,0,11,2,Romania,Spinaceto,13 Jun 2024
22911,WSLK Narayana,ISR,4.0,0,22,0,5.5,1,Portugal,Spinaceto,13 Jun 2024
22912,Akhil Arjunan,FIN,3.0,0,22,0,7.33,2,Norway,Kerava,15 Jun 2024
22913,V Saini,ROM,4.0,0,22,0,5.5,2,Israel,Rome,15 Jun 2024
22914,K Bhurtel,NEP,4.0,0,22,0,5.5,1,Bangladesh,Kingstown,16 Jun 2024
22915,D Robson,EST,4.0,0,22,0,5.5,1,Cyprus,Episkopi,17 Jun 2024
22916,A Nao,PNG,3.0,0,22,0,7.33,2,New Zealand,Tarouba,17 Jun 2024
22917,A Shahi,CYP,2.0,0,22,0,11,1,Estonia,Episkopi,19 Jun 2024
22918,Sahil Chauhan,EST,3.0,0,22,0,7.33,2,Cyprus,Episkopi,19 Jun 2024
22919,Mahedi Hasan,BAN,4.0,0,22,0,5.5,2,Australia,North Sound,20 Jun 2024
22920,Taskin Ahmed,BAN,1.2,0,22,0,16.5,2,Australia,North Sound,20 Jun 2024
22921,MA Wood,ENG,2.0,0,22,0,11,1,South Africa,Gros Islet,21 Jun 2024
22922,Milind Kumar,USA,1.0,0,22,0,22,2,West Indies,Bridgetown,21 Jun 2024
22923,LT Bichard,GUE,2.0,0,22,0,11,2,Jersey,Castel,22 Jun 2024
22924,D Jakiel,MWI,4.0,0,22,0,5.5,2,Rwanda,Nairobi,2 Jul 2024
22925,B Pondani,MWI,2.1,0,22,0,10.15,2,Rwanda,Nairobi,2 Jul 2024
22926,BJ Bennett,ZIM,2.0,0,22,0,11,1,India,Harare,7 Jul 2024
22927,JTS Sumerauer,JER,2.0,0,22,0,11,2,Belgium,Krefeld,10 Jul 2024
22928,Ravi Bishnoi,IND,4.0,0,22,0,5.5,1,Zimbabwe,Harare,13 Jul 2024
22929,RR Patel,KENYA,3.0,0,22,0,7.33,2,Nigeria,Nairobi,15 Jul 2024
22930,E Kuchey,FIN,3.0,0,22,0,7.33,1,Malta,Port Soif,21 Aug 2024
22931,D Mullen,GUE,2.4,0,22,0,8.25,1,Finland,Port Soif,24 Aug 2024
22932,A Shukla,HKG,2.0,0,22,0,11,2,Malaysia,Kuala Lumpur,26 Aug 2024
22933,CPPM Sadun,CYP,3.0,0,22,0,7.33,1,Denmark,Castel,27 Aug 2024
22934,H Thaker,CAN,2.0,0,22,0,11,1,U.S.A.,The Hague,27 Aug 2024
22935,Parveen Kumar,CAN,4.0,0,22,0,5.5,1,U.S.A.,The Hague,27 Aug 2024
22936,Naveed Ahmed,CZK-R,4.0,0,22,0,5.5,2,Estonia,Port Soif,28 Aug 2024
22937,R Baaleri,GHA,3.0,0,22,0,7.33,1,Malawi,Dar-es-Salaam,22 Sep 2024
22938,Sami Sohail,MWI,3.0,0,22,0,7.33,1,Tanzania,Dar-es-Salaam,26 Sep 2024
22939,IKEG Artawan,INA,3.0,0,22,0,7.33,1,Philippines,Incheon,29 Sep 2024
22940,AN Hyobeom,SKOR,2.0,0,22,0,11,1,Philippines,Incheon,1 Oct 2024
22941,Lee Kangmin,SKOR,2.0,0,22,0,11,1,Philippines,Incheon,1 Oct 2024
22942,IKEG Artawan,INA,4.0,0,22,0,5.5,2,South Korea,Incheon,2 Oct 2024
22943,T Lungameni,NAM,3.0,0,22,0,7.33,2,U.A.E.,Windhoek,2 Oct 2024
22944,Milind Kumar,USA,2.0,0,22,0,11,1,U.A.E.,Windhoek,4 Oct 2024
22945,H Fennell,Arg,4.0,0,22,0,5.5,1,Mexico,Seropedica,13 Oct 2024
22946,A Tripathi,Mex,0.4,0,22,0,33,2,Argentina,Seropedica,13 Oct 2024
22947,IKEG Artawan,INA,3.0,0,22,0,7.33,2,Maldives,Gelephu,19 Oct 2024
22948,HL Harji,SEY,4.0,0,22,0,5.5,1,Mozambique,Nairobi (Gym),22 Oct 2024
22949,IKEG Artawan,INA,4.0,0,22,0,5.5,1,Thailand,Gelephu,23 Oct 2024
22950,Ibrahim Hassan,MDV,3.0,0,22,0,7.33,1,Bhutan,Gelephu,23 Oct 2024
22951,HL Harji,SEY,3.0,0,22,0,7.33,1,Rwanda,Nairobi (Ruaraka),24 Oct 2024
22952,Asim Ashraf,GMB,3.0,0,22,0,7.33,2,Mozambique,Nairobi (Ruaraka),24 Oct 2024
22953,HH Pandya,IND,3.0,0,22,0,7.33,2,South Africa,Gqeberha,10 Nov 2024
22954,Pyae Phyo Wai,MYAN,4.0,0,22,0,5.5,2,Indonesia,Bali,15 Nov 2024
22955,JA Turner,ENG,2.0,0,22,0,11,1,West Indies,Gros Islet,17 Nov 2024
22956,Usman Khalid,KSA,3.0,0,22,0,7.33,1,Bahrain,Doha,19 Nov 2024
22957,Luqman Butt,CAM,2.0,0,22,0,11,1,Qatar,Doha,23 Nov 2024
22958,M Jele,SWZ,3.0,0,22,0,7.33,2,St Helena,Abuja,24 Nov 2024
22959,I Ntirenganya,RWN,2.0,0,22,0,11,2,Nigeria,Rwanda,4 Dec 2024
22960,SA Okpe,NGA,3.0,0,22,0,7.33,2,Botswana,Rwanda,5 Dec 2024
22961,Yusuf Ebrahim,PAN,1.0,0,22,0,22,2,Bermuda,Buenos Aires,8 Dec 2024
22962,DG Weakley,BHM,4.0,0,22,0,5.5,2,Argentina,Buenos Aires,8 Dec 2024
22963,T Taylor,CAY,4.0,0,22,0,5.5,2,Belize,Buenos Aires,8 Dec 2024
22964,A Natubhai Ahir,PAN,3.2,0,22,0,6.6,2,Argentina,Buenos Aires,10 Dec 2024
22965,IC Simao,BRA,4.0,0,22,0,5.5,1,Panama,Buenos Aires,12 Dec 2024
22966,DK Dahyabhai Ahir,PAN,3.0,0,22,0,7.33,2,Brazil,Buenos Aires,12 Dec 2024
22967,Muhammad Jawadullah,UAE,4.0,0,22,0,5.5,1,Bahrain,ICCA Dubai,13 Dec 2024
22968,Abdul Majid,BHR,4.0,0,22,0,5.5,2,U.A.E.,ICCA Dubai,13 Dec 2024
22969,Mohammad Nadeem,OMA,2.0,0,22,0,11,1,U.A.E.,ICCA Dubai,15 Dec 2024
22970,Abdul Majid,BHR,4.0,0,22,0,5.5,2,Qatar,ICCA Dubai,20 Dec 2024
22971,Ravi Bishnoi,IND,4.0,0,22,0,5.5,1,England,Eden Gardens,22 Jan 2025
22972,Sheikh Rasik,HUN,3.0,0,22,0,7.33,2,Austria,Marsa,4 Feb 2025
22973,C Campher,IRE,2.0,0,22,0,11,1,Zimbabwe,Harare,22 Feb 2025
22974,C Campher,IRE,3.0,0,22,0,7.33,2,Zimbabwe,Harare,23 Feb 2025
22975,AR Puri,SGP,2.0,0,22,0,11,2,Bahrain,Singapore,2 Mar 2025
22976,S Henry,Falk,2.0,0,22,0,11,2,Costa Rica,Guacima,12 Mar 2025
22977,Khizar Hayat,MAS,2.0,0,22,0,11,1,Bahrain,Kuala Lumpur,13 Mar 2025
22978,Haris Rauf,PAK,2.0,0,22,0,11,2,New Zealand,Wellington,26 Mar 2025
22979,Vinay Ravi,NOR,2.0,0,22,0,11,2,Portugal,Albergaria,8 Apr 2025
22980,LR Gaonkar,PAN,2.0,0,22,0,11,2,Mexico,Panama City,19 Apr 2025
22981,D St Ange,,2.0,0,22,0,11,2,Costa Rica,Panama City,20 Apr 2025
22982,R Edwards,CAY,1.0,0,22,0,22,2,Canada,George Town,26 Apr 2025
22983,Usman Khalid,KSA,4.0,0,22,0,5.5,2,Thailand,Kuala Lumpur,28 Apr 2025
22984,S Vijay Unni,MAS,2.0,0,22,0,11,2,Saudi Arabia,Kuala Lumpur,30 Apr 2025
22985,Sarawut Maliwan,THA,2.0,0,22,0,11,2,Cook Islands,Sano,7 May 2025
22986,Muhammad Waseem,UAE,2.0,0,22,0,11,1,Bangladesh,Sharjah,19 May 2025
22987,VP Thamotharam,MLT,3.0,0,22,0,7.33,2,Portugal,Zemst,31 May 2025
22988,M Stanikzai,SUI,3.0,0,22,0,7.33,1,Austria,Latschach,31 May 2025
22989,I Stewart,SUI,1.0,0,22,0,22,1,Austria,Latschach,1 Jun 2025
22990,S Foster,CAY,1.0,0,22,0,22,1,Canada,King City (NE),13 Jun 2025
22991,K Fubler,BER,4.0,0,22,0,5.5,1,Cayman,King City (NW),18 Jun 2025
22992,A Gulati,BHM,1.3,0,22,0,14.66,2,Canada,King City (NW),21 Jun 2025
22993,Ali Nayyer,SUI,3.0,0,22,0,7.33,2,Luxembourg,Walferdange,22 Jun 2025
22994,F Khaliq,BEL,2.0,0,22,0,11,2,France,Ilfov County,27 Jun 2025
22995,TJ Draca,ITA,3.0,0,22,0,7.33,2,Scotland,The Hague,9 Jul 2025
22996,HMHE Parsons,SKOR,1.0,0,22,0,22,1,Philippines,Bali,10 Jul 2025
22997,H Lakov,BUL,2.0,0,22,0,11,1,Turkey,Sofia,10 Jul 2025
22998,B Fernando,SL,3.0,0,22,0,7.33,1,Bangladesh,Pallekele,10 Jul 2025
22999,GG Alta,TKY,1.0,0,22,0,22,2,Bulgaria,Sofia,12 Jul 2025
23000,N Advani,GIBR,2.0,0,22,0,11,1,Turkey,Sofia,12 Jul 2025
23001,KC Ramamoorthy,INA,1.0,0,22,0,22,2,Philippines,Bali,13 Jul 2025
23002,B Muzarabani,ZIM,3.0,0,22,0,7.33,2,South Africa,Harare,14 Jul 2025
23003,C Shivakumar,SGP,3.0,0,22,0,7.33,2,Samoa,Singapore,18 Jul 2025
23004,Imran Anwar,BHR,3.0,0,22,0,7.33,1,Rwanda,Rwanda,18 Jul 2025
23005,Usman Najeeb,KSA,3.0,0,22,0,7.33,1,Qatar,Doha,18 Jul 2025
23006,SM Nash,Samoa,2.0,0,22,0,11,1,Hong Kong,Singapore,19 Jul 2025
23007,SZ Vayani,MWI,3.0,0,22,0,7.33,2,Bahrain,Rwanda,19 Jul 2025
23008,F Nsubuga,UGA,4.0,0,22,0,5.5,2,U.A.E.,Entebbe,19 Jul 2025
23009,E Rukiriza,RWN,3.0,0,22,0,7.33,1,Malawi,Rwanda,19 Jul 2025
23010,C Tchale,MWI,3.0,0,22,0,7.33,2,Bahrain,Rwanda,20 Jul 2025
23011,IO Okpe,NGA,3.0,0,22,0,7.33,1,Uganda,Entebbe,22 Jul 2025
23012,Arif Nasir Uddin,QAT,2.0,0,22,0,11,2,Saudi Arabia,Doha,22 Jul 2025
23013,Yves Cyusa,RWN,3.0,0,22,0,7.33,2,Malawi,Rwanda,23 Jul 2025
23014,Manpreet Singh,SGP,3.0,0,22,0,7.33,1,Hong Kong,Singapore,24 Jul 2025
23015,Muhammad Saqlain,HUN,2.0,0,22,0,11,2,Romania,Szodliget,25 Jul 2025
23016,Madhawa Basnayaka,FIN,3.0,0,22,0,7.33,2,Estonia,Tallinn,25 Jul 2025
23017,Amjad Sher,FIN,4.0,0,22,0,5.5,2,Estonia,Tallinn,26 Jul 2025
23018,Mayank Nagayach,LUX,3.0,0,22,0,7.33,1,Hungary,Szodliget,27 Jul 2025
23019,J Miyagi,UGA,3.0,0,22,0,7.33,2,U.A.E.,Entebbe,27 Jul 2025
23020,K Thuchila,MWI,3.0,0,22,0,7.33,1,Bahrain,Rwanda,27 Jul 2025
23021,P Gheewala,EST,3.0,0,22,0,7.33,2,Finland,Tallinn,27 Jul 2025
23022,R Shepherd,WI,2.0,0,22,0,11,1,Pakistan,Lauderhill,2 Aug 2025
23023,Bilal Masud,EST,2.0,0,22,0,11,1,Switzerland,Tallinn,3 Aug 2025
23024,Lovedeep Singh,CYP,4.0,0,22,0,5.5,2,Croatia,Zagreb,7 Aug 2025
23025,A Beresford-Peirse,CRT,4.0,0,22,0,5.5,2,Cyprus,Zagreb,7 Aug 2025
23026,C Bevin,CRT,2.0,0,22,0,11,2,Cyprus,Zagreb,7 Aug 2025
23027,A Beresford-Peirse,CRT,4.0,0,22,0,5.5,2,Cyprus,Zagreb,8 Aug 2025
23028,Dawood Ahmadzai,Fran,4.0,0,22,0,5.5,2,Austria,Stockholm,9 Aug 2025
23029,Noman Amjad,Fran,2.0,0,22,0,11,1,Sweden,Stockholm,10 Aug 2025
23030,Abbas Ghani,HUN,2.0,0,22,0,11,1,Sweden,Oslo,17 Aug 2025
23031,SA Mohandas,HUN,4.0,0,22,0,5.5,1,Norway,Oslo,17 Aug 2025
23032,Rameez Khan,ROM,2.0,0,22,0,11,2,Czech Rep.,Ilfov County,21 Aug 2025
23033,Zeeshan Goraya,AUT,2.0,0,22,0,11,1,Belgium,Latschach,24 Aug 2025
23034,AA Gajic,SRB,2.0,0,22,0,11,1,Croatia,Szodliget,31 Aug 2025
