,Player_Name,Country,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
115,Jai Sinh,SUI,4.0,0,23,5,5.75,1,Luxembourg,Vantaa,31 Jul 2022
116,Raza Iqbal,NOR,3.4,0,23,5,6.27,2,Sweden,Glostrup,18 May 2023
117,Ghulam Ahmadi,GER,4.0,0,23,5,5.75,1,Belgium,Krefeld,10 Jun 2023
118,T Shamsi,SA,4.0,0,24,5,6,2,England,Southampton,31 Jul 2022
119,CV Varun,IND,4.0,0,24,5,6,1,England,Rajkot,28 Jan 2025
120,GC Murtaza,CAM,4.0,0,24,5,6,1,Indonesia,Bali,15 Jun 2025
121,Ali Nawaz,HUN,3.0,0,24,5,8,2,Slovenia,Szodliget,21 Jun 2025
122,PVD Chameera,SL,4.0,0,24,5,6,1,England,Pallekele,3 Feb 2026
123,Zaker Taqawi,SWE,4.0,0,25,5,6.25,1,Germany,Krefeld,11 Jun 2022
124,TG Southee,NZ,4.0,0,25,5,6.25,2,U.A.E.,Dubai (DICS),17 Aug 2023
125,Jobayer Hossen,SEY,4.0,0,25,5,6.25,1,Rwanda,Nairobi (Ruaraka),24 Oct 2024
126,IO Okpe,NGA,4.0,0,25,5,6.25,2,Zambia,Abuja,8 Dec 2025
127,AF Milne,NZ,4.0,0,26,5,6.5,1,Sri Lanka,Dunedin,5 Apr 2023
128,GT Main,SCOT,3.4,0,26,5,7.09,2,Italy,Edinburgh,24 Jul 2023
129,SH Johnson,AUS,4.0,0,26,5,6.5,2,Pakistan,Sydney,16 Nov 2024
130,JO Holder,WI,2.5,0,27,5,9.52,2,England,Bridgetown,30 Jan 2022
131,Ishtiaq Ahmad,KSA,4.0,0,27,5,6.75,1,Kuwait,Doha,1 Oct 2023
132,SF Tiai,Samoa,3.3,0,27,5,7.71,2,Fiji,Apia (No 2),21 Aug 2024
133,Ibrar Ahmad,HUN,3.3,0,27,5,7.71,2,France,Ilfov County,29 Jun 2025
134,SFS Cheema,AUT,3.0,0,27,5,9,1,Romania,Ilfov County,18 Oct 2025
135,M Koli,ROM,4.0,0,28,5,7,1,Hungary,Spinaceto,13 Jun 2024
136,B Dugic,SRB,4.0,0,28,5,7,1,Bulgaria,Episkopi,1 Nov 2025
137,Aamir Kaleem,OMA,4.0,0,29,5,7.25,1,U.A.E.,Al Amerat,14 Feb 2022
138,R Baaleri,GHA,4.0,0,29,5,7.25,2,Gambia,Rwanda,8 Dec 2022
139,N Tanner,PHI,4.0,0,29,5,7.25,1,Indonesia,Bali,13 Jul 2025
140,WD Parnell,SA,4.0,0,30,5,7.5,2,Ireland,Bristol,5 Aug 2022
141,D Maisuria,BOT,3.4,0,30,5,8.18,1,Lesotho,Kigali,18 Nov 2022
142,Hasan Ali,PAK,3.2,0,30,5,9,2,Bangladesh,Lahore,28 May 2025
143,Shafat Ali Syed,ESP,4.0,0,31,5,7.75,1,Isle of Man,Cartagena,26 Feb 2023
144,HJ Manenti,ITA,4.0,0,31,5,7.75,2,Scotland,The Hague,9 Jul 2025
145,Amir Farooq,QAT,4.0,0,32,5,8,2,Bahrain,Doha,25 Nov 2024
146,Muhammad Saqlain,HUN,4.0,0,32,5,8,1,Austria,Marsa,5 Feb 2025
147,Umair Tariq,AUT,3.5,0,32,5,8.34,2,Switzerland,Latschach,1 Jun 2025
148,Junaid Siddique,UAE,4.0,0,35,5,8.75,1,Canada,Delhi,13 Feb 2026
149,O Harvey,GHA,4.0,0,36,5,9,1,Uganda,Accra,18 Mar 2024
150,L Ngidi,SA,4.0,0,39,5,9.75,1,England,Bristol,27 Jul 2022
151,AS Joseph,WI,4.0,0,40,5,10,2,South Africa,Johannesburg,28 Mar 2023
152,Arshdeep Singh,IND,4.0,0,51,5,12.75,2,New Zealand,Thiruvananthapuram,31 Jan 2026
153,CPPM Sadun,CYP,1.3,0,1,4,0.66,2,Turkey,Vantaa,16 Jul 2022
154,YM Nkanya,TAN,1.3,0,1,4,0.66,1,Sierra Leone,Rwanda,1 Dec 2022
155,C Bah,SLE,2.0,0,2,4,1,1,Cameroon,Benoni,10 Dec 2023
156,J Yon,STHEL,4.0,2,3,4,0.75,1,Ivory Coast,Abuja,28 Nov 2024
157,D Rawat,CRC,3.0,1,3,4,1,2,Falkland Isl,Guacima,10 Mar 2025
158,Mohammad Kamran,ESP,4.0,1,4,4,1,1,Isle of Man,Cartagena,26 Feb 2023
159,H Ssenyondo,UGA,4.0,1,4,4,1,1,Botswana,Nairobi (Gym),17 Jun 2023
160,C Hinze,JPN,2.4,1,4,4,1.5,2,Mongolia,Sano,7 May 2024
161,S Thakor,TAN,3.0,1,4,4,1.33,1,Mali,Dar-es-Salaam,21 Sep 2024
162,R Coker,SLE,3.0,0,4,4,1.33,2,Ivory Coast,Abuja,23 Nov 2024
163,Khalid Ahmadi,BEL,4.0,1,5,4,1.25,2,Malta,Waterloo,12 Jun 2022
164,S Thakor,TAN,4.0,1,5,4,1.25,2,Cameroon,Kigali,9 Dec 2022
165,C Kyewuta,UGA,3.0,1,5,4,1.66,2,Tanzania,Rwanda,18 Dec 2022
166,Vishil Patel,KENYA,4.0,2,5,4,1.25,1,Mali,Benoni,8 Dec 2023
167,S Godara,CAM,4.0,0,5,4,1.25,2,China,Bangkok,28 Jan 2024
168,Ehsan Khan,HKG,3.0,0,5,4,1.66,1,Mongolia,Kuala Lumpur,31 Aug 2024
169,Azyan Farhath,MDV,4.0,3,5,4,1.25,2,Mongolia,Kuala Lumpur,6 Sep 2024
170,Virandeep Singh,MAS,4.0,1,5,4,1.25,1,Mongolia,Bangi,9 Sep 2024
171,O Harvey,GHA,2.0,0,5,4,2.5,1,Mali,Dar-es-Salaam,26 Sep 2024
172,Ali Dawood,BHR,2.3,1,5,4,2,2,Rwanda,Rwanda,25 Jul 2025
173,SVE Bharathi,GER,4.0,0,6,4,1.5,1,Philippines,Al Amerat,24 Feb 2022
174,Atif Mehmood,ESP,4.0,2,6,4,1.5,1,Isle of Man,Cartagena,26 Feb 2023
175,Sami Sohail,MWI,4.0,2,6,4,1.5,1,Mozambique,Benoni,28 May 2023
176,E Sebareme,RWN,3.3,0,6,4,1.71,2,Ghana,Lagos,8 Oct 2023
177,G Sesay,SLE,4.0,0,6,4,1.5,1,Botswana,Benoni,15 Dec 2023
178,Usman Khalid,KSA,2.0,0,6,4,3,1,Bhutan,Bangkok,3 Feb 2024
179,B Ward,JER,3.1,1,6,4,1.89,2,Switzerland,Krefeld,9 Jul 2024
180,R Baaleri,GHA,2.0,0,6,4,3,1,Cameroon,Dar-es-Salaam,21 Sep 2024
181,LS Barkania,TAN,2.1,0,6,4,2.76,1,Cameroon,Dar-es-Salaam,24 Sep 2024
182,S Murari,CRC,3.0,2,6,4,2,2,Falkland Isl,Guacima,10 Mar 2025
183,D Panda,Mex,2.0,0,6,4,3,2,Costa Rica,Panama City,17 Apr 2025
184,S Vijay Unni,MAS,4.0,0,6,4,1.5,1,Singapore,Singapore,19 Jul 2025
185,JO Holder,WI,3.4,1,7,4,1.9,1,England,Bridgetown,22 Jan 2022
186,H Ssenyondo,UGA,4.0,2,7,4,1.75,2,Rwanda,Rwanda,16 Dec 2022
187,H Ssenyondo,UGA,4.0,1,7,4,1.75,1,Rwanda,Nairobi (Gym),15 Jun 2023
188,K Namchaikul,THA,4.0,0,7,4,1.75,2,Myanmar,Kuala Lumpur,28 Jul 2023
189,Nasrulla Rana,HKG,4.0,0,7,4,1.75,1,Cambodia,Hangzhou,29 Sep 2023
190,Haroon Arshad,HKG,4.0,1,7,4,1.75,1,China,Mong Kok,16 Feb 2024
191,D Ganesh,CRC,3.0,1,7,4,2.33,1,Mexico,Guacima,11 Apr 2024
192,A Nortje,SA,4.0,0,7,4,1.75,1,Sri Lanka,New York,3 Jun 2024
193,Tanzim Hasan Sakib,BAN,4.0,2,7,4,1.75,2,Nepal,Kingstown,16 Jun 2024
194,Raaz Mohammad,FIN,3.0,0,7,4,2.33,2,Guernsey,Port Soif,24 Aug 2024
195,A Morris,CAY,4.0,2,7,4,1.75,2,Brazil,Buenos Aires,14 Dec 2024
196,Kuldeep Yadav,IND,2.1,0,7,4,3.23,1,U.A.E.,Dubai (DICS),10 Sep 2025
197,Mohammad Nabi,AFG,4.0,0,7,4,1.75,2,Canada,Chennai,19 Feb 2026
198,Sikandar Raza,ZIM,4.0,1,8,4,2,2,Netherlands,Bulawayo,17 Jul 2022
199,Shadab Khan,PAK,2.4,0,8,4,3,2,Hong Kong,Sharjah,2 Sep 2022
200,AG Achar,SGP,4.0,1,8,4,2,2,Thailand,Hangzhou,29 Sep 2023
201,PK Langat,KENYA,3.0,0,8,4,2.66,1,Ghana,Benoni,13 Dec 2023
202,Virandeep Singh,MAS,3.0,0,8,4,2.66,2,P.N.G.,Kuala Lumpur,17 Mar 2024
203,H Bharadwaj,SGP,4.0,2,8,4,2,1,Myanmar,Kuala Lumpur,9 Sep 2024
204,SZ Vayani,MWI,4.0,1,8,4,2,1,Mali,Dar-es-Salaam,24 Sep 2024
205,Ronitkumar Ahir,PAN,4.0,0,8,4,2,2,Turks and C.,Panama City,17 Apr 2025
206,AF Ifill,CAY,4.0,0,8,4,2,2,Bahamas,George Town,24 Apr 2025
207,Umair Tariq,AUT,4.0,1,8,4,2,1,Slovenia,Graz,18 May 2025
208,GA Priandana,INA,2.0,0,8,4,4,1,Myanmar,Bali,6 Nov 2025
209,A Gbla,SLE,2.0,0,9,4,4.5,1,Ghana,Kigali,5 Dec 2022
210,H Ssenyondo,UGA,3.4,0,9,4,2.45,2,Rwanda,Nairobi (Gym),19 Jun 2023
211,N Senamontree,THA,2.5,0,9,4,3.17,1,China,Kuala Lumpur,27 Jul 2023
212,AR Ramjani,UGA,3.0,0,9,4,3,2,Rwanda,Rwanda,22 Aug 2023
213,Azmatullah Omarzai,AFG,4.0,0,9,4,2.25,2,Ireland,Sharjah,18 Mar 2024
214,Jaspreet Singh,ITA,3.5,1,9,4,2.34,1,Isle of Man,Spinaceto,12 Jun 2024
215,Arshdeep Singh,IND,4.0,0,9,4,2.25,1,U.S.A.,New York,12 Jun 2024
216,Yasim Murtaza,HKG,4.0,0,9,4,2.25,1,Malaysia,Kuala Lumpur,23 Aug 2024
217,Syed Aziz,MAS,3.0,0,9,4,3,2,Hong Kong,Kuala Lumpur,7 Sep 2024
218,D Rawat,CRC,4.0,1,9,4,2.25,1,Falkland Isl,Guacima,12 Mar 2025
219,JJ Smit,NAM,4.0,0,9,4,2.25,1,Canada,Windhoek,22 Mar 2025
220,EC D'Souza,UAE,2.5,0,9,4,3.17,2,Nigeria,Entebbe,26 Jul 2025
221,Abrar Ahmed,PAK,4.0,0,9,4,2.25,2,U.A.E.,Sharjah,4 Sep 2025
222,Nasum Ahmed,BAN,4.0,0,10,4,2.5,2,Afghanistan,Mirpur,3 Mar 2022
223,Noor Ahmad,AFG,4.0,0,10,4,2.5,2,Zimbabwe,Harare,14 Jun 2022
224,A Nortje,SA,3.3,0,10,4,2.85,2,Bangladesh,Sydney,27 Oct 2022
225,DJ Hooda,IND,2.5,0,10,4,3.52,2,New Zealand,Mount Maunganui,20 Nov 2022
226,A Conteh,GMB,4.0,0,10,4,2.5,2,Cameroon,Kigali,9 Dec 2022
227,YM Nkanya,TAN,3.0,0,10,4,3.33,1,Uganda,Rwanda,18 Dec 2022
228,DMW Rawlins,BER,4.0,0,10,4,2.5,1,Argentina,Buenos Aires,21 Feb 2023
229,Virandeep Singh,MAS,4.0,0,10,4,2.5,2,Hong Kong,Kuala Lumpur,19 Sep 2023
230,Aqib Ilyas,OMA,4.0,1,10,4,2.5,1,Bahrain,Kirtipur,3 Nov 2023
231,C Bah,SLE,3.0,1,10,4,3.33,1,Mali,Benoni,9 Dec 2023
232,CJ Jordan,ENG,2.5,0,10,4,3.52,1,U.S.A.,Bridgetown,23 Jun 2024
233,LH Rodrigues,BRA,4.0,0,10,4,2.5,2,Mexico,Seropedica,12 Oct 2024
234,Ronitkumar Ahir,PAN,4.0,0,10,4,2.5,2,Mexico,Panama City,19 Apr 2025
235,Arif Ullah,MAS,4.0,0,10,4,2.5,1,Samoa,Singapore,20 Jul 2025
236,Avishka Iroshan,ROM,2.2,0,10,4,4.28,2,Czech Rep.,Ilfov County,21 Aug 2025
237,JN Loftie-Eaton,NAM,4.0,0,10,4,2.5,1,Malawi,Harare,30 Sep 2025
238,MA Baig,MWI,4.0,0,10,4,2.5,2,Botswana,Harare,4 Oct 2025
239,Baseer Khan,AUT,4.0,0,10,4,2.5,1,Romania,Ilfov County,19 Oct 2025
240,H Lin Oo,MYAN,2.0,0,10,4,5,2,Timor-Leste,Bali,12 Nov 2025
241,Muhammad Nadir,RWN,3.5,0,10,4,2.6,1,Sierra Leone,Abuja,4 Dec 2025
242,Khawar Ali,OMA,3.2,0,11,4,3.3,1,Philippines,Al Amerat,21 Feb 2022
243,WP Masakadza,ZIM,3.0,0,11,4,3.66,2,U.S.A.,Bulawayo,14 Jul 2022
244,JJ Huo,MOZ,4.0,2,11,4,2.75,1,Eswatini,Malkerns,30 Jul 2022
245,DMW Rawlins,BER,4.0,0,11,4,2.75,2,Argentina,Buenos Aires,26 Feb 2023
246,Shahzeb Choudhry,SWE,4.0,0,11,4,2.75,1,Finland,Brondby,20 May 2023
247,J Kariko,PNG,3.5,0,11,4,2.86,1,Malaysia,Kuala Lumpur,23 Sep 2023
248,OEG Baartman,SA,4.0,0,11,4,2.75,1,Netherlands,New York,8 Jun 2024
249,Abdullah Akbarjan,AUT,3.0,0,11,4,3.66,1,Portugal,Rome,12 Jun 2024
250,AU Rashid,ENG,4.0,0,11,4,2.75,1,Oman,North Sound,13 Jun 2024
251,D Visser,Samoa,4.0,1,11,4,2.75,1,Fiji,Apia (No 2),17 Aug 2024
252,LJ Myott,PHI,4.0,1,11,4,2.75,2,Indonesia,Incheon,29 Sep 2024
253,KDA Lukies,PHI,4.0,1,11,4,2.75,2,South Korea,Incheon,5 Oct 2024
254,Yasir Mohammad,USA,3.3,1,11,4,3.14,1,Bermuda,George Town,21 Apr 2025
255,AA Rahayu,INA,4.0,0,11,4,2.75,1,Cambodia,Bali,14 Jun 2025
256,S Lamichhane,NEP,4.0,1,11,4,2.75,1,Scotland,Glasgow,17 Jun 2025
257,Mahedi Hasan,BAN,4.0,1,11,4,2.75,1,Sri Lanka,Colombo (RPS),16 Jul 2025
258,SA Okpe,NGA,4.0,0,11,4,2.75,1,Kenya,Entebbe,17 Jul 2025
259,M Shahbaz Butt,NOR,4.0,0,11,4,2.75,2,France,Stockholm,8 Aug 2025
260,Joshua Asia,NGA,4.0,0,11,4,2.75,2,Botswana,Harare,2 Oct 2025
261,JG Bethell,ENG,3.3,0,11,4,3.14,2,Sri Lanka,Pallekele,3 Feb 2026
262,Ali Dawood,BHR,2.5,1,11,4,3.88,1,Bhutan,Bangkok,25 Feb 2026
263,JR Hazlewood,AUS,4.0,0,12,4,3,2,Sri Lanka,Sydney,11 Feb 2022
264,Abdullah Mahmood,DEN,4.0,0,12,4,3,2,Finland,Brondby,8 May 2022
265,Azyan Farhath,MDV,2.5,0,12,4,4.23,2,Thailand,Bangi,8 Jul 2022
266,AA Gajic,SRB,4.0,1,12,4,3,1,Bulgaria,Belgrade,9 Jul 2022
267,DM Nakrani,UGA,4.0,0,12,4,3,1,Hong Kong,Bulawayo,11 Jul 2022
268,N Nipiko,VAN,2.3,0,12,4,4.8,2,Cook Islands,Port vila,15 Sep 2022
269,IKEG Artawan,INA,3.0,0,12,4,4,1,Japan,Sano,11 Oct 2022
270,R Baaleri,GHA,4.0,1,12,4,3,2,Tanzania,Rwanda,4 Dec 2022
271,Sarfaraz Ali,BHR,3.0,0,12,4,4,2,Qatar,Bangi,18 Dec 2022
272,Mehidy Hasan Miraz,BAN,4.0,0,12,4,3,1,England,Mirpur,12 Mar 2023
273,Rahmatullah Mangal,Fran,3.4,0,12,4,3.27,1,Luxembourg,Marsa,12 Jul 2023
274,Hisham Shaikh,KSA,4.0,2,12,4,3,2,Maldives,Doha,28 Sep 2023
275,N Dutta,CAN,4.0,0,12,4,3,2,Cayman,Sandys Parish,1 Oct 2023
276,S Conteh,SLE,3.2,0,12,4,3.6,1,Nigeria,Lagos,12 Oct 2023
277,Ibrahim Hassan,MDV,3.2,0,12,4,3.6,2,Bhutan,Bangkok,7 Feb 2024
278,Tian Sen Qun,CHN,4.0,0,12,4,3,1,Japan,Mong Kok,16 Feb 2024
279,LH Ferguson,NZ,3.5,0,12,4,3.13,1,Australia,Auckland,23 Feb 2024
280,Shiraz Khan,KUW,4.0,1,12,4,3,1,Vanuatu,Kuala Lumpur,11 Mar 2024
281,K Bhurtel,NEP,4.0,0,12,4,3,2,P.N.G.,Mong Kok,12 Mar 2024
282,Gaurav Tiwari,INA,4.0,0,12,4,3,2,Thailand,Bali,4 May 2024
283,MRJ Watt,SCOT,3.5,0,12,4,3.13,2,Netherlands,The Hague,22 May 2024
284,A Zampa,AUS,4.0,0,12,4,3,1,Namibia,North Sound,11 Jun 2024
285,Kamran Ahmadzai,Fran,3.0,0,12,4,4,2,Turkey,Spinaceto,15 Jun 2024
286,B Ward,JER,4.0,0,12,4,3,2,Belgium,Krefeld,10 Jul 2024
287,D Jakiel,MWI,3.5,0,12,4,3.13,2,Lesotho,Dar-es-Salaam,21 Sep 2024
288,D Parashar,UAE,4.0,0,12,4,3,2,Bhutan,Doha,19 Nov 2024
289,Ishtiaq Ahmad,KSA,4.0,0,12,4,3,1,Qatar,ICCA Dubai,15 Dec 2024
290,Amjad Sher,FIN,4.0,1,12,4,3,2,Norway,Ishoj,14 Jun 2025
291,Rizwan Butt,BHR,3.4,0,12,4,3.27,1,Rwanda,Rwanda,18 Jul 2025
292,IS Sodhi,NZ,4.0,0,12,4,3,2,Zimbabwe,Harare,24 Jul 2025
293,Shariq Munir,QAT,4.0,0,12,4,3,1,Bahrain,Doha,10 Feb 2026
294,NT Ellis,AUS,3.5,1,12,4,3.13,2,Ireland,Colombo (RPS),11 Feb 2026
295,B Kumar,IND,4.0,0,13,4,3.25,2,South Africa,Cuttack,12 Jun 2022
296,Ngawang Thinley,BHU,2.0,0,13,4,6.5,1,Thailand,Bangi,6 Jul 2022
297,ZE Matsinhe,MOZ,3.0,0,13,4,4.33,1,Eswatini,Malkerns,29 Jul 2022
298,TA Boult,NZ,4.0,0,13,4,3.25,2,Sri Lanka,Sydney,29 Oct 2022
299,AN Toube,CAM,3.0,0,13,4,4.33,1,Eswatini,Kigali,8 Dec 2022
300,AM Kimote,TAN,3.0,0,13,4,4.33,2,Rwanda,Rwanda,22 Dec 2022
301,MV Pavlovic,SRB,3.2,0,13,4,3.9,2,Turkey,Sofia,23 Jun 2023
302,MR Adair,IRE,3.4,0,13,4,3.54,2,Austria,Edinburgh,23 Jul 2023
303,Mohameed Taiwo,NGA,4.0,1,13,4,3.25,1,Sierra Leone,Lagos,8 Oct 2023
304,Dhananjay Rao,HKG,4.0,1,13,4,3.25,1,Qatar,Doha,1 Mar 2024
305,C Kyewuta,UGA,4.0,0,13,4,3.25,2,Kenya,Accra,23 Mar 2024
306,Ravi Bishnoi,IND,4.0,2,13,4,3.25,1,Zimbabwe,Harare,6 Jul 2024
307,Atif Rasheed,FIN,4.0,1,13,4,3.25,2,Bulgaria,Port Soif,27 Aug 2024
308,R Abdulkareem,NGA,4.0,1,13,4,3.25,2,St Helena,Abuja,23 Nov 2024
309,Mahedi Hasan,BAN,4.0,0,13,4,3.25,2,West Indies,Kingstown,15 Dec 2024
310,K Juma,TAN,4.0,0,13,4,3.25,2,Uganda,Harare,28 Sep 2025
311,AR Ramjani,UGA,4.0,0,13,4,3.25,2,Malawi,Harare,2 Oct 2025
312,Waqar Ali,CYP,4.0,0,13,4,3.25,2,Serbia,Episkopi,31 Oct 2025
313,MJ Humphreys,IRE,4.0,0,13,4,3.25,2,Bangladesh,Chattogram,27 Nov 2025
314,Ali Dawood,BHR,4.0,0,13,4,3.25,1,Bhutan,Gelephu,13 Dec 2025
315,LH Ferguson,NZ,3.2,0,14,4,4.2,2,Ireland,Belfast,18 Jul 2022
316,S Wickramasekara,CZK-R,3.0,0,14,4,4.66,2,Estonia,Vantaa,28 Jul 2022
317,K Nassoro,TAN,4.0,0,14,4,3.5,1,Cameroon,Benoni,17 Sep 2022
318,K Waiswa,UGA,4.0,0,14,4,3.5,2,Mozambique,Benoni,18 Sep 2022
319,J Baguma,UGA,4.0,1,14,4,3.5,2,Rwanda,Rwanda,14 Dec 2022
320,P Cabebula,Fiji,3.1,0,14,4,4.42,2,Samoa,Suva,14 Mar 2023
321,SO Ngoche,KENYA,4.0,0,14,4,3.5,2,Uganda,Nairobi (Gym),10 Jun 2023
322,GK Berg,ITA,4.0,0,14,4,3.5,2,Denmark,Edinburgh,25 Jul 2023
323,Hisham Shaikh,KSA,4.0,0,14,4,3.5,1,Qatar,Doha,29 Sep 2023
324,P Aho,NGA,1.3,0,14,4,9.33,1,Rwanda,Lagos,14 Oct 2023
325,Junaid Siddique,UAE,4.0,0,14,4,3.5,1,Scotland,Dubai (DICS),11 Mar 2024
326,Rashid Khan,AFG,4.0,0,14,4,3.5,2,Ireland,Sharjah,17 Mar 2024
327,Rahmatullah Mangal,Fran,3.3,0,14,4,4,1,Belgium,Dreux,11 May 2024
328,Syed Maisam Ali,POR,3.0,0,14,4,4.66,2,Isle of Man,Spinaceto,16 Jun 2024
329,SZ Vayani,MWI,4.0,0,14,4,3.5,2,Lesotho,Dar-es-Salaam,21 Sep 2024
330,N Advani,GIBR,2.2,0,14,4,6,1,Serbia,Gibraltar,30 Sep 2024
331,Abbas Ghani,HUN,3.1,0,14,4,4.42,1,Austria,Marsa,5 Feb 2025
332,JA Duffy,NZ,3.4,0,14,4,3.81,1,Pakistan,Christchurch,16 Mar 2025
333,Shivam Sharma,CAN,4.0,0,14,4,3.5,2,Cayman,George Town,23 Apr 2025
334,Izaz Ali,SVN,3.0,0,14,4,4.66,2,Austria,Graz,18 May 2025
335,Bilal Zalmai,AUT,4.0,0,14,4,3.5,1,Czech Rep.,Vinor,8 Jun 2025
336,C Bosch,SA,4.0,0,14,4,3.5,2,Pakistan,Rawalpindi,28 Oct 2025
337,P Useni,NGA,4.0,0,14,4,3.5,2,Zambia,Abuja,4 Dec 2025
338,HA Chohan,TAN,4.0,0,15,4,3.75,1,Sierra Leone,Rwanda,1 Dec 2022
339,P Aho,NGA,4.0,0,15,4,3.75,1,Ghana,Rwanda,9 Dec 2022
340,DL Brangman,BER,4.0,0,15,4,3.75,1,Bahamas,Buenos Aires,4 Mar 2023
341,Fazil Rahman,MLT,4.0,0,15,4,3.75,2,Gibraltar,Gibraltar,7 May 2023
342,E Rukiriza,RWN,4.0,0,15,4,3.75,1,Botswana,Nairobi (Gym),18 Jun 2023
343,Karan KC,NEP,4.0,0,15,4,3.75,1,Hong Kong,Mulpani,19 Oct 2023
344,PW Hasaranga,SL,4.0,0,15,4,3.75,1,Zimbabwe,Colombo (RPS),18 Jan 2024
345,PK Mohanarangam,Mex,4.0,1,15,4,3.75,1,Suriname,Buenos Aires,12 Dec 2024
346,Simranjeet Singh,UAE,4.0,0,15,4,3.75,2,Qatar,ICCA Dubai,18 Dec 2024
347,JA Duffy,NZ,4.0,0,15,4,3.75,2,Sri Lanka,Mount Maunganui,30 Dec 2024
348,Hisham Shaikh,KSA,3.1,0,15,4,4.73,2,Thailand,Kuala Lumpur,24 Apr 2025
349,CW Perchard,JER,3.0,0,15,4,5,1,Guernsey,St Saviour,7 Jun 2025
350,Abdul Naser Baluch,SWE,4.0,0,15,4,3.75,2,Finland,Ishoj,14 Jun 2025
351,RR Simmonds,WI,3.0,0,15,4,5,1,Nepal,Sharjah,30 Sep 2025
352,Taranjit Singh,CYP,4.0,0,15,4,3.75,2,Serbia,Episkopi,31 Oct 2025
353,Waqar Ali,CYP,3.4,0,15,4,4.09,1,Bulgaria,Episkopi,2 Nov 2025
354,Azmatullah Omarzai,AFG,4.0,0,15,4,3.75,1,U.A.E.,Delhi,16 Feb 2026
355,JR Hazlewood,AUS,4.0,0,16,4,4,1,Sri Lanka,Colombo (RPS),7 Jun 2022
356,JA Burrows,IOM,4.0,0,16,4,4,1,Cyprus,Kerava,12 Jul 2022
357,Habib Khan,EST,4.0,0,16,4,4,1,Czech Rep.,Vantaa,28 Jul 2022
358,Ravi Bishnoi,IND,2.4,0,16,4,6,2,West Indies,Lauderhill,7 Aug 2022
359,AS Joseph,WI,4.0,0,16,4,4,2,Zimbabwe,Hobart,19 Oct 2022
360,Imran Khan,BHR,4.0,0,16,4,4,1,Oman,Al Amerat,15 Nov 2022
361,M Akayezu,RWN,4.0,0,16,4,4,1,Botswana,Rwanda,17 Nov 2022
362,HH Pandya,IND,4.0,0,16,4,4,2,New Zealand,Ahmedabad,1 Feb 2023
363,H Fennell,Arg,3.3,0,16,4,4.57,2,Bahamas,Buenos Aires,2 Mar 2023
364,Taskin Ahmed,BAN,2.0,0,16,4,8,2,Ireland,Chattogram,27 Mar 2023
365,Chen Zhuo Yue,CHN,4.0,0,16,4,4,1,Myanmar,Kuala Lumpur,31 Jul 2023
366,Zahoor Khan,UAE,4.0,0,16,4,4,2,Qatar,Doha,20 Sep 2023
367,Sayed Monib,KUW,3.4,0,16,4,4.36,2,Saudi Arabia,Doha,1 Oct 2023
368,Mohameed Taiwo,NGA,4.0,0,16,4,4,2,Ghana,Lagos,10 Oct 2023
369,K Motlhanka,BOT,3.0,0,16,4,5.33,2,Ghana,Benoni,11 Dec 2023
370,D Kansonkho,MWI,3.0,0,16,4,5.33,1,Kenya,Benoni,18 Dec 2023
371,M Mooketsi,BOT,4.0,0,16,4,4,1,Malawi,Benoni,19 Dec 2023
372,MJ Santner,NZ,4.0,0,16,4,4,1,Bangladesh,Mount Maunganui,31 Dec 2023
373,MV Pavlovic,SRB,4.0,0,16,4,4,1,Croatia,Krefeld,10 Jul 2024
374,Pavandeep Singh,MAS,3.5,1,16,4,4.17,1,Kuwait,Kuala Lumpur,22 Aug 2024
375,R Ngarava,ZIM,4.0,1,16,4,4,1,Mozambique,Nairobi (Gym),20 Oct 2024
376,K Klein,NED,4.0,1,16,4,4,2,Oman,Al Amerat,16 Nov 2024
377,DM Nakrani,UGA,4.0,2,16,4,4,2,Rwanda,Rwanda,5 Dec 2024
378,S Ravichandran,JPN,4.0,0,16,4,4,1,Cook Islands,Sano,13 May 2025
379,Ali Dawood,BHR,4.0,0,16,4,4,2,Malawi,Rwanda,23 Jul 2025
380,Haider Ali,UAE,4.0,0,16,4,4,2,Nigeria,Entebbe,26 Jul 2025
381,B Evans,ZIM,4.0,0,16,4,4,2,Tanzania,Harare,30 Sep 2025
382,Syed Aziz,MAS,4.0,0,16,4,4,1,Bahrain,Kuala Lumpur,25 Nov 2025
383,MJ Humphreys,IRE,4.0,0,16,4,4,1,Italy,Dubai,23 Jan 2026
384,Usman Tariq,PAK,3.3,1,16,4,4.57,2,Namibia,Colombo (SSC),18 Feb 2026
385,Syazrul Idrus,MAS,4.0,0,17,4,4.25,1,Thailand,Bangi,4 Jul 2022
386,Taranjeet Singh,ROM,4.0,0,17,4,4.25,2,Serbia,Vantaa,16 Jul 2022
387,AR Ramjani,UGA,4.0,1,17,4,4.25,1,Botswana,Benoni,15 Sep 2022
388,Ammar Khalid,CAN,3.0,0,17,4,5.66,2,Saudi Arabia,Al Amerat,19 Nov 2022
389,Mohammed Siraj,IND,4.0,0,17,4,4.25,1,New Zealand,Napier,22 Nov 2022
390,J Shaju,MLT,3.4,0,17,4,4.63,1,France,Marsa,10 Jul 2023
391,Usman Khan,Fran,3.2,0,17,4,5.1,2,Malta,Marsa,12 Jul 2023
