,Player_Name,Country,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
17235,Ibrahim Zadran,AFG,10,0,9,1,0,111.11,1,Sri Lanka,Dambulla,21 Feb 2024
17236,JA Clarkson,NZ,10,0,13,1,0,76.92,2,Australia,Auckland,23 Feb 2024
17237,RK Paudel,NEP,10,0,9,2,0,111.11,1,Namibia,Kirtipur,1 Mar 2024
17238,M van Lingen,NAM,10,0,12,1,0,83.33,2,Nepal,Kirtipur,1 Mar 2024
17239,Shahzaib Jamil,QAT,10,0,12,1,0,83.33,1,Hong Kong,Doha,1 Mar 2024
17240,Usman Patel,KUW,10,0,11,0,1,90.9,2,Tanzania,Kuala Lumpur,6 Mar 2024
17241,TP Ura,PNG,10,0,8,1,0,125,1,Oman,Al Amerat,6 Mar 2024
17242,KH Prajapati,OMA,10,0,9,2,0,111.11,2,P.N.G.,Al Amerat,8 Mar 2024
17243,Haider Butt,BHR,10,0,8,0,1,125,1,Tanzania,Kuala Lumpur,9 Mar 2024
17244,AD Mathews,SL,10,0,7,0,1,142.85,1,Bangladesh,Sylhet,9 Mar 2024
17245,II Selemani,TAN,10,0,12,2,0,83.33,1,Malaysia,Kuala Lumpur,10 Mar 2024
17246,Mohammad Amin,KUW,10,0,12,0,0,83.33,2,Vanuatu,Kuala Lumpur,11 Mar 2024
17247,L Siaka,PNG,10,0,3,1,1,333.33,2,Malaysia,Kuala Lumpur,17 Mar 2024
17248,K Nassoro,TAN,10,0,5,2,0,200,1,Nigeria,Accra,17 Mar 2024
17249,LJ Tucker,IRE,10,0,10,0,0,100,2,Afghanistan,Sharjah,17 Mar 2024
17250,JP Kotze,NAM,10,0,19,0,0,52.63,1,Nigeria,Accra,18 Mar 2024
17251,Ijaz Ahmad Ahmadzai,AFG,10,0,4,1,1,250,1,Ireland,Sharjah,18 Mar 2024
17252,CN Kakuru,UGA,10,0,9,1,0,111.11,2,Namibia,Accra,21 Mar 2024
17253,Umair Qasim,SWZ,10,0,11,2,0,90.9,1,Lesotho,Malkerns,29 Mar 2024
17254,TG Thamae,LES,10,0,12,0,1,83.33,2,Eswatini,Malkerns,30 Mar 2024
17255,Mehran Khan,OMA,10,0,12,1,0,83.33,2,Namibia,Al Amerat,7 Apr 2024
17256,S Hirugade,Mex,10,0,11,2,0,90.9,1,Costa Rica,Guacima,12 Apr 2024
17257,G Murali,CRC,10,0,23,0,0,43.47,2,Mexico,Guacima,12 Apr 2024
17258,S Hirugade,Mex,10,0,8,2,0,125,1,Costa Rica,Guacima,12 Apr 2024
17259,US Hathinjar,CAM,10,0,12,2,0,83.33,1,Kuwait,Al Amerat,13 Apr 2024
17260,R Ankad,Mex,10,0,15,0,0,66.66,2,Costa Rica,Guacima,13 Apr 2024
17261,Aqib Ilyas,OMA,10,0,6,1,1,166.66,1,Cambodia,Al Amerat,14 Apr 2024
17262,Adnan Idrees,KUW,10,0,5,1,1,200,1,Bahrain,Al Amerat,15 Apr 2024
17263,E Beukes,CAM,10,0,9,0,1,111.11,1,Bahrain,Al Amerat,16 Apr 2024
17264,Umer Toor,BHR,10,0,12,0,1,83.33,2,Cambodia,Al Amerat,16 Apr 2024
17265,Luqman Butt,CAM,10,0,11,0,1,90.9,1,U.A.E.,Al Amerat,17 Apr 2024
17266,Asif Khan,UAE,10,0,6,0,1,166.66,2,Nepal,Al Amerat,19 Apr 2024
17267,Naseem Khushi,OMA,10,0,4,1,1,250,2,Hong Kong,Al Amerat,19 Apr 2024
17268,AP Yadav,THA,10,0,7,0,1,142.85,1,Indonesia,Bali,1 May 2024
17269,MK Thakur,THA,10,0,14,0,0,71.42,1,Indonesia,Bali,1 May 2024
17270,D Suzuki,JPN,10,0,10,1,0,100,1,Mongolia,Sano,8 May 2024
17271,C Sudarsanan,MLT,10,0,11,1,0,90.9,2,France,Dreux,9 May 2024
17272,H Niaz,Fran,10,0,6,1,1,166.66,2,Belgium,Dreux,10 May 2024
17273,Noman Amjad,Fran,10,0,10,1,0,100,2,Belgium,Dreux,10 May 2024
17274,C Sudarsanan,MLT,10,0,15,1,0,66.66,2,Belgium,Dreux,10 May 2024
17275,G Mckeon,Fran,10,0,8,2,0,125,1,Belgium,Dreux,12 May 2024
17276,C Campher,IRE,10,0,12,0,1,83.33,1,Netherlands,The Hague,19 May 2024
17277,NR Kumar,USA,10,0,10,0,1,100,2,Bangladesh,Prairie View,21 May 2024
17278,Muhammad Moiz,ROM,10,0,12,1,0,83.33,2,Bulgaria,Ilfov County,24 May 2024
17279,Mansoor Malangzai,BEL,10,0,10,0,0,100,1,Austria,Lower Austria,25 May 2024
17280,CA Soper,PNG,10,0,9,1,0,111.11,1,West Indies,Providence,2 Jun 2024
17281,LJ Tucker,IRE,10,0,13,2,0,76.92,1,India,New York,5 Jun 2024
17282,LJ Tucker,IRE,10,0,15,0,0,66.66,2,Canada,New York,7 Jun 2024
17283,BKG Mendis,SL,10,0,8,2,0,125,1,Bangladesh,Dallas,7 Jun 2024
17284,DE Martel,GUE,10,0,15,0,0,66.66,1,Belgium,Waterloo,8 Jun 2024
17285,SA Edwards,NED,10,0,9,0,1,111.11,1,South Africa,New York,8 Jun 2024
17286,WG Jacks,ENG,10,0,10,1,0,100,2,Australia,Bridgetown,8 Jun 2024
17287,Naseem Khushi,OMA,10,0,9,0,1,111.11,1,Scotland,North Sound,9 Jun 2024
17288,F Stoman,POR,10,0,13,0,1,76.92,1,Romania,Spinaceto,10 Jun 2024
17289,Saad Bin Zafar,CAN,10,0,21,1,0,47.61,1,Pakistan,New York,11 Jun 2024
17290,M van Lingen,NAM,10,0,10,2,0,100,1,Australia,North Sound,11 Jun 2024
17291,Harmeet Singh,USA,10,0,10,0,1,100,1,India,New York,12 Jun 2024
17292,R Ravindra,NZ,10,0,13,0,0,76.92,2,West Indies,Tarouba,12 Jun 2024
17293,JDS Neesham,NZ,10,0,11,0,1,90.9,2,West Indies,Tarouba,12 Jun 2024
17294,Azhar Andani,POR,10,0,15,1,0,66.66,1,Israel,Spinaceto,13 Jun 2024
17295,Abdullah Khan Lodhi,TKY,10,0,14,2,0,71.42,1,Italy,Rome,13 Jun 2024
17296,Q de Kock,SA,10,0,11,1,0,90.9,1,Nepal,Kingstown,14 Jun 2024
17297,JA Burrows,IOM,10,0,5,1,1,200,1,Luxembourg,Spinaceto,15 Jun 2024
17298,HA Jackson,Fran,10,0,16,0,0,62.5,1,Turkey,Spinaceto,15 Jun 2024
17299,L Canessane,Fran,10,0,12,0,0,83.33,1,Austria,Rome,16 Jun 2024
17300,Litton Das,BAN,10,0,12,1,0,83.33,1,Nepal,Kingstown,16 Jun 2024
17301,A Dutt,NED,10,0,8,1,0,125,2,Sri Lanka,Gros Islet,16 Jun 2024
17302,S Dube,IND,10,0,7,0,1,142.85,1,Afghanistan,Bridgetown,20 Jun 2024
17303,HL Carlyon,JER,10,0,7,2,0,142.85,2,Guernsey,Castel,22 Jun 2024
17304,MWR Stokes,GUE,10,0,11,1,0,90.9,2,Jersey,Port Soif,23 Jun 2024
17305,Aaron Jones,USA,10,0,16,2,0,62.5,1,England,Bridgetown,23 Jun 2024
17306,Azmatullah Omarzai,AFG,10,0,12,0,0,83.33,1,Bangladesh,Kingstown,24 Jun 2024
17307,Soumya Sarkar,BAN,10,0,10,1,0,100,2,Afghanistan,Kingstown,24 Jun 2024
17308,Azmatullah Omarzai,AFG,10,0,12,2,0,83.33,1,South Africa,Tarouba,26 Jun 2024
17309,AR Patel,IND,10,0,6,0,1,166.66,1,England,Providence,27 Jun 2024
17310,Izaz Ali,SVN,10,0,7,0,1,142.85,1,Serbia,Ljubljana,29 Jun 2024
17311,Tanzeel Sheikh,KENYA,10,0,10,1,1,100,2,Malawi,Nairobi,1 Jul 2024
17312,J Campbell,ZIM,10,0,18,0,0,55.55,2,India,Harare,7 Jul 2024
17313,DJ Turkich,CRT,10,0,8,1,0,125,1,Belgium,Krefeld,8 Jul 2024
17314,Abdullah Rana,SUI,10,0,8,2,0,125,2,Jersey,Krefeld,9 Jul 2024
17315,Abhishek Sharma,IND,10,0,9,1,0,111.11,1,Zimbabwe,Harare,10 Jul 2024
17316,Wahidullah Sahak,NOR,10,0,12,1,0,83.33,1,Germany,Krefeld,11 Jul 2024
17317,BA Pai,GIBR,10,0,14,0,0,71.42,1,Sweden,Krefeld,11 Jul 2024
17318,N Zimonjic,SRB,10,0,9,0,1,111.11,2,Switzerland,Krefeld,11 Jul 2024
17319,P Sharma,KENYA,10,0,7,0,1,142.85,2,Nigeria,Nairobi,13 Jul 2024
17320,PS Roberts,CRT,10,0,9,1,0,111.11,1,Germany,Krefeld,14 Jul 2024
17321,BJ Bennett,ZIM,10,0,8,2,0,125,2,India,Harare,14 Jul 2024
17322,SA Okpe,NGA,10,0,17,0,1,58.82,2,Kenya,Nairobi,15 Jul 2024
17323,VD Adewoye,NGA,10,0,5,0,1,200,1,Kenya,Nairobi,17 Jul 2024
17324,BKG Mendis,SL,10,0,11,2,0,90.9,1,India,Pallekele,28 Jul 2024
17325,YBK Jaiswal,IND,10,0,9,2,0,111.11,1,Sri Lanka,Pallekele,30 Jul 2024
17326,A Sathyan,CRT,10,0,11,1,0,90.9,1,Spain,Zagreb,2 Aug 2024
17327,Shafat Ali Syed,ESP,10,0,6,2,0,166.66,2,Croatia,Zagreb,2 Aug 2024
17328,V Pulibanti,CRT,10,0,12,2,0,83.33,1,Spain,Zagreb,3 Aug 2024
17329,W Wotu,VAN,10,0,14,1,0,71.42,1,Fiji,Apia (No 2),19 Aug 2024
17330,P Dakainivanua,Fiji,10,0,14,1,0,71.42,1,Cook Islands,Apia (No 2),20 Aug 2024
17331,JOP Scamans,FIN,10,0,15,1,0,66.66,1,Estonia,Castel,22 Aug 2024
17332,Aslam Mohammad,GRC,10,0,10,0,1,100,2,Denmark,Port Soif,22 Aug 2024
17333,Ali Muaaz,GRC,10,0,12,1,0,83.33,2,Denmark,Port Soif,22 Aug 2024
17334,Shafat Ali Syed,ESP,10,0,9,2,0,111.11,1,Czech Rep.,Port Soif,22 Aug 2024
17335,Anshuman Rath,HKG,10,0,10,0,0,100,2,Malaysia,Kuala Lumpur,23 Aug 2024
17336,HB Dickson,COK,10,0,9,2,0,111.11,2,Fiji,Apia (No 2),24 Aug 2024
17337,T Parima,COK,10,0,6,2,0,166.66,2,Fiji,Apia (No 2),24 Aug 2024
17338,AS Mehmi,GRC,10,0,13,0,0,76.92,1,Cyprus,Castel,24 Aug 2024
17339,H Thaker,CAN,10,0,13,2,0,76.92,1,Netherlands,Utrecht,26 Aug 2024
17340,Babar Hayat,HKG,10,0,10,0,1,100,1,Kuwait,Kuala Lumpur,27 Aug 2024
17341,Ghulam Abbas Butt,FIN,10,0,6,2,0,166.66,1,Bulgaria,Port Soif,27 Aug 2024
17342,SA Edwards,NED,10,0,15,0,0,66.66,1,U.S.A.,The Hague,28 Aug 2024
17343,GPK Wijesingha,MDV,10,0,11,0,0,90.9,2,Malaysia,Kuala Lumpur,30 Aug 2024
17344,T Amarmend,MNG,10,0,28,0,0,35.71,2,Myanmar,Bangi,2 Sep 2024
17345,Mohamed Azzam,MDV,10,0,16,0,0,62.5,1,Hong Kong,Bangi,3 Sep 2024
17346,J Jarvis,SCOT,10,0,8,0,1,125,1,Australia,Edinburgh,4 Sep 2024
17347,MP Stoinis,AUS,10,0,8,0,1,125,1,England,Southampton,11 Sep 2024
17348,A Osei,GHA,10,0,14,1,0,71.42,2,Malawi,Dar-es-Salaam,22 Sep 2024
17349,SKA Awiah,GHA,10,0,10,2,0,100,1,Lesotho,Dar-es-Salaam,24 Sep 2024
17350,TD Chaoana,LES,10,0,12,1,0,83.33,2,Ghana,Dar-es-Salaam,24 Sep 2024
17351,R Baaleri,GHA,10,0,14,1,0,71.42,1,Tanzania,Dar-es-Salaam,25 Sep 2024
17352,MS Diakite,Mali,10,0,11,1,0,90.9,2,Lesotho,Dar-es-Salaam,25 Sep 2024
17353,Maaz Khan,LES,10,0,8,1,1,125,1,Cameroon,Dar-es-Salaam,26 Sep 2024
17354,Kim Daeyeon,SKOR,10,0,13,1,0,76.92,1,Indonesia,Incheon,28 Sep 2024
17355,S Lamichhane,NEP,10,0,11,0,1,90.9,2,Canada,King City (NW),28 Sep 2024
17356,BI Dilruksha,SKOR,10,0,13,1,0,76.92,1,Japan,Incheon,29 Sep 2024
17357,S Ravichandran,JPN,10,0,12,1,0,83.33,2,South Korea,Incheon,29 Sep 2024
17358,L Yamamoto-Lake,JPN,10,0,11,1,0,90.9,1,Indonesia,Incheon,1 Oct 2024
17359,Iqbal Mudassir,SKOR,10,0,15,0,0,66.66,2,Indonesia,Incheon,2 Oct 2024
17360,A Sharma,UAE,10,0,9,2,0,111.11,1,U.S.A.,Windhoek,4 Oct 2024
17361,JC Balt,NAM,10,0,17,0,0,58.82,1,U.S.A.,Windhoek,5 Oct 2024
17362,W Niyitanga,RWN,10,0,15,2,0,66.66,2,Malawi,Blantyre,9 Oct 2024
17363,SV Samson,IND,10,0,7,2,0,142.85,1,Bangladesh,Delhi,9 Oct 2024
17364,D Kansonkho,MWI,10,0,6,2,0,166.66,1,Rwanda,Blantyre,10 Oct 2024
17365,W Niyitanga,RWN,10,0,14,1,0,71.42,2,Malawi,Blantyre,12 Oct 2024
17366,LF Muller,BRA,10,0,9,2,0,111.11,1,Mexico,Seropedica,12 Oct 2024
17367,LK Sharma,Mex,10,0,14,2,0,71.42,2,Brazil,Seropedica,12 Oct 2024
17368,K Bhurtel,NEP,10,0,13,0,0,76.92,1,U.S.A.,Dallas,17 Oct 2024
17369,Y Saranonnakkun,THA,10,0,9,0,1,111.11,1,Bhutan,Gelephu,19 Oct 2024
17370,Robert Raina,THA,10,0,7,0,1,142.85,1,Bhutan,Gelephu,19 Oct 2024
17371,IKEG Artawan,INA,10,0,11,1,0,90.9,1,Maldives,Gelephu,19 Oct 2024
17372,VE Tembo,MOZ,10,0,13,0,1,76.92,1,Zimbabwe,Nairobi (Gym),20 Oct 2024
17373,AP Yadav,THA,10,0,9,0,1,111.11,2,Indonesia,Gelephu,20 Oct 2024
17374,N Krishna,SEY,10,0,9,1,0,111.11,2,Mozambique,Nairobi (Gym),22 Oct 2024
17375,GA Priandana,INA,10,0,13,0,1,76.92,2,Bhutan,Gelephu,22 Oct 2024
17376,Muhammad Nadir,RWN,10,0,8,2,0,125,2,Zimbabwe,Nairobi (Ruaraka),22 Oct 2024
17377,SR Mohan,SEY,10,0,17,1,0,58.82,1,Kenya,Nairobi (Ruaraka),23 Oct 2024
17378,Jobayer Hossen,SEY,10,0,8,2,0,125,1,Kenya,Nairobi (Ruaraka),23 Oct 2024
17379,GD Arta,INA,10,0,13,1,0,76.92,1,Bhutan,Gelephu,24 Oct 2024
17380,IS Sodhi,NZ,10,0,9,1,0,111.11,1,Sri Lanka,Dambulla,9 Nov 2024
17381,TH David,AUS,10,0,8,0,1,125,1,Pakistan,Brisbane,14 Nov 2024
17382,Thuya Aung,MYAN,10,0,17,0,0,58.82,1,Indonesia,Bali,15 Nov 2024
17383,SA Edwards,NED,10,0,9,1,0,111.11,1,Oman,Al Amerat,16 Nov 2024
17384,Pyae Phyo Wai,MYAN,10,0,9,2,0,111.11,2,Indonesia,Bali,17 Nov 2024
17385,Aung Ko Ko,MYAN,10,0,17,1,0,58.82,2,Indonesia,Bali,17 Nov 2024
17386,Irfan Khan,PAK,10,0,8,1,0,125,1,Australia,Hobart,18 Nov 2024
17387,Asif Khan,UAE,10,0,9,1,0,111.11,1,Bhutan,Doha,19 Nov 2024
17388,D Parashar,UAE,10,0,13,0,0,76.92,1,Bhutan,Doha,19 Nov 2024
17389,Tenjin Rabgey,BHU,10,0,24,0,0,41.66,2,U.A.E.,Doha,19 Nov 2024
17390,Umer Toor,BHR,10,0,13,2,0,76.92,1,Thailand,Doha,22 Nov 2024
17391,S Desungnoen,THA,10,0,17,1,0,58.82,2,Bahrain,Doha,22 Nov 2024
17392,M Jele,SWZ,10,0,10,0,1,100,2,Botswana,Abuja,23 Nov 2024
17393,R Sandeep,SWZ,10,0,9,0,1,111.11,2,Botswana,Abuja,23 Nov 2024
17394,Selim Salau,NGA,10,0,8,1,0,125,1,St Helena,Abuja,23 Nov 2024
17395,Saqlain Arshad,QAT,10,0,14,0,0,71.42,1,Bahrain,Doha,25 Nov 2024
17396,Y Jalloh,SLE,10,0,15,1,0,66.66,2,St Helena,Abuja,26 Nov 2024
17397,Saqlain Arshad,QAT,10,0,8,0,1,125,2,U.A.E.,Doha,26 Nov 2024
17398,OK Mohamed,CIV,10,0,14,2,0,71.42,1,Botswana,Abuja,26 Nov 2024
17399,A Turay,SLE,10,0,15,1,0,66.66,2,Nigeria,Abuja,27 Nov 2024
17400,KMA Aziz,CIV,10,0,27,2,0,37.03,1,Eswatini,Abuja,27 Nov 2024
17401,Hisham Shaikh,KSA,10,0,8,1,0,125,1,Qatar,Doha,28 Nov 2024
17402,V Mbazo,BOT,10,0,15,1,0,66.66,2,Nigeria,Abuja,28 Nov 2024
17403,T Tshose,BOT,10,0,9,2,0,111.11,2,Nigeria,Abuja,28 Nov 2024
17404,T Perera,BOT,10,0,7,0,1,142.85,2,Uganda,Rwanda,4 Dec 2024
17405,M Mooketsi,BOT,10,0,25,0,0,40,2,Uganda,Rwanda,4 Dec 2024
17406,Muhammad Saleem,BRA,10,0,6,2,0,166.66,2,Bahamas,Buenos Aires,6 Dec 2024
17407,O Tuyisenge,RWN,10,0,15,0,0,66.66,2,Uganda,Rwanda,7 Dec 2024
17408,KB Patil,Mex,10,0,13,1,0,76.92,1,Brazil,Buenos Aires,7 Dec 2024
17409,M Iturbe,Arg,10,0,21,0,1,47.61,1,Belize,Buenos Aires,7 Dec 2024
17410,R Abdulkareem,NGA,10,0,12,1,0,83.33,1,Uganda,Rwanda,8 Dec 2024
17411,R Nehonde,BOT,10,0,18,1,0,55.55,2,Rwanda,Rwanda,8 Dec 2024
17412,P Baron,Arg,10,0,11,1,0,90.9,2,Bahamas,Buenos Aires,8 Dec 2024
17413,AAP Rivero,Arg,10,0,14,0,0,71.42,2,Bahamas,Buenos Aires,8 Dec 2024
17414,RA Sealy,CAY,10,0,7,2,0,142.85,1,Belize,Buenos Aires,8 Dec 2024
17415,ML Castillo,Blz,10,0,12,1,0,83.33,2,Bahamas,Buenos Aires,10 Dec 2024
17416,S Hirugade,Mex,10,0,13,2,0,76.92,1,Bermuda,Buenos Aires,10 Dec 2024
17417,RP Burl,ZIM,10,0,7,0,1,142.85,2,Afghanistan,Harare,11 Dec 2024
17418,W Maximo,BRA,10,0,12,1,0,83.33,2,Bermuda,Buenos Aires,11 Dec 2024
17419,MFI Assuncao,BRA,10,0,15,2,0,66.66,2,Bermuda,Buenos Aires,11 Dec 2024
17420,E Dusingizimana,RWN,10,0,13,1,0,76.92,2,Uganda,Rwanda,12 Dec 2024
17421,V Hirlal,Sur,10,0,16,1,0,62.5,1,Mexico,Buenos Aires,12 Dec 2024
17422,DC Stovell,BER,10,0,9,2,0,111.11,1,Belize,Buenos Aires,12 Dec 2024
17423,Bilal Tahir,KUW,10,0,10,0,1,100,2,Bahrain,ICCA Dubai,14 Dec 2024
17424,K Sonavale,OMA,10,0,9,1,0,111.11,1,Qatar,ICCA Dubai,14 Dec 2024
17425,W Maximo,BRA,10,0,11,1,0,90.9,2,Cayman,Buenos Aires,14 Dec 2024
17426,YP Dayal,Sur,10,0,18,0,0,55.55,2,Bahamas,Buenos Aires,14 Dec 2024
17427,AAP Rivero,Arg,10,0,13,1,0,76.92,1,Mexico,Buenos Aires,14 Dec 2024
17428,P Suman Bhai Ahir,PAN,10,0,12,1,0,83.33,1,Mexico,Buenos Aires,15 Dec 2024
17429,R Davson,BHM,10,0,14,1,0,71.42,1,Mexico,Buenos Aires,16 Dec 2024
17430,R Ankad,Mex,10,0,10,2,0,100,2,Bahamas,Buenos Aires,16 Dec 2024
17431,Wasim Ali,OMA,10,0,8,1,0,125,1,Bahrain,ICCA Dubai,17 Dec 2024
17432,Mohammad Ahnaff,QAT,10,0,16,0,0,62.5,2,U.A.E.,ICCA Dubai,18 Dec 2024
17433,Hammad Mirza,OMA,10,0,9,1,0,111.11,1,Kuwait,ICCA Dubai,20 Dec 2024
17434,BKG Mendis,SL,10,0,12,1,0,83.33,2,New Zealand,Mount Maunganui,30 Dec 2024
17435,AU Rashid,ENG,10,0,11,1,0,90.9,1,India,Chennai,25 Jan 2025
17436,JG Bethell,ENG,10,0,7,0,1,142.85,2,India,Wankhede,2 Feb 2025
17437,Zeeshan Kukikhel,HUN,10,0,8,1,0,125,1,Malta,Marsa,3 Feb 2025
17438,MP Ainsworth,HUN,10,0,21,0,0,47.61,1,Malta,Marsa,3 Feb 2025
17439,TV Valivarthi,HUN,10,0,7,0,1,142.85,1,Malta,Marsa,3 Feb 2025
17440,Waseem Abbas,MLT,10,0,6,0,1,166.66,1,Austria,Marsa,5 Feb 2025
17441,Bilal Zalmai,AUT,10,0,6,0,1,166.66,2,Malta,Marsa,5 Feb 2025
17442,Sahel Zadran,AUT,10,0,15,0,1,66.66,1,Hungary,Marsa,5 Feb 2025
17443,Syed Aziz,MAS,10,0,18,2,0,55.55,2,Bahrain,Kuala Lumpur,13 Mar 2025
17444,PV Naringrekar,CRC,10,0,9,2,0,111.11,1,Falkland Isl,Guacima,13 Mar 2025
17445,Fiaz Ahmed,BHR,10,0,13,1,0,76.92,2,Hong Kong,Kuala Lumpur,14 Mar 2025
17446,Babar Hayat,HKG,10,0,11,2,0,90.9,1,Bahrain,Kuala Lumpur,17 Mar 2025
17447,IS Sodhi,NZ,10,0,10,1,0,100,1,Pakistan,Auckland,21 Mar 2025
17448,NR Kirton,CAN,10,0,8,0,1,125,1,Namibia,Windhoek,22 Mar 2025
17449,KD Abeyrathna,NOR,10,0,14,1,0,71.42,1,Portugal,Albergaria,8 Apr 2025
17450,Yasim Murtaza,HKG,10,0,7,0,1,142.85,1,Qatar,Mong Kok,10 Apr 2025
17451,Yasim Murtaza,HKG,10,0,7,0,1,142.85,1,Qatar,Mong Kok,13 Apr 2025
17452,S Foster,CAY,10,0,18,0,0,55.55,2,U.S.A.,George Town,19 Apr 2025
17453,D Johnson,CAY,10,0,9,0,1,111.11,2,U.S.A.,George Town,19 Apr 2025
17454,JDA Richardson,BER,10,0,14,1,0,71.42,1,U.S.A.,George Town,21 Apr 2025
17455,Zain Ul Abidin,KSA,10,0,9,1,0,111.11,1,Thailand,Kuala Lumpur,24 Apr 2025
17456,S Desungnoen,THA,10,0,19,0,0,52.63,2,Saudi Arabia,Kuala Lumpur,24 Apr 2025
17457,M Taylor,BHM,10,0,22,0,0,45.45,2,Cayman,George Town,24 Apr 2025
17458,HK Kukreja,SGP,10,0,13,1,0,76.92,1,Thailand,Kuala Lumpur,26 Apr 2025
17459,Kashif Khan,SGP,10,0,7,0,1,142.85,1,Thailand,Kuala Lumpur,26 Apr 2025
17460,H Thaker,CAN,10,0,12,0,0,83.33,1,U.S.A.,George Town,27 Apr 2025
17461,N Senamontree,THA,10,0,16,0,0,62.5,2,Malaysia,Kuala Lumpur,29 Apr 2025
17462,Aslam Khan,MAS,10,0,6,2,0,166.66,1,Saudi Arabia,Kuala Lumpur,2 May 2025
17463,Ali Masood,EST,10,0,15,1,0,66.66,2,Malta,Marsa,6 May 2025
17464,M Taniyama,JPN,10,0,9,0,0,111.11,1,Cook Islands,Sano,9 May 2025
17465,L Denny,COK,10,0,17,0,0,58.82,2,Japan,Sano,14 May 2025
17466,P Pustoslemsek,SVN,10,0,12,2,0,83.33,2,Austria,Latschach,17 May 2025
17467,Mansoor Safi,AUT,10,0,6,2,0,166.66,1,Slovenia,Latschach,17 May 2025
17468,Tanzid Hasan,BAN,10,0,9,1,1,111.11,1,U.A.E.,Sharjah,17 May 2025
17469,Awais Ikram,SVN,10,0,11,1,0,90.9,1,Austria,Graz,18 May 2025
17470,H Khogiyani,AUT,10,0,7,1,1,142.85,1,Switzerland,Latschach,31 May 2025
17471,Faheem Nazir,SUI,10,0,5,2,0,200,2,Austria,Latschach,1 Jun 2025
17472,D Johnson,SUI,10,0,9,0,0,111.11,2,Austria,Latschach,1 Jun 2025
17473,KD Abeyrathna,NOR,10,0,9,0,0,111.11,1,Austria,Vinor,9 Jun 2025
17474,Qamar Mushtaque,NOR,10,0,14,0,0,71.42,1,Austria,Vinor,9 Jun 2025
17475,Sher Sahak,NOR,10,0,8,0,0,125,1,Czech Rep.,Vinor,10 Jun 2025
17476,Ahmad Ramdoni,INA,10,0,7,0,1,142.85,1,Cambodia,Bali,12 Jun 2025
17477,E Beukes,CAM,10,0,13,0,0,76.92,1,Indonesia,Bali,14 Jun 2025
17478,S Godara,CAM,10,0,9,1,1,111.11,1,Indonesia,Bali,14 Jun 2025
17479,Akhil Arjunan,FIN,10,0,15,1,0,66.66,1,Norway,Ishoj,14 Jun 2025
17480,Khalid Zahid,SWE,10,0,11,0,1,90.9,2,Denmark,Koge,14 Jun 2025
17481,A Mundra,SWE,10,0,9,1,1,111.11,1,Finland,Ishoj,14 Jun 2025
17482,AA Rahayu,INA,10,0,28,1,0,35.71,1,Cambodia,Bali,15 Jun 2025
17483,KD Abeyrathna,NOR,10,0,16,0,0,62.5,2,Sweden,Ishoj,15 Jun 2025
17484,NRJ Croes,NED,10,0,8,1,0,125,2,Scotland,Glasgow,15 Jun 2025
17485,TS Fray,BER,10,0,10,0,1,100,2,Canada,King City (NW),15 Jun 2025
17486,DMW Rawlins,BER,10,0,13,1,0,76.92,2,Canada,King City (NW),15 Jun 2025
17487,JR Barry,BHM,10,0,14,1,0,71.42,1,Bermuda,King City (NW),16 Jun 2025
17488,B McMullen,SCOT,10,0,12,1,1,83.33,1,Nepal,Glasgow,17 Jun 2025
17489,K Thagunna,NEP,10,0,16,1,0,62.5,2,Scotland,Glasgow,17 Jun 2025
17490,FDW McCreath,SCOT,10,0,7,0,1,142.85,2,Netherlands,Glasgow,18 Jun 2025
17491,TS Fray,BER,10,0,16,1,0,62.5,2,Cayman,King City (NW),18 Jun 2025
17492,OGL Bascome,BER,10,0,5,0,1,200,1,Bahamas,King City (NW),19 Jun 2025
17493,Idrees Ul Haque,SUI,10,0,8,2,0,125,1,Luxembourg,Walferdange,21 Jun 2025
17494,JR Barry,BHM,10,0,25,1,0,40,1,Canada,King City (NW),21 Jun 2025
17495,Muhammad Siddiqui,SVN,10,0,12,1,0,83.33,1,Hungary,Szodliget,22 Jun 2025
17496,Karanbir Singh,AUT,10,0,12,2,0,83.33,1,Romania,Ilfov County,26 Jun 2025
17497,Usman Khan,Fran,10,0,10,2,0,100,2,Belgium,Ilfov County,27 Jun 2025
17498,Abbas Ghani,HUN,10,0,6,2,0,166.66,1,Romania,Ilfov County,27 Jun 2025
17499,Ali Nawaz,HUN,10,0,10,1,0,100,1,Romania,Ilfov County,27 Jun 2025
17500,Aqib Iqbal,AUT,10,0,9,0,1,111.11,2,Belgium,Ilfov County,28 Jun 2025
17501,Taranjeet Singh,ROM,10,0,6,2,0,166.66,2,Belgium,Ilfov County,29 Jun 2025
17502,Shaik Basha,TAN,10,0,7,2,0,142.85,1,Malawi,Blantyre,6 Jul 2025
17503,C Chete,MWI,10,0,9,1,0,111.11,2,Tanzania,Blantyre,6 Jul 2025
17504,Muslim Yar,GER,10,0,14,1,0,71.42,2,Bahrain,Blantyre,6 Jul 2025
17505,Anjar Tadarus,INA,10,0,15,1,0,66.66,1,Philippines,Bali,7 Jul 2025
17506,IDA Damarell,GUE,10,0,3,1,1,333.33,2,Jersey,The Hague,8 Jul 2025
17507,BAD Manenti,ITA,10,0,12,1,0,83.33,1,Scotland,The Hague,9 Jul 2025
