,Player_Name,Country,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
17508,S Kharvi,INA,10,0,9,0,1,111.11,1,Philippines,Bali,10 Jul 2025
17509,A Augastin,TAN,10,0,6,1,1,166.66,1,Bahrain,Blantyre,10 Jul 2025
17510,Towhid Hridoy,BAN,10,0,13,0,0,76.92,1,Sri Lanka,Pallekele,10 Jul 2025
17511,HG Munsey,SCOT,10,0,8,1,0,125,1,Jersey,The Hague,11 Jul 2025
17512,IK Gamantika,INA,10,0,10,0,1,100,1,South Korea,Bali,12 Jul 2025
17513,GD Arta,INA,10,0,9,0,1,111.11,1,Philippines,Bali,13 Jul 2025
17514,JA Fitzgerald,GIBR,10,0,8,0,1,125,1,Bulgaria,Sofia,13 Jul 2025
17515,O Manishimwe,RWN,10,0,11,2,0,90.9,1,Bahrain,Rwanda,18 Jul 2025
17516,D Kansonkho,MWI,10,0,21,0,0,47.61,1,Bahrain,Rwanda,19 Jul 2025
17517,Nizakat Khan,HKG,10,0,7,1,1,142.85,1,Singapore,Singapore,20 Jul 2025
17518,Kalhan Challu,HKG,10,0,8,1,0,125,1,Singapore,Singapore,20 Jul 2025
17519,DM Nakrani,UGA,10,0,8,1,0,125,1,Nigeria,Entebbe,22 Jul 2025
17520,RA Herman,SA,10,0,12,2,0,83.33,1,New Zealand,Harare,22 Jul 2025
17521,MS Chapman,NZ,10,0,9,1,0,111.11,2,South Africa,Harare,22 Jul 2025
17522,I Mugisha,RWN,10,0,6,0,1,166.66,2,Bahrain,Rwanda,22 Jul 2025
17523,SJ Cotter,Samoa,10,0,11,2,0,90.9,1,Hong Kong,Singapore,23 Jul 2025
17524,Muhammad Amir,MAS,10,0,9,1,0,111.11,1,Singapore,Singapore,23 Jul 2025
17525,S Gill,KENYA,10,0,10,0,0,100,1,U.A.E.,Entebbe,23 Jul 2025
17526,Kazim Somani,MWI,10,0,10,1,0,100,2,Bahrain,Rwanda,23 Jul 2025
17527,TB Robinson,NZ,10,0,9,0,1,111.11,1,Zimbabwe,Harare,24 Jul 2025
17528,Mohammad Naim,BAN,10,0,17,0,0,58.82,2,Pakistan,Mirpur,24 Jul 2025
17529,Mehidy Hasan Miraz,BAN,10,0,8,2,0,125,2,Pakistan,Mirpur,24 Jul 2025
17530,C Rubagumya,RWN,10,0,22,1,0,45.45,2,Bahrain,Rwanda,25 Jul 2025
17531,Kamal Soukhiya,LUX,10,0,12,1,0,83.33,2,Hungary,Szodliget,25 Jul 2025
17532,Baseer Khan,AUT,10,0,14,0,0,71.42,2,Hungary,Szodliget,26 Jul 2025
17533,GF Linde,SA,10,0,10,1,0,100,2,New Zealand,Harare,26 Jul 2025
17534,Faraaz Mehti Abbas,FIN,10,0,15,0,0,66.66,1,Estonia,Tallinn,26 Jul 2025
17535,SD Hope,WI,10,0,9,2,0,111.11,1,Australia,Basseterre,26 Jul 2025
17536,Amar Naeem,AUT,10,0,12,2,0,83.33,1,Romania,Szodliget,27 Jul 2025
17537,SG Mangela,UGA,10,0,19,0,0,52.63,1,U.A.E.,Entebbe,27 Jul 2025
17538,SY Nihute,MWI,10,0,19,0,0,52.63,2,Bahrain,Rwanda,27 Jul 2025
17539,VS Padhaal,FIN,10,0,12,2,0,83.33,2,Estonia,Tallinn,27 Jul 2025
17540,JP Inglis,AUS,10,0,5,2,0,200,2,West Indies,Basseterre,28 Jul 2025
17541,Arslan Amjad,EST,10,0,8,0,1,125,2,Switzerland,Tallinn,3 Aug 2025
17542,A Johnmary,Fran,10,0,8,2,0,125,2,Sweden,Stockholm,10 Aug 2025
17543,K Rabada,SA,10,0,6,0,1,166.66,2,Australia,Darwin,10 Aug 2025
17544,M Shahbaz Butt,NOR,10,0,14,1,0,71.42,1,Austria,Stockholm,10 Aug 2025
17545,LG Pretorius,SA,10,0,10,0,1,100,1,Australia,Darwin,12 Aug 2025
17546,Zeeshan Kukikhel,HUN,10,0,7,2,0,142.85,2,Sweden,Oslo,17 Aug 2025
17547,JM Polarouthu,HUN,10,0,16,1,0,62.5,2,Sweden,Oslo,17 Aug 2025
17548,Zahir Mohammed,HUN,10,0,14,0,0,71.42,2,Sweden,Oslo,17 Aug 2025
17549,V Ravindran,HUN,10,0,7,1,0,142.85,2,Norway,Oslo,17 Aug 2025
17550,Ali Nawaz,HUN,10,0,13,1,0,76.92,2,Norway,Oslo,17 Aug 2025
17551,Walid Sahibzada,BEL,10,0,8,2,0,125,1,Austria,Latschach,24 Aug 2025
17552,Mutte Ikram,HUN,10,0,25,0,0,40,1,Serbia,Szodliget,29 Aug 2025
17553,A Razmilic,CRT,10,0,16,0,0,62.5,2,Serbia,Szodliget,30 Aug 2025
17554,AG Weligamage,HUN,10,0,8,0,1,125,1,Serbia,Szodliget,30 Aug 2025
17555,AG Weligamage,HUN,10,0,10,0,1,100,1,Serbia,Szodliget,31 Aug 2025
17556,Darwish Rasooli,AFG,10,0,7,1,0,142.85,1,U.A.E.,Sharjah,1 Sep 2025
17557,MA Algi,MOZ,10,0,10,2,0,100,2,Eswatini,Malkerns,12 Sep 2025
17558,Shakeel Ahmed,OMA,10,0,23,0,1,43.47,2,Pakistan,Dubai (DICS),12 Sep 2025
17559,Adil Butt,SWZ,10,0,5,1,1,200,1,Mozambique,Malkerns,14 Sep 2025
17560,Kamrul Hasan,SWZ,10,0,12,2,0,83.33,1,Mozambique,Malkerns,14 Sep 2025
17561,Sufiyan Muqeem,PAK,10,0,6,2,0,166.66,1,India,Dubai (DICS),14 Sep 2025
17562,Shubman Gill,IND,10,0,7,2,0,142.85,2,Pakistan,Dubai (DICS),14 Sep 2025
17563,T Munyonga,ZIM,10,0,7,2,0,142.85,2,Namibia,Bulawayo,16 Sep 2025
17564,T Marumani,ZIM,10,0,3,1,1,333.33,2,Namibia,Bulawayo,18 Sep 2025
17565,Hussain Talat,PAK,10,0,11,0,0,90.9,1,India,Dubai (DICS),21 Sep 2025
17566,Tanzim Hasan Sakib,BAN,10,0,11,1,0,90.9,2,Pakistan,Dubai (DICS),25 Sep 2025
17567,M Kasselman,BOT,10,0,16,0,0,62.5,1,Tanzania,Harare,26 Sep 2025
17568,T Marumani,ZIM,10,0,9,2,0,111.11,1,Botswana,Harare,28 Sep 2025
17569,Ali Zaheer,KUW,10,0,12,0,0,83.33,1,Oman,Al Amerat,30 Sep 2025
17570,Gulsan Jha,NEP,10,0,12,0,1,83.33,1,West Indies,Sharjah,30 Sep 2025
17571,JN Loftie-Eaton,NAM,10,0,7,0,1,142.85,1,Tanzania,Harare,2 Oct 2025
17572,Sikandar Raza,ZIM,10,0,18,0,0,55.55,2,Kenya,Harare,2 Oct 2025
17573,Sediqullah Atal,AFG,10,0,12,1,0,83.33,1,Bangladesh,Sharjah,2 Oct 2025
17574,Nasum Ahmed,BAN,10,0,11,0,1,90.9,2,Afghanistan,Sharjah,3 Oct 2025
17575,Jaker Ali,BAN,10,0,11,1,0,90.9,2,Afghanistan,Sharjah,5 Oct 2025
17576,SM Nash,Samoa,10,0,18,1,0,55.55,1,Oman,Al Amerat,8 Oct 2025
17577,A Vala,PNG,10,0,15,0,0,66.66,2,Oman,Al Amerat,10 Oct 2025
17578,Muhammad Tanveer,QAT,10,0,15,0,0,66.66,2,Oman,Al Amerat,12 Oct 2025
17579,MM Baig,QAT,10,0,10,0,1,100,2,Oman,Al Amerat,12 Oct 2025
17580,Ikramullah Khan,QAT,10,0,7,1,0,142.85,2,Oman,Al Amerat,12 Oct 2025
17581,Kushal Malla,NEP,10,0,11,0,0,90.9,1,U.A.E.,Al Amerat,12 Oct 2025
17582,Esam Rahman,JPN,10,0,11,1,0,90.9,1,Samoa,Al Amerat,12 Oct 2025
17583,Muhammad Asim,QAT,10,0,5,0,1,200,2,Nepal,Al Amerat,13 Oct 2025
17584,L Yamamoto-Lake,JPN,10,0,10,0,1,100,1,Qatar,Al Amerat,15 Oct 2025
17585,SM Solia,Samoa,10,0,4,1,1,250,2,U.A.E.,Al Amerat,15 Oct 2025
17586,Abhishek Anand,JPN,10,0,16,1,0,62.5,1,U.A.E.,Al Amerat,16 Oct 2025
17587,K Kadowaki-Fleming,JPN,10,0,8,1,1,125,1,Oman,Al Amerat,17 Oct 2025
17588,Aqib Iqbal,AUT,10,0,13,1,0,76.92,1,Romania,Ilfov County,18 Oct 2025
17589,Taskin Ahmed,BAN,10,0,8,0,1,125,2,West Indies,Chattogram,27 Oct 2025
17590,D Ferreira,SA,10,0,12,1,0,83.33,1,Pakistan,Rawalpindi,28 Oct 2025
17591,AUKDS Kalugala,CYP,10,0,4,2,0,250,1,Serbia,Episkopi,31 Oct 2025
17592,M Sarenac,SRB,10,0,10,1,0,100,2,Cyprus,Episkopi,31 Oct 2025
17593,RP Burl,ZIM,10,0,15,0,0,66.66,1,Afghanistan,Harare,31 Oct 2025
17594,Isa Zaroo,BUL,10,0,12,1,0,83.33,2,Serbia,Episkopi,1 Nov 2025
17595,Shahidullah,AFG,10,0,8,1,0,125,1,Zimbabwe,Harare,2 Nov 2025
17596,JR Philippe,AUS,10,0,10,1,0,100,2,India,Carrara,6 Nov 2025
17597,Yahya Suhail,TLS,10,0,39,1,0,25.64,1,Indonesia,Bali,8 Nov 2025
17598,Raihan Hossain,TLS,10,0,27,0,0,37.03,1,Indonesia,Bali,8 Nov 2025
17599,Swann Htet Ko Ko,MYAN,10,0,8,1,1,125,2,Indonesia,Bali,8 Nov 2025
17600,Swann Htet Ko Ko,MYAN,10,0,10,0,1,100,1,Indonesia,Bali,11 Nov 2025
17601,Khin Aye,MYAN,10,0,20,0,0,50,1,Timor-Leste,Bali,12 Nov 2025
17602,Thuya Aung,MYAN,10,0,9,2,0,111.11,1,Indonesia,Bali,13 Nov 2025
17603,Ikramullah Khan,QAT,10,0,6,1,0,166.66,2,Hong Kong,Doha,13 Nov 2025
17604,T Marumani,ZIM,10,0,6,2,0,166.66,1,Sri Lanka,Rawalpindi,20 Nov 2025
17605,LH Rodrigues,BRA,10,0,9,1,0,111.11,2,Argentina,Buenos Aires,30 Nov 2025
17606,GJ Delany,IRE,10,0,12,0,0,83.33,1,Bangladesh,Chattogram,2 Dec 2025
17607,D Ndikubwimana,RWN,10,0,13,1,0,76.92,2,Sierra Leone,Abuja,4 Dec 2025
17608,R Coker,SLE,10,0,13,1,0,76.92,1,Nigeria,Abuja,7 Dec 2025
17609,Jaikumar Thakur,CRT,10,0,15,1,0,66.66,1,Spain,Cartagena,7 Dec 2025
17610,N Chejay,BHU,10,0,19,1,0,52.63,1,Bahrain,Gelephu,8 Dec 2025
17611,Namgay Thinley,BHU,10,0,11,1,0,90.9,2,Bahrain,Gelephu,9 Dec 2025
17612,J Tuffin,PHI,10,0,12,1,0,83.33,2,Malaysia,Bangkok,9 Dec 2025
17613,E Rukiriza,RWN,10,0,8,0,1,125,1,Nigeria,Abuja,9 Dec 2025
17614,C Chatphaisan,THA,10,0,10,1,0,100,2,Singapore,Bangkok,11 Dec 2025
17615,J Bangura,SLE,10,0,12,1,0,83.33,2,Nigeria,Abuja,11 Dec 2025
17616,C Chatphaisan,THA,10,0,10,2,0,100,1,Malaysia,Bangkok,12 Dec 2025
17617,C Pengkumta,THA,10,0,11,1,0,90.9,1,Malaysia,Bangkok,12 Dec 2025
17618,Mohmedazim Abbasbhai,Zamb,10,0,14,1,0,71.42,2,Nigeria,Abuja,12 Dec 2025
17619,Fiaz Ahmed,BHR,10,0,11,1,0,90.9,2,Bhutan,Gelephu,13 Dec 2025
17620,NA Karnik,SGP,10,0,17,0,0,58.82,1,Malaysia,Bangkok,13 Dec 2025
17621,Vineet Shah,INA,10,0,13,0,0,76.92,1,Cambodia,Bali,23 Dec 2025
17622,Shah Abrar Hussain,CAM,10,0,10,0,1,100,2,Indonesia,Bali,25 Dec 2025
17623,T Jamtsho,BHU,10,0,12,1,0,83.33,1,Myanmar,Gelephu,26 Dec 2025
17624,Pyae Phyo Wai,MYAN,10,0,11,2,0,90.9,2,Bhutan,Gelephu,26 Dec 2025
17625,J Dzulfikar,INA,10,0,9,1,0,111.11,2,Cambodia,Bali,27 Dec 2025
17626,T Jamtsho,BHU,10,0,13,0,1,76.92,1,Myanmar,Gelephu,29 Dec 2025
17627,DM de Silva,SL,10,0,10,1,0,100,1,Pakistan,Dambulla,7 Jan 2026
17628,SV Samson,IND,10,0,7,2,0,142.85,1,New Zealand,Nagpur,21 Jan 2026
17629,KU Carty,WI,10,0,19,0,0,52.63,1,Afghanistan,Dubai (DICS),22 Jan 2026
17630,WL Madsen,ITA,10,0,12,1,0,83.33,1,Ireland,Dubai,23 Jan 2026
17631,MS Chapman,NZ,10,0,13,0,0,76.92,1,India,Raipur,23 Jan 2026
17632,HJ Manenti,ITA,10,0,13,0,0,76.92,2,Ireland,Dubai,26 Jan 2026
17633,Fakhar Zaman,PAK,10,0,16,1,0,62.5,1,Australia,Lahore,29 Jan 2026
17634,GR Adair,IRE,10,0,4,2,0,250,1,U.A.E.,Dubai (DICS),31 Jan 2026
17635,XC Bartlett,AUS,10,0,9,0,1,111.11,2,Pakistan,Lahore,31 Jan 2026
17636,Fakhar Zaman,PAK,10,0,7,2,0,142.85,1,Australia,Lahore,1 Feb 2026
17637,Ibrahim Zadran,AFG,10,0,12,1,0,83.33,1,New Zealand,Chennai,8 Feb 2026
17638,Aarif Sheikh,NEP,10,0,8,0,1,125,2,England,Wankhede,8 Feb 2026
17639,DN Wellalage,SL,10,0,13,0,0,76.92,1,Ireland,Colombo (RPS),8 Feb 2026
17640,MR Adair,IRE,10,0,6,1,0,166.66,2,Sri Lanka,Colombo (RPS),8 Feb 2026
17641,RE van der Merwe,NED,10,0,11,0,0,90.9,2,U.S.A.,Chennai,13 Feb 2026
17642,Sufyan Mehmood,OMA,10,0,11,1,0,90.9,2,Ireland,Colombo (SSC),14 Feb 2026
17643,Faheem Ashraf,PAK,10,0,14,1,0,71.42,2,India,Colombo (RPS),15 Feb 2026
17644,Muhammad Waseem,UAE,10,0,6,2,0,166.66,1,Afghanistan,Delhi,16 Feb 2026
17645,NS Dhaliwal,CAN,10,0,7,0,1,142.85,1,New Zealand,Chennai,17 Feb 2026
17646,RD Berrington,SCOT,10,0,6,0,1,166.66,1,Nepal,Wankhede,17 Feb 2026
17647,NR Kirton,CAN,10,0,12,2,0,83.33,2,Afghanistan,Chennai,19 Feb 2026
17648,DN Wellalage,SL,10,0,10,2,0,100,2,England,Pallekele,22 Feb 2026
17649,P Rathnayake,SL,10,0,18,0,0,55.55,2,New Zealand,Colombo (RPS),25 Feb 2026
17650,C Chatphaisan,THA,10,0,12,0,1,83.33,1,Bhutan,Bangkok,26 Feb 2026
17651,A Shukla,HKG,10,0,5,1,1,200,1,Kuwait,Mong Kok,26 Feb 2026
17652,T Jamtsho,BHU,10,0,8,0,1,125,1,Thailand,Bangkok,28 Feb 2026
17653,GK Ghalley,BHU,10,0,15,1,0,66.66,1,Thailand,Bangkok,28 Feb 2026
17654,Fiaz Ahmed,BHR,10,0,19,0,0,52.63,2,Japan,Bangkok,28 Feb 2026
17655,Abhishek Sharma,IND,10,0,11,2,0,90.9,2,West Indies,Eden Gardens,1 Mar 2026
17656,Ishan Kishan,IND,10,0,6,2,0,166.66,2,West Indies,Eden Gardens,1 Mar 2026
17657,Q de Kock,SA,10,0,8,1,1,125,1,New Zealand,Eden Gardens,4 Mar 2026
17658,KA Pollard,WI,9,1,4,2,0,225,1,England,Bridgetown,26 Jan 2022
17659,LJ Tucker,IRE,9,1,8,0,0,112.5,2,Germany,Al Amerat,21 Feb 2022
17660,Rohan Mustafa,UAE,9,1,5,0,1,180,1,Nepal,Al Amerat,22 Feb 2022
17661,Simi Singh,IRE,9,1,6,0,0,150,1,Oman,Al Amerat,22 Feb 2022
17662,Darwish Rasooli,AFG,9,1,8,0,1,112.5,2,Bangladesh,Mirpur,5 Mar 2022
17663,Ainool Hafizs,MAS,9,1,11,0,0,81.81,1,Nepal,Kirtipur,30 Mar 2022
17664,AF Ifill,CAY,9,1,12,0,0,75,2,Bahamas,George Town,16 Apr 2022
17665,SA Mohandas,HUN,9,1,5,0,0,180,1,Bulgaria,Marsa,11 May 2022
17666,HV Mandhyan,HUN,9,1,8,0,1,112.5,2,Romania,Marsa,12 May 2022
17667,ZE Green,NAM,9,1,9,1,0,100,2,Zimbabwe,Bulawayo,22 May 2022
17668,JA Richardson,AUS,9,1,20,0,0,45,2,Sri Lanka,Colombo (RPS),8 Jun 2022
17669,J Trembeath-Moro,ESP,9,1,4,0,1,225,2,Malta,Waterloo,28 Jun 2022
17670,Mohammad Kamran,ESP,9,1,11,1,0,81.81,2,Portugal,Gent,1 Jul 2022
17671,S Muniandy,MAS,9,1,4,1,0,225,1,Bhutan,Bangi,2 Jul 2022
17672,Manoj Adhikari,BHU,9,1,29,0,0,31.03,2,Malaysia,Bangi,2 Jul 2022
17673,Sheraz Sheikh,BEL,9,1,11,0,0,81.81,2,Spain,Waterloo,4 Jul 2022
17674,N Wijesekera,AUT,9,1,3,1,0,300,2,Luxembourg,Vinor,8 Jul 2022
17675,S Vashisht,ROM,9,1,10,0,0,90,2,Cyprus,Vantaa,13 Jul 2022
17676,Baljit Singh,ITA,9,1,7,1,0,128.57,1,Sweden,Vantaa,15 Jul 2022
17677,Qamar Mushtaque,NOR,9,1,6,1,0,150,1,Czech Rep.,Vantaa,25 Jul 2022
17678,R Dhiman,BUL,9,1,6,1,0,150,2,Slovenia,Vantaa,27 Jul 2022
17679,OB Nightingale,GUE,9,1,6,1,0,150,2,Slovenia,Kerava,28 Jul 2022
17680,JDS Neesham,NZ,9,1,9,1,0,100,1,West Indies,Kingston,12 Aug 2022
17681,Imran Anwar,BHR,9,1,4,2,0,225,2,Kuwait,Al Amerat,13 Aug 2022
17682,HT Tector,IRE,9,1,5,1,0,180,2,Afghanistan,Belfast,17 Aug 2022
17683,YI Patel,KUW,9,1,7,0,1,128.57,2,U.A.E.,Al Amerat,21 Aug 2022
17684,M Beitaki,Fiji,9,1,6,0,1,150,2,Samoa,Port vila,11 Sep 2022
17685,AR Ramjani,UGA,9,1,9,0,0,100,2,Botswana,Benoni,15 Sep 2022
17686,IKEG Artawan,INA,9,1,6,0,1,150,2,Japan,Sano,9 Oct 2022
17687,KS Williamson,NZ,9,1,9,0,0,100,2,Pakistan,Christchurch,11 Oct 2022
17688,Mosaddek Hossain,BAN,9,1,10,0,0,90,2,New Zealand,Christchurch,12 Oct 2022
17689,Iqbal Mudassir,SKOR,9,1,14,1,0,64.28,2,Indonesia,Sano,15 Oct 2022
17690,Lee Kangmin,SKOR,9,1,8,1,0,112.5,2,Japan,Sano,15 Oct 2022
17691,Ahmad Ramdoni,INA,9,1,7,1,0,128.57,2,South Korea,Sano,18 Oct 2022
17692,RP Burl,ZIM,9,1,5,1,0,180,2,Scotland,Hobart,21 Oct 2022
17693,Mustafizur Rahman,BAN,9,1,3,0,1,300,2,South Africa,Sydney,27 Oct 2022
17694,AM Kimote,TAN,9,1,8,1,0,112.5,1,Rwanda,Dar-es-Salaam,4 Nov 2022
17695,K Rabada,SA,9,1,8,0,0,112.5,2,Netherlands,Adelaide,6 Nov 2022
17696,A Kapoor,CAN,9,1,4,1,0,225,1,Saudi Arabia,Al Amerat,15 Nov 2022
17697,SO Ngoche,KENYA,9,1,5,1,0,180,1,Malawi,Rwanda,18 Nov 2022
17698,Samir Patel,LES,9,1,3,1,0,300,2,Seychelles,Kigali,20 Nov 2022
17699,Rizwan Butt,BHR,9,1,8,1,0,112.5,1,Saudi Arabia,Al Amerat,20 Nov 2022
17700,DJ Hooda,IND,9,1,9,0,0,100,2,New Zealand,Napier,22 Nov 2022
17701,JJ Huo,MOZ,9,1,7,1,0,128.57,2,Eswatini,Kigali,2 Dec 2022
17702,A Shreshta,NGA,9,1,14,0,0,64.28,2,Cameroon,Rwanda,5 Dec 2022
17703,Andre Jarju,GMB,9,1,15,0,0,60,2,Ghana,Rwanda,8 Dec 2022
17704,Janak Prakash,SGP,9,1,7,1,0,128.57,1,Qatar,Bangi,23 Dec 2022
17705,CAK Rajitha,SL,9,1,4,2,0,225,2,India,Rajkot,7 Jan 2023
17706,F Hand,IRE,9,1,4,2,0,225,1,Zimbabwe,Harare,12 Jan 2023
17707,CP Rizwan,UAE,9,1,14,1,0,64.28,2,Afghanistan,Abu Dhabi,18 Feb 2023
17708,F Clarke,IOM,9,1,7,0,1,128.57,1,Spain,Cartagena,25 Feb 2023
17709,LA Burns,ESP,9,1,7,1,0,128.57,2,Isle of Man,Cartagena,26 Feb 2023
17710,TS Fray,BER,9,1,6,2,0,150,2,Bahamas,Buenos Aires,4 Mar 2023
17711,G Mangau,VAN,9,1,6,2,0,150,1,Samoa,Suva,13 Mar 2023
17712,M Tuilaepa,Samoa,9,1,5,2,0,180,2,Vanuatu,Suva,13 Mar 2023
17713,Mohammad Wasim,1,9,1,4,0,1,225,1,Afghanistan,Sharjah,27 Mar 2023
17714,IKA Pastika,INA,9,1,6,0,0,150,1,Thailand,Phnom Penh,1 May 2023
17715,Muhamad Syahadat,MAS,9,1,11,1,0,81.81,2,Cambodia,Phnom Penh,11 May 2023
17716,Vinay Ravi,NOR,9,1,2,0,1,450,1,Sweden,Glostrup,18 May 2023
17717,Raaz Mohammad,FIN,9,1,9,1,0,100,1,Denmark,Brondby,19 May 2023
17718,BA Sambo,MOZ,9,1,14,1,0,64.28,1,Malawi,Benoni,28 May 2023
17719,SA Mohandas,HUN,9,1,6,1,0,150,2,Czech Rep.,Vinor,11 Jun 2023
17720,RG Mukasa,UGA,9,1,10,1,0,90,2,Kenya,Nairobi (Gym),18 Jun 2023
17721,D Mullen,GUE,9,1,9,0,0,100,1,Jersey,St Martin,8 Jul 2023
17722,Waseem Abbas,MLT,9,1,3,0,1,300,1,Luxembourg,Marsa,11 Jul 2023
17723,SH Obed,VAN,9,1,9,1,0,100,1,P.N.G.,Port Moresby,22 Jul 2023
17724,GH Dockrell,IRE,9,1,3,0,1,300,1,Austria,Edinburgh,23 Jul 2023
17725,CJA Amini,PNG,9,1,7,0,1,128.57,1,Vanuatu,Port Moresby,26 Jul 2023
17726,Yadwinder Singh,HUN,9,1,13,1,0,69.23,2,Croatia,Szodliget,6 Aug 2023
17727,E Niyomugabo,RWN,9,1,4,1,0,225,1,Uganda,Rwanda,28 Aug 2023
17728,KA Maharaj,SA,9,1,7,0,1,128.57,1,Australia,Durban,3 Sep 2023
17729,TE Sumiya,MNG,9,1,15,1,0,60,1,Maldives,Hangzhou,28 Sep 2023
17730,Ehsan Khan,HKG,9,1,11,1,0,81.81,2,Japan,Hangzhou,1 Oct 2023
17731,DL Brangman,BER,9,1,8,0,0,112.5,1,Cayman,Hamilton,3 Oct 2023
17732,Umair Sharif,KSA,9,1,3,2,0,300,2,Qatar,Doha,4 Oct 2023
17733,S Conteh,SLE,9,1,7,1,0,128.57,1,Ghana,Lagos,4 Oct 2023
17734,L Lamin,SLE,9,1,15,0,0,60,2,Ghana,Lagos,15 Oct 2023
17735,F Nsubuga,UGA,9,1,17,0,0,52.94,1,Namibia,Windhoek,24 Nov 2023
17736,W Madhevere,ZIM,9,1,8,1,0,112.5,1,Uganda,Windhoek,26 Nov 2023
17737,RP Burl,ZIM,9,1,9,1,0,100,2,Nigeria,Windhoek,29 Nov 2023
17738,RP Burl,ZIM,9,1,8,1,0,112.5,1,Kenya,Windhoek,30 Nov 2023
17739,N Ndouteng,CAM,9,1,14,1,0,64.28,1,Kenya,Benoni,6 Dec 2023
17740,SO Ngoche,KENYA,9,1,3,0,1,300,2,Ghana,Benoni,13 Dec 2023
17741,AA Navicha,MOZ,9,1,8,1,0,112.5,1,Malawi,Benoni,14 Dec 2023
17742,K Irakoze,RWN,9,1,14,0,0,64.28,2,Malawi,Benoni,16 Dec 2023
17743,GR Russ,PHI,9,1,17,1,0,52.94,2,Indonesia,Bali,26 Dec 2023
17744,GD Phillips,NZ,9,1,14,0,0,64.28,1,Bangladesh,Mount Maunganui,29 Dec 2023
17745,Karim Janat,AFG,9,1,5,2,0,180,1,India,Mohali,11 Jan 2024
17746,RK Singh,IND,9,1,9,1,0,100,2,Afghanistan,Indore,14 Jan 2024
17747,W Miyauchi,JPN,9,1,7,1,0,128.57,1,Thailand,Bangkok,2 Feb 2024
17748,GD Arta,INA,9,1,4,0,1,225,1,Thailand,Bangkok,7 Feb 2024
17749,E Beukes,CAM,9,1,6,0,1,150,2,Singapore,Bangkok,9 Feb 2024
17750,Ehsan Nawaz,HKG,9,1,4,2,0,225,1,Qatar,Doha,27 Feb 2024
17751,Amir Farooq,QAT,9,1,5,0,1,180,2,Hong Kong,Doha,27 Feb 2024
17752,W Wotu,VAN,9,1,4,2,0,225,1,Tanzania,Kuala Lumpur,5 Mar 2024
17753,MH Cross,SCOT,9,1,9,0,0,100,1,U.A.E.,Dubai (DICS),11 Mar 2024
17754,S Vijay Unni,MAS,9,1,10,0,0,90,2,P.N.G.,Kuala Lumpur,16 Mar 2024
17755,J Kariko,PNG,9,1,7,0,1,128.57,2,Malaysia,Kuala Lumpur,17 Mar 2024
17756,B Masaba,UGA,9,1,6,0,1,150,1,Kenya,Accra,17 Mar 2024
17757,DO Leicher,NAM,9,1,8,0,1,112.5,2,Tanzania,Accra,20 Mar 2024
17758,Rafiullah,OMA,9,1,5,0,1,180,1,Bahrain,Al Amerat,12 Apr 2024
17759,PS Bais,Mex,9,1,18,0,0,50,1,Costa Rica,Guacima,12 Apr 2024
17760,Usman Patel,KUW,9,1,4,2,0,225,2,Cambodia,Al Amerat,13 Apr 2024
17761,Utkarsh Jain,CAM,9,1,12,0,0,75,1,U.A.E.,Al Amerat,17 Apr 2024
17762,Mahmudullah,BAN,9,1,4,2,0,225,1,Zimbabwe,Chattogram,7 May 2024
17763,B Muzarabani,ZIM,9,1,4,2,0,225,2,Bangladesh,Chattogram,7 May 2024
17764,D Suzuki,JPN,9,1,4,2,0,225,1,Mongolia,Sano,11 May 2024
17765,B Arora,MLT,9,1,8,1,0,112.5,1,Belgium,Dreux,11 May 2024
17766,Jaker Ali,BAN,9,1,5,2,0,180,1,U.S.A.,Prairie View,21 May 2024
17767,CN Greaves,SCOT,9,1,12,0,0,75,1,Ireland,The Hague,23 May 2024
17768,BC Fortuin,SA,9,1,12,1,0,75,2,West Indies,Kingston,25 May 2024
17769,D Wiese,NAM,9,1,8,0,1,112.5,2,Oman,Bridgetown,2 Jun 2024
17770,S Kushretha,LUX,9,1,20,0,0,45,2,Italy,Spinaceto,9 Jun 2024
17771,D Heyliger,CAN,9,1,11,1,0,81.81,1,Pakistan,New York,11 Jun 2024
17772,Usman Khan,Fran,9,1,7,1,0,128.57,1,Luxembourg,Rome,13 Jun 2024
17773,CN Greaves,SCOT,9,1,10,0,0,90,1,Australia,Gros Islet,15 Jun 2024
17774,R Siriwardena,CYP,9,1,6,1,0,150,2,Estonia,Episkopi,19 Jun 2024
17775,RA Jadeja,IND,9,1,5,0,1,180,1,Australia,Gros Islet,24 Jun 2024
17776,K Mirpuri,GIBR,9,1,14,0,0,64.28,2,Germany,Krefeld,8 Jul 2024
17777,V Pulibanti,CRT,9,1,16,1,0,56.25,2,Spain,Zagreb,4 Aug 2024
17778,Delawar Khan,DEN,9,1,3,1,0,300,1,Czech Rep.,Castel,21 Aug 2024
17779,MTMMJ Ave,COK,9,1,13,1,0,69.23,2,Samoa,Apia (No 2),23 Aug 2024
17780,D Heyliger,CAN,9,1,4,0,1,225,1,U.S.A.,Utrecht,24 Aug 2024
17781,Huzaif Yousuf,BUL,9,1,6,1,0,150,2,Malta,Castel,25 Aug 2024
17782,R Shepherd,WI,9,1,6,0,1,150,1,South Africa,Tarouba,25 Aug 2024
