,Player,Matches,Innings,Not_Out,Runs,Highest_Score,Average,Balls_Faced,SR,Hundreds,Fifties,Zeros,Fours,Sixes,Player_Name,Country
973,S Dube (IND),2,2,0,24,22,12,21,114.28,0,0,0,1,1,S Dube,IND
974,S Gulecha (SGP),2,2,0,24,23,12,30,80,0,0,0,1,2,S Gulecha,SGP
975,C Hartmann (IOM),2,2,0,24,24,12,30,80,0,0,1,4,0,C Hartmann,IOM
976,Haseebullah Khan (PAK),2,2,0,24,24,12,22,109.09,0,0,1,3,0,Haseebullah Khan,PAK
977,JM Polarouthu (HUN),2,2,1,24,22*,24,23,104.34,0,0,0,0,1,JM Polarouthu,HUN
978,Aslam Mohammad (GRC),2,2,0,23,14,11.5,30,76.66,0,0,0,2,0,Aslam Mohammad,GRC
979,SR Bhudia (KENYA),1,1,0,23,23,23,14,164.28,0,0,0,5,0,SR Bhudia,KENYA
980,MG Bracewell (NZ),1,1,0,23,23,23,21,109.52,0,0,0,2,1,MG Bracewell,NZ
981,AC Douglas (BER),1,1,0,23,23,23,16,143.75,0,0,0,2,2,AC Douglas,BER
982,NH Ekanayake (BHM),3,3,0,23,19,7.66,30,76.66,0,0,0,3,1,NH Ekanayake,BHM
983,I Kamara (SLE),4,4,1,23,16,7.66,44,52.27,0,0,0,2,0,I Kamara,SLE
984,G Manan (ROM),4,4,0,23,7,5.75,21,109.52,0,0,0,1,2,G Manan,ROM
985,ZE Matsinhe (MOZ),1,1,0,23,23,23,26,88.46,0,0,0,3,0,ZE Matsinhe,MOZ
986,GD Phillips (NZ),1,1,0,23,23,23,16,143.75,0,0,0,1,1,GD Phillips,NZ
987,Ravinderpal Singh (CAN),1,1,0,23,23,23,13,176.92,0,0,0,2,1,Ravinderpal Singh,CAN
988,Rohail Nazir (PAK),2,2,0,23,13,11.5,23,100,0,0,0,0,3,Rohail Nazir,PAK
989,D Sheeli (KUW),2,2,0,23,17,11.5,17,135.29,0,0,0,2,2,D Sheeli,KUW
990,Usman Arif (NOR),3,3,0,23,22,7.66,23,100,0,0,1,2,1,Usman Arif,NOR
991,Zeeshan Goraya (AUT),2,2,0,23,18,11.5,22,104.54,0,0,0,3,1,Zeeshan Goraya,AUT
992,Gulsan Jha (NEP),1,1,0,22,22,22,24,91.66,0,0,0,3,0,Gulsan Jha,NEP
993,Gurdeep Singh (KENYA),1,1,0,22,22,22,24,91.66,0,0,0,1,1,Gurdeep Singh,KENYA
994,V Hirlal (Sur),4,4,0,22,7,5.5,44,50,0,0,0,2,0,V Hirlal,Sur
995,Janak Prakash (SGP),1,1,0,22,22,22,12,183.33,0,0,0,1,1,Janak Prakash,SGP
996,M Kulfiwala (SWZ),3,3,0,22,21,7.33,21,104.76,0,0,1,4,0,M Kulfiwala,SWZ
997,S Loday (BHU),1,1,0,22,22,22,25,88,0,0,0,1,0,S Loday,BHU
998,Mohamed Azzam (MDV),3,3,0,22,14,7.33,31,70.96,0,0,0,1,1,Mohamed Azzam,MDV
999,Nazril Rahman (MAS),2,2,0,22,20,11,19,115.78,0,0,0,1,1,Nazril Rahman,MAS
1000,AM Rajpurohit (GMB),2,2,0,22,22,11,29,75.86,0,0,1,2,1,AM Rajpurohit,GMB
1001,SD Valjalo (CRT),3,3,0,22,14,7.33,30,73.33,0,0,0,2,0,SD Valjalo,CRT
1002,Aarif Sheikh (NEP),1,1,1,21,21*,0,27,77.77,0,0,0,1,0,Aarif Sheikh,NEP
1003,Abdul Hai Muhammad (BEL),3,3,0,21,21,7,14,150,0,0,2,2,2,Abdul Hai Muhammad,BEL
1004,JB Abega (CAM),4,4,0,21,11,5.25,44,47.72,0,0,0,0,0,JB Abega,CAM
1005,Alexandros Karvelas (GRC),2,2,0,21,11,10.5,27,77.77,0,0,0,2,0,Alexandros Karvelas,GRC
1006,Bilal Tahir (KUW),1,1,1,21,21*,0,12,175,0,0,0,1,2,Bilal Tahir,KUW
1007,A Davidson Soler (ESP),1,1,1,21,21*,0,11,190.9,0,0,0,0,1,A Davidson Soler,ESP
1008,E Hasahya (UGA),5,5,0,21,9,4.2,28,75,0,0,0,3,0,E Hasahya,UGA
1009,T Horpinitch (SEY),3,3,0,21,9,7,42,50,0,0,0,3,0,T Horpinitch,SEY
1010,KA Jadhav (CAM),3,3,0,21,12,7,48,43.75,0,0,0,2,0,KA Jadhav,CAM
1011,D Johnson (Falk),3,3,0,21,15,7,35,60,0,0,1,2,0,D Johnson,Falk
1012,Mohammad Bhaidu (Zamb),3,3,0,21,17,7,33,63.63,0,0,1,3,0,Mohammad Bhaidu,Zamb
1013,AR Patel (IND),1,1,0,21,21,21,21,100,0,0,0,1,1,AR Patel,IND
1014,R Sheshadri (SGP),3,3,1,21,15*,10.5,22,95.45,0,0,0,1,1,R Sheshadri,SGP
1015,MRJ Watt (SCOT),4,4,0,21,9,5.25,27,77.77,0,0,0,3,0,MRJ Watt,SCOT
1016,GPK Wijesingha (MDV),1,1,0,21,21,21,25,84,0,0,0,1,1,GPK Wijesingha,MDV
1017,Eric Phiri (SWZ),4,4,0,20,10,5,27,74.07,0,0,1,3,0,Eric Phiri,SWZ
1018,Ihsanullah (AFG),1,1,0,20,20,20,14,142.85,0,0,0,4,0,Ihsanullah,AFG
1019,TM Macalou (Mali),6,6,0,20,14,3.33,65,30.76,0,0,2,2,0,TM Macalou,Mali
1020,M Magagula (SWZ),1,1,0,20,20,20,25,80,0,0,0,3,0,M Magagula,SWZ
1021,MF Manjate (MOZ),3,3,0,20,12,6.66,40,50,0,0,1,3,0,MF Manjate,MOZ
1022,Mayank Nagayach (LUX),2,2,0,20,18,10,22,90.9,0,0,0,1,1,Mayank Nagayach,LUX
1023,OK Mohamed (CIV),5,5,0,20,10,4,59,33.89,0,0,1,2,0,OK Mohamed,CIV
1024,Noorkhan Ahmedi (SUI),1,1,0,20,20,20,11,181.81,0,0,0,2,1,Noorkhan Ahmedi,SUI
1025,N Salekar (THA),3,3,0,20,13,6.66,26,76.92,0,0,0,2,0,N Salekar,THA
1026,S Santhirakumaran (Fran),3,3,0,20,11,6.66,36,55.55,0,0,0,0,0,S Santhirakumaran,Fran
1027,Usman Patel (KUW),3,3,0,20,16,6.66,32,62.5,0,0,1,2,0,Usman Patel,KUW
1028,JM Vujnovich (CRT),3,3,0,20,20,6.66,46,43.47,0,0,2,1,0,JM Vujnovich,CRT
1029,S Wickramasekara (CZK-R),1,1,0,20,20,20,5,400,0,0,0,2,2,S Wickramasekara,CZK-R
1030,S Barediya (SWZ),2,2,0,19,17,9.5,25,76,0,0,0,2,0,S Barediya,SWZ
1031,R Bharathan (CRC),3,3,0,19,14,6.33,29,65.51,0,0,1,2,0,R Bharathan,CRC
1032,S Bogdos (GRC),1,1,0,19,19,19,38,50,0,0,0,1,0,S Bogdos,GRC
1033,ML Bojang (GMB),3,3,0,19,11,6.33,32,59.37,0,0,0,1,1,ML Bojang,GMB
1034,J Coetzee (THA),1,1,0,19,19,19,17,111.76,0,0,0,1,1,J Coetzee,THA
1035,MS Diawara (Mali),3,3,0,19,11,6.33,57,33.33,0,0,1,2,0,MS Diawara,Mali
1036,ST Doheny (IRE),3,3,0,19,15,6.33,21,90.47,0,0,0,2,0,ST Doheny,IRE
1037,Faraaz Mehti Abbas (FIN),1,1,0,19,19,19,15,126.66,0,0,0,2,0,Faraaz Mehti Abbas,FIN
1038,KJ Ferrary (GIBR),1,1,0,19,19,19,18,105.55,0,0,0,1,0,KJ Ferrary,GIBR
1039,J Figy (UAE),2,2,0,19,19,9.5,30,63.33,0,0,1,1,1,J Figy,UAE
1040,S Foster (CAY),2,2,0,19,12,9.5,23,82.6,0,0,0,1,0,S Foster,CAY
1041,H Hiri (PNG),1,1,0,19,19,19,28,67.85,0,0,0,2,0,H Hiri,PNG
1042,Ibrahim Sesay (SLE),4,4,2,19,11*,9.5,23,82.6,0,0,1,2,0,Ibrahim Sesay,SLE
1043,M Kpaka (SLE),3,3,0,19,15,6.33,48,39.58,0,0,0,0,0,M Kpaka,SLE
1044,L Maphane (BOT),2,2,0,19,19,9.5,41,46.34,0,0,1,1,0,L Maphane,BOT
1045,SM Nash (Samoa),3,3,0,19,16,6.33,28,67.85,0,0,1,3,0,SM Nash,Samoa
1046,A Bhadauria (LUX),1,1,0,19,19,19,13,146.15,0,0,0,4,0,A Bhadauria,LUX
1047,RK Singh (Mex),4,4,0,19,13,4.75,41,46.34,0,0,1,2,0,RK Singh,Mex
1048,M Akhigbe (NGA),2,2,0,18,14,9,20,90,0,0,0,2,0,M Akhigbe,NGA
1049,C Chete (MWI),1,1,0,18,18,18,20,90,0,0,0,2,0,C Chete,MWI
1050,S Grover (CZK-R),4,4,0,18,17,4.5,22,81.81,0,0,2,2,1,S Grover,CZK-R
1051,Haider Butt (BHR),2,2,0,18,18,9,14,128.57,0,0,1,4,0,Haider Butt,BHR
1052,Abduljabar Jabarkhail (BEL),1,1,0,18,18,18,11,163.63,0,0,0,3,0,Abduljabar Jabarkhail,BEL
1053,Maidul Islam (EST),3,3,0,18,9,6,20,90,0,0,0,3,0,Maidul Islam,EST
1054,GM Ntambalika (MWI),2,2,1,18,10,18,19,94.73,0,0,0,2,0,GM Ntambalika,MWI
1055,JTS Sumerauer (JER),5,5,0,18,9,3.6,20,90,0,0,2,4,0,JTS Sumerauer,JER
1056,SF Tiai (Samoa),1,1,0,18,18,18,14,128.57,0,0,0,1,1,SF Tiai,Samoa
1057,Akhil Anil (TAN),2,1,0,17,17,17,18,94.44,0,0,0,0,1,Akhil Anil,TAN
1058,GD Arta (INA),5,5,1,17,9*,4.25,25,68,0,0,3,0,1,GD Arta,INA
1059,G Bruno (),2,2,0,17,9,8.5,9,188.88,0,0,0,4,0,G Bruno,
1060,N Chejay (BHU),2,2,0,17,10,8.5,34,50,0,0,0,1,0,N Chejay,BHU
1061,G Chohan (PHI),2,2,0,17,17,8.5,34,50,0,0,1,2,0,G Chohan,PHI
1062,JM Cox (ENG),2,2,0,17,17,8.5,14,121.42,0,0,1,3,0,JM Cox,ENG
1063,Fayaz Mohammad (BUL),2,2,0,17,12,8.5,13,130.76,0,0,0,3,0,Fayaz Mohammad,BUL
1064,Muhammad Asim (QAT),2,2,0,17,10,8.5,17,100,0,0,0,1,1,Muhammad Asim,QAT
1065,Mustapha Suwareh (GMB),6,6,0,17,7,2.83,31,54.83,0,0,2,3,0,Mustapha Suwareh,GMB
1066,P Pustoslemsek (SVN),2,2,0,17,9,8.5,36,47.22,0,0,0,2,0,P Pustoslemsek,SVN
1067,Shahnawaz Patel (Zamb),3,3,0,17,12,5.66,26,65.38,0,0,0,2,0,Shahnawaz Patel,Zamb
1068,F Stoman (POR),1,1,0,17,17,17,21,80.95,0,0,0,1,1,F Stoman,POR
1069,OR Willis (CAY),3,3,0,17,9,5.66,42,40.47,0,0,0,0,0,OR Willis,CAY
1070,E Yaver (TKY),1,1,0,17,17,17,16,106.25,0,0,0,2,0,E Yaver,TKY
1071,Ali Abbas (KSA),3,3,0,16,12,5.33,30,53.33,0,0,1,2,0,Ali Abbas,KSA
1072,Baseer Khan (AUT),2,1,0,16,16,16,18,88.88,0,0,0,0,1,Baseer Khan,AUT
1073,P Bosnjak (CRT),3,3,0,16,7,5.33,14,114.28,0,0,0,3,0,P Bosnjak,CRT
1074,L Croospulle (SL),1,1,0,16,16,16,12,133.33,0,0,0,2,1,L Croospulle,SL
1075,S Delai (Fiji),1,1,0,16,16,16,29,55.17,0,0,0,3,0,S Delai,Fiji
1076,WIA Fernando (SL),5,5,0,16,6,3.2,21,76.19,0,0,1,2,1,WIA Fernando,SL
1077,MW Forde (WI),1,1,0,16,16,16,12,133.33,0,0,0,0,2,MW Forde,WI
1078,Harmeet Singh (USA),1,1,0,16,16,16,12,133.33,0,0,0,1,1,Harmeet Singh,USA
1079,K Jaikaran (Sur),2,2,0,16,9,8,38,42.1,0,0,0,2,0,K Jaikaran,Sur
1080,DB Lakhani (SWE),1,1,0,16,16,16,12,133.33,0,0,0,2,0,DB Lakhani,SWE
1081,ME Leoela (LES),5,5,0,16,11,3.2,28,57.14,0,0,1,1,0,ME Leoela,LES
1082,Manish Sharma (CAM),3,3,0,16,15,5.33,37,43.24,0,0,1,3,0,Manish Sharma,CAM
1083,M Mariyappan (SEY),1,1,0,16,16,16,20,80,0,0,0,1,0,M Mariyappan,SEY
1084,A Otwani (UGA),3,3,0,16,16,5.33,14,114.28,0,0,2,2,1,A Otwani,UGA
1085,M Shumba (ZIM),2,2,0,16,8,8,25,64,0,0,0,2,0,M Shumba,ZIM
1086,J Suleman (SWZ),2,2,0,16,16,8,19,84.21,0,0,1,1,1,J Suleman,SWZ
1087,F Suluoto (Samoa),3,3,0,16,13,5.33,33,48.48,0,0,0,2,0,F Suluoto,Samoa
1088,DC Thomas (WI),3,3,0,16,10,5.33,20,80,0,0,0,3,0,DC Thomas,WI
1089,D Wheatley (BHM),1,1,0,16,16,16,11,145.45,0,0,0,3,0,D Wheatley,BHM
1090,J West (GIBR),2,2,0,16,11,8,34,47.05,0,0,0,1,0,J West,GIBR
1091,Abubacarr Kuyateh (GMB),2,2,0,15,15,7.5,19,78.94,0,0,1,3,0,Abubacarr Kuyateh,GMB
1092,JEA Doctora (PHI),2,2,0,15,15,7.5,28,53.57,0,0,1,1,0,JEA Doctora,PHI
1093,M Gill (CAN),1,1,0,15,15,15,20,75,0,0,0,0,0,M Gill,CAN
1094,Asif Iqbal (SKOR),2,2,0,15,13,7.5,14,107.14,0,0,0,3,0,Asif Iqbal,SKOR
1095,S Jamil (BEL),1,1,0,15,15,15,19,78.94,0,0,0,3,0,S Jamil,BEL
1096,Kashif Daud (UAE),1,1,0,15,15,15,14,107.14,0,0,0,0,1,Kashif Daud,UAE
1097,Lokesh Bam (NEP),4,4,0,15,9,3.75,15,100,0,0,2,2,1,Lokesh Bam,NEP
1098,Muslim Yar (GER),2,2,0,15,14,7.5,13,115.38,0,0,0,1,0,Muslim Yar,GER
1099,S Natsagdorj (MNG),4,4,0,15,11,3.75,59,25.42,0,0,0,0,0,S Natsagdorj,MNG
1100,A Randhawa (AUT),1,1,1,15,15*,0,10,150,0,0,0,1,1,A Randhawa,AUT
1101,Bilal Hassun (UGA),1,1,1,14,14*,0,7,200,0,0,0,3,0,Bilal Hassun,UGA
1102,ML Castillo (Blz),3,3,0,14,9,4.66,21,66.66,0,0,0,3,0,ML Castillo,Blz
1103,MS Diakite (Mali),3,3,0,14,10,4.66,31,45.16,0,0,1,2,0,MS Diakite,Mali
1104,BM Dlamini (SWZ),4,4,0,14,10,3.5,24,58.33,0,0,2,3,0,BM Dlamini,SWZ
1105,Haider Ali (PAK),4,3,0,14,11,4.66,20,70,0,0,1,0,0,Haider Ali,PAK
1106,C Hinze (JPN),1,1,0,14,14,14,13,107.69,0,0,0,1,0,C Hinze,JPN
1107,A Kheterpal (HUN),1,1,0,14,14,14,9,155.55,0,0,0,1,1,A Kheterpal,HUN
1108,Khushdil Shah (PAK),1,1,0,14,14,14,10,140,0,0,0,1,1,Khushdil Shah,PAK
1109,Muhammad Saleem (BRA),2,2,0,14,10,7,16,87.5,0,0,0,2,0,Muhammad Saleem,BRA
1110,Mujibur Ali (OMA),2,2,0,14,9,7,22,63.63,0,0,0,1,0,Mujibur Ali,OMA
1111,V Rathinasamy (CRT),2,2,0,14,13,7,28,50,0,0,0,1,1,V Rathinasamy,CRT
1112,CM Rocca (GIBR),1,1,0,14,14,14,19,73.68,0,0,0,2,0,CM Rocca,GIBR
1113,Sazzad Hosen (BEL),2,2,0,14,9,7,15,93.33,0,0,0,2,0,Sazzad Hosen,BEL
1114,Sohaib Khan (UAE),2,2,0,14,11,7,17,82.35,0,0,0,1,1,Sohaib Khan,UAE
1115,Suhail Sattar (TLS),1,1,0,14,14,14,15,93.33,0,0,0,0,1,Suhail Sattar,TLS
1116,H Upadhyay (MNG),4,4,0,14,8,3.5,33,42.42,0,0,0,0,0,H Upadhyay,MNG
1117,Bilal Ahmad Mir (SKOR),1,1,0,13,13,13,9,144.44,0,0,0,1,1,Bilal Ahmad Mir,SKOR
1118,M Kadyan (BUL),3,3,0,13,10,4.33,20,65,0,0,1,1,0,M Kadyan,BUL
1119,DAM Louis (QAT),2,2,0,13,12,6.5,15,86.66,0,0,0,1,1,DAM Louis,QAT
1120,K Mirpuri (GIBR),1,1,0,13,13,13,17,76.47,0,0,0,1,0,K Mirpuri,GIBR
1121,Mohammad Amin (KUW),1,1,0,13,13,13,14,92.85,0,0,0,1,1,Mohammad Amin,KUW
1122,M Montgomery (GER),1,1,0,13,13,13,19,68.42,0,0,0,1,0,M Montgomery,GER
1123,Muhammad Amin (SWZ),4,4,0,13,5,3.25,21,61.9,0,0,1,3,0,Muhammad Amin,SWZ
1124,P Murungi (UGA),1,1,0,13,13,13,16,81.25,0,0,0,2,0,P Murungi,UGA
1125,Shahbaz Badar (BHR),5,5,0,13,8,2.6,22,59.09,0,0,3,2,0,Shahbaz Badar,BHR
1126,JK Theodore (GHA),2,2,0,13,8,6.5,12,108.33,0,0,0,2,0,JK Theodore,GHA
1127,Vishal Sharma (NOR),1,1,0,13,13,13,15,86.66,0,0,0,2,0,Vishal Sharma,NOR
1128,D Young (STHEL),2,2,0,13,13,6.5,14,92.85,0,0,1,1,1,D Young,STHEL
1129,Abhilash Patil (Mex),1,1,0,12,12,12,28,42.85,0,0,0,0,0,Abhilash Patil,Mex
1130,PS Bais (Mex),1,1,0,12,12,12,10,120,0,0,0,3,0,PS Bais,Mex
1131,L Canessane (Fran),2,2,0,12,8,6,14,85.71,0,0,0,2,0,L Canessane,Fran
1132,KU Carty (WI),3,3,0,12,10,4,30,40,0,0,0,0,0,KU Carty,WI
1133,FFJ Heo (INA),3,3,0,12,12,4,17,70.58,0,0,2,0,1,FFJ Heo,INA
1134,V Jagannivasan (CZK-R),2,2,0,12,12,6,22,54.54,0,0,1,1,0,V Jagannivasan,CZK-R
1135,Jason Lui (HKG),1,1,1,12,12*,0,16,75,0,0,0,2,0,Jason Lui,HKG
1136,M Khojbariya (SWZ),5,5,0,12,9,2.4,22,54.54,0,0,3,1,0,M Khojbariya,SWZ
1137,LJ Leokaoke (LES),3,3,0,12,8,4,33,36.36,0,0,0,1,0,LJ Leokaoke,LES
1138,A Mutreja (SGP),3,3,0,12,9,4,15,80,0,0,1,2,0,A Mutreja,SGP
1139,Nadeem Khan (OMA),1,1,0,12,12,12,14,85.71,0,0,0,2,0,Nadeem Khan,OMA
1140,Nouman Butt (NOR),2,2,0,12,7,6,15,80,0,0,0,2,0,Nouman Butt,NOR
1141,NN Odhiambo (KENYA),2,2,1,12,7*,12,7,171.42,0,0,0,2,0,NN Odhiambo,KENYA
1142,MV Pavlovic (SRB),1,1,0,12,12,12,15,80,0,0,0,2,0,MV Pavlovic,SRB
1143,JR Philippe (AUS),2,2,0,12,8,6,11,109.09,0,0,0,3,0,JR Philippe,AUS
1144,Saif-Ul Islam (NOR),2,2,0,12,6,6,26,46.15,0,0,0,1,0,Saif-Ul Islam,NOR
1145,Sarfraz Rao (Falk),4,4,0,12,11,3,30,40,0,0,2,1,0,Sarfraz Rao,Falk
1146,Syed Faizan Tahir (KSA),2,2,0,12,7,6,19,63.15,0,0,0,0,0,Syed Faizan Tahir,KSA
1147,Syed Naqvi (ITA),4,4,0,12,6,3,24,50,0,0,1,0,0,Syed Naqvi,ITA
1148,Umair Qasim (SWZ),1,1,0,12,12,12,11,109.09,0,0,0,0,1,Umair Qasim,SWZ
1149,Wahidullah Sahak (NOR),3,3,0,12,9,4,12,100,0,0,0,2,0,Wahidullah Sahak,NOR
1150,Zubaid Akbari (AFG),4,4,0,12,5,3,17,70.58,0,0,0,2,0,Zubaid Akbari,AFG
1151,Ahmed Hassan (MDV),2,2,0,11,10,5.5,22,50,0,0,0,1,0,Ahmed Hassan,MDV
1152,Amar Sharma (MLT),1,1,0,11,11,11,13,84.61,0,0,0,1,0,Amar Sharma,MLT
1153,AR Bisht (OMA),1,1,0,11,11,11,14,78.57,0,0,0,0,0,AR Bisht,OMA
1154,FE Carava (MOZ),1,1,0,11,11,11,27,40.74,0,0,0,0,0,FE Carava,MOZ
1155,RA Herman (SA),2,2,0,11,10,5.5,17,64.7,0,0,0,2,0,RA Herman,SA
1156,J Hill (PHI),2,2,0,11,11,5.5,31,35.48,0,0,1,0,0,J Hill,PHI
1157,Jitin Singh (TAN),5,4,0,11,6,2.75,26,42.3,0,0,1,1,0,Jitin Singh,TAN
1158,J Liyanage (SL),1,1,0,11,11,11,17,64.7,0,0,0,0,0,J Liyanage,SL
1159,A Manousis (GRC),2,2,0,11,11,5.5,10,110,0,0,1,1,1,A Manousis,GRC
1160,A Mucyodusenge (RWN),3,3,0,11,9,3.66,24,45.83,0,0,1,1,0,A Mucyodusenge,RWN
1161,Muhammad Arfan (UAE),1,1,0,11,11,11,8,137.5,0,0,0,2,0,Muhammad Arfan,UAE
1162,K Shivam (CRC),3,3,0,11,4,3.66,42,26.19,0,0,0,0,0,K Shivam,CRC
1163,A Shukla (CRT),4,4,0,11,8,2.75,27,40.74,0,0,1,1,0,A Shukla,CRT
1164,Syed Tameem (QAT),1,1,0,11,11,11,22,50,0,0,0,0,0,Syed Tameem,QAT
1165,Tarun Sharma (Mex),1,1,0,11,11,11,12,91.66,0,0,0,1,0,Tarun Sharma,Mex
1166,H Thaker (CAN),1,1,0,11,11,11,9,122.22,0,0,0,1,0,H Thaker,CAN
1167,A Uniyal (Chile),2,2,0,11,8,5.5,26,42.3,0,0,0,0,0,A Uniyal,Chile
1168,RL Vitas (SRB),1,1,0,11,11,11,18,61.11,0,0,0,1,0,RL Vitas,SRB
1169,N Wijesekera (AUT),3,3,0,11,6,3.66,38,28.94,0,0,0,0,0,N Wijesekera,AUT
1170,Ashish Gupta (INA),4,3,0,10,8,3.33,17,58.82,0,0,0,0,1,Ashish Gupta,INA
1171,KMA Aziz (CIV),3,3,0,10,10,3.33,35,28.57,0,0,2,2,0,KMA Aziz,CIV
1172,Fareed Shius (MDV),1,1,0,10,10,10,21,47.61,0,0,0,2,0,Fareed Shius,MDV
1173,GC Galanis (GRC),2,2,0,10,6,5,14,71.42,0,0,0,2,0,GC Galanis,GRC
1174,Imran Khan (POR),2,2,0,10,10,5,14,71.42,0,0,1,2,0,Imran Khan,POR
1175,A Johnmary (Fran),1,1,0,10,10,10,8,125,0,0,0,2,0,A Johnmary,Fran
1176,S Jora (NEP),1,1,0,10,10,10,13,76.92,0,0,0,1,0,S Jora,NEP
1177,E Kuyumcu (TKY),1,1,0,10,10,10,32,31.25,0,0,0,0,0,E Kuyumcu,TKY
1178,Rajkumar Rajendran (MAS),2,2,0,10,8,5,17,58.82,0,0,0,0,1,Rajkumar Rajendran,MAS
1179,C Roberts (Fran),2,2,0,10,9,5,17,58.82,0,0,0,1,0,C Roberts,Fran
1180,T Rossi (Arg),2,2,0,10,9,5,12,83.33,0,0,0,1,0,T Rossi,Arg
1181,E Rukiriza (RWN),1,1,0,10,10,10,8,125,0,0,0,0,1,E Rukiriza,RWN
1182,Sajid Patel (LES),2,2,0,10,8,5,13,76.92,0,0,0,1,0,Sajid Patel,LES
1183,Tayyab Tahir (PAK),1,1,0,10,10,10,9,111.11,0,0,0,2,0,Tayyab Tahir,PAK
1184,Wang Liuyang (CHN),3,3,0,10,7,3.33,21,47.61,0,0,1,1,0,Wang Liuyang,CHN
1185,Aminullah Tanha (NOR),4,4,0,9,4,2.25,27,33.33,0,0,1,2,0,Aminullah Tanha,NOR
1186,JW Batinibulu (Fiji),1,1,0,9,9,9,16,56.25,0,0,0,0,0,JW Batinibulu,Fiji
1187,A Conteh (GMB),1,1,0,9,9,9,22,40.9,0,0,0,1,0,A Conteh,GMB
1188,S Daniel (SL),1,1,0,9,9,9,6,150,0,0,0,2,0,S Daniel,SL
1189,JC Darji (TAN),1,1,0,9,9,9,11,81.81,0,0,0,1,0,JC Darji,TAN
1190,W Dlamini (SWZ),2,2,0,9,5,4.5,6,150,0,0,0,2,0,W Dlamini,SWZ
1191,D Hardware (),2,2,1,9,7*,9,24,37.5,0,0,0,0,0,D Hardware,
1192,JMV Junior (Fiji),1,1,0,9,9,9,5,180,0,0,0,0,1,JMV Junior,Fiji
1193,JS Malhotra (USA),1,1,0,9,9,9,14,64.28,0,0,0,1,0,JS Malhotra,USA
1194,D Matla (SVN),2,2,0,9,9,4.5,29,31.03,0,0,1,0,0,D Matla,SVN
1195,B Namsrai (MNG),6,6,0,9,5,1.5,43,20.93,0,0,3,1,0,B Namsrai,MNG
1196,OB Nightingale (GUE),1,1,1,9,9*,0,6,150,0,0,0,1,0,OB Nightingale,GUE
1197,AAA Patel (LES),1,1,0,9,9,9,7,128.57,0,0,0,1,0,AAA Patel,LES
1198,H Rashid (SWZ),1,1,0,9,9,9,11,81.81,0,0,0,1,0,H Rashid,SWZ
1199,Safvan Patel (PAN),1,1,0,9,9,9,12,75,0,0,0,0,0,Safvan Patel,PAN
1200,TNM Soleh (INA),1,1,0,9,9,9,21,42.85,0,0,0,0,0,TNM Soleh,INA
1201,M Taniyama (JPN),1,1,0,9,9,9,9,100,0,0,0,0,0,M Taniyama,JPN
1202,P Baghel (CZK-R),1,1,0,8,8,8,7,114.28,0,0,0,2,0,P Baghel,CZK-R
1203,A Bushell (GUE),1,1,0,8,8,8,14,57.14,0,0,0,1,0,A Bushell,GUE
1204,P Deol (CYP),1,1,0,8,8,8,18,44.44,0,0,0,1,0,P Deol,CYP
1205,H Klaasen (SA),1,1,0,8,8,8,13,61.53,0,0,0,1,0,H Klaasen,SA
1206,S Murari (CRC),1,1,0,8,8,8,6,133.33,0,0,0,0,1,S Murari,CRC
1207,Myat Thu Aung (MYAN),1,1,0,8,8,8,13,61.53,0,0,0,1,0,Myat Thu Aung,MYAN
1208,DL Richards (STHEL),2,2,0,8,4,4,7,114.28,0,0,0,1,0,DL Richards,STHEL
1209,D Sabir (BER),2,2,0,8,8,4,4,200,0,0,1,2,0,D Sabir,BER
1210,Sajid Cheema (KSA),1,1,0,8,8,8,8,100,0,0,0,2,0,Sajid Cheema,KSA
1211,XSD Smith (Sur),1,1,0,8,8,8,8,100,0,0,0,1,0,XSD Smith,Sur
1212,C Stephenson (Blz),2,2,0,8,8,4,11,72.72,0,0,1,1,0,C Stephenson,Blz
1213,RA Tappin (BHM),3,3,0,8,6,2.66,35,22.85,0,0,1,0,0,RA Tappin,BHM
1214,Yasar Haroon (BRA),2,2,0,8,7,4,22,36.36,0,0,0,1,0,Yasar Haroon,BRA
1215,Ali Yalmaz (HUN),1,1,0,7,7,7,4,175,0,0,0,0,1,Ali Yalmaz,HUN
1216,J Clough (IOM),2,2,0,7,4,3.5,16,43.75,0,0,0,0,0,J Clough,IOM
1217,PF Gallagher (FIN),2,2,0,7,7,3.5,8,87.5,0,0,1,1,0,PF Gallagher,FIN
1218,Hasan Yanar (TKY),1,1,0,7,7,7,19,36.84,0,0,0,0,0,Hasan Yanar,TKY
1219,E Kahamker (ISR),1,1,0,7,7,7,13,53.84,0,0,0,1,0,E Kahamker,ISR
1220,P Karoho (PNG),1,1,0,7,7,7,10,70,0,0,0,1,0,P Karoho,PNG
1221,D Finau (Samoa),1,1,0,7,7,7,13,53.84,0,0,0,1,0,D Finau,Samoa
1222,AV Lazarus (THA),2,2,0,7,4,3.5,7,100,0,0,0,1,0,AV Lazarus,THA
1223,E Otgonbayar (MNG),5,4,0,7,3,1.75,38,18.42,0,0,0,0,0,E Otgonbayar,MNG
1224,DK Pallekonda (SVN),2,2,0,7,6,3.5,12,58.33,0,0,0,1,0,DK Pallekonda,SVN
1225,Ali Nayyer (SUI),1,1,0,7,7,7,5,140,0,0,0,1,0,Ali Nayyer,SUI
