Player,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
DJ Mitchell,DNB,-,-,-,-,1,West Indies,Auckland,5 Nov 2025
MS Chapman,DNB,-,-,-,-,1,West Indies,Auckland,5 Nov 2025
TB Robinson,DNB,-,-,-,-,1,West Indies,Auckland,5 Nov 2025
SD Hope,DNB,-,-,-,-,2,New Zealand,Auckland,5 Nov 2025
BA King,DNB,-,-,-,-,2,New Zealand,Auckland,5 Nov 2025
R Powell,DNB,-,-,-,-,2,New Zealand,Auckland,5 Nov 2025
A Athanaze,DNB,-,-,-,-,2,New Zealand,Auckland,5 Nov 2025
AWJ Auguste,DNB,-,-,-,-,2,New Zealand,Auckland,5 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Myanmar,Bali,6 Nov 2025
GD Arta,DNB,-,-,-,-,1,Myanmar,Bali,6 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Myanmar,Bali,6 Nov 2025
IKEG Artawan,DNB,-,-,-,-,1,Myanmar,Bali,6 Nov 2025
S Kharvi,DNB,-,-,-,-,1,Myanmar,Bali,6 Nov 2025
S Jegannathan,DNB,-,-,-,-,1,Myanmar,Bali,6 Nov 2025
H Lin Aung,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Thuya Aung,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Nay Lin Htun,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Pyae Phyo Wai,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Swann Htet Ko Ko,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Timor-Leste,Bali,6 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Timor-Leste,Bali,6 Nov 2025
GA Priandana,DNB,-,-,-,-,1,Timor-Leste,Bali,6 Nov 2025
Yahya Suhail,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Arif Hosen,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Raihan Hossain,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
Nazmul Huda,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
D Mendonca,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
GF Cardos,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
RDS Morein,DNB,-,-,-,-,2,Indonesia,Bali,6 Nov 2025
SD Hope,DNB,-,-,-,-,1,New Zealand,Auckland,6 Nov 2025
BA King,DNB,-,-,-,-,1,New Zealand,Auckland,6 Nov 2025
R Powell,DNB,-,-,-,-,1,New Zealand,Auckland,6 Nov 2025
A Athanaze,DNB,-,-,-,-,1,New Zealand,Auckland,6 Nov 2025
AWJ Auguste,DNB,-,-,-,-,1,New Zealand,Auckland,6 Nov 2025
DP Conway,DNB,-,-,-,-,2,West Indies,Auckland,6 Nov 2025
DJ Mitchell,DNB,-,-,-,-,2,West Indies,Auckland,6 Nov 2025
MS Chapman,DNB,-,-,-,-,2,West Indies,Auckland,6 Nov 2025
R Ravindra,DNB,-,-,-,-,2,West Indies,Auckland,6 Nov 2025
TB Robinson,DNB,-,-,-,-,2,West Indies,Auckland,6 Nov 2025
MR Marsh,DNB,-,-,-,-,1,India,Carrara,6 Nov 2025
GJ Maxwell,DNB,-,-,-,-,1,India,Carrara,6 Nov 2025
MW Short,DNB,-,-,-,-,1,India,Carrara,6 Nov 2025
JP Inglis,DNB,-,-,-,-,1,India,Carrara,6 Nov 2025
TH David,DNB,-,-,-,-,1,India,Carrara,6 Nov 2025
JR Philippe,DNB,-,-,-,-,1,India,Carrara,6 Nov 2025
SA Yadav,DNB,-,-,-,-,2,Australia,Carrara,6 Nov 2025
JM Sharma,DNB,-,-,-,-,2,Australia,Carrara,6 Nov 2025
Shubman Gill,DNB,-,-,-,-,2,Australia,Carrara,6 Nov 2025
Abhishek Sharma,DNB,-,-,-,-,2,Australia,Carrara,6 Nov 2025
NT Tilak Varma,DNB,-,-,-,-,2,Australia,Carrara,6 Nov 2025
Khin Aye,DNB,-,-,-,-,1,Timor-Leste,Bali,7 Nov 2025
Nyein Cham Soe,DNB,-,-,-,-,1,Timor-Leste,Bali,7 Nov 2025
Kaung Htet Kyaw,DNB,-,-,-,-,1,Timor-Leste,Bali,7 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,1,Timor-Leste,Bali,7 Nov 2025
Swann Htet Ko Ko,DNB,-,-,-,-,1,Timor-Leste,Bali,7 Nov 2025
Sai Hla Htwe,DNB,-,-,-,-,1,Timor-Leste,Bali,7 Nov 2025
Arif Hosen,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
Raihan Hossain,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
Nazmul Huda,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
D Mendonca,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
Rahat Kazi,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
GF Cardos,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
RDS Morein,DNB,-,-,-,-,2,Myanmar,Bali,7 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Timor-Leste,Bali,8 Nov 2025
PR Surve,DNB,-,-,-,-,1,Timor-Leste,Bali,8 Nov 2025
Arif Hosen,DNB,-,-,-,-,2,Indonesia,Bali,8 Nov 2025
Nazmul Huda,DNB,-,-,-,-,2,Indonesia,Bali,8 Nov 2025
D Mendonca,DNB,-,-,-,-,2,Indonesia,Bali,8 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,2,Indonesia,Bali,8 Nov 2025
Rahat Kazi,DNB,-,-,-,-,2,Indonesia,Bali,8 Nov 2025
RDS Morein,DNB,-,-,-,-,2,Indonesia,Bali,8 Nov 2025
H Lin Aung,DNB,-,-,-,-,1,Indonesia,Bali,8 Nov 2025
Thuya Aung,DNB,-,-,-,-,1,Indonesia,Bali,8 Nov 2025
H Lin Oo,DNB,-,-,-,-,1,Indonesia,Bali,8 Nov 2025
Pyae Phyo Wai,DNB,-,-,-,-,1,Indonesia,Bali,8 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,1,Indonesia,Bali,8 Nov 2025
Swann Htet Ko Ko,DNB,-,-,-,-,1,Indonesia,Bali,8 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,2,Myanmar,Bali,8 Nov 2025
GD Arta,DNB,-,-,-,-,2,Myanmar,Bali,8 Nov 2025
DK Kesuma,DNB,-,-,-,-,2,Myanmar,Bali,8 Nov 2025
PR Surve,DNB,-,-,-,-,2,Myanmar,Bali,8 Nov 2025
DGAPD Wiswi,DNB,-,-,-,-,2,Myanmar,Bali,8 Nov 2025
D Nanda,DNB,-,-,-,-,2,Myanmar,Bali,8 Nov 2025
SA Yadav,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
AR Patel,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
JJ Bumrah,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
S Dube,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
Washington Sundar,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
JM Sharma,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
RK Singh,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
Shubman Gill,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
Abhishek Sharma,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
CV Varun,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
Arshdeep Singh,TDNB,-,-,-,-,-,Australia,Brisbane,8 Nov 2025
MR Marsh,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
MP Stoinis,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
GJ Maxwell,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
A Zampa,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
MW Short,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
JP Inglis,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
TH David,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
JR Philippe,DNB,-,-,-,-,1,India,Brisbane,8 Nov 2025
SD Hope,DNB,-,-,-,-,1,New Zealand,Nelson,9 Nov 2025
R Powell,DNB,-,-,-,-,1,New Zealand,Nelson,9 Nov 2025
AA Jangoo,DNB,-,-,-,-,1,New Zealand,Nelson,9 Nov 2025
SE Rutherford,DNB,-,-,-,-,1,New Zealand,Nelson,9 Nov 2025
AWJ Auguste,DNB,-,-,-,-,1,New Zealand,Nelson,9 Nov 2025
DP Conway,DNB,-,-,-,-,2,West Indies,Nelson,9 Nov 2025
DJ Mitchell,DNB,-,-,-,-,2,West Indies,Nelson,9 Nov 2025
R Ravindra,DNB,-,-,-,-,2,West Indies,Nelson,9 Nov 2025
MJ Hay,DNB,-,-,-,-,2,West Indies,Nelson,9 Nov 2025
TB Robinson,DNB,-,-,-,-,2,West Indies,Nelson,9 Nov 2025
Thuya Aung,DNB,-,-,-,-,1,Timor-Leste,Bali,9 Nov 2025
Y Naing Tun,DNB,-,-,-,-,1,Timor-Leste,Bali,9 Nov 2025
Khin Aye,DNB,-,-,-,-,1,Timor-Leste,Bali,9 Nov 2025
Nay Lin Htun,DNB,-,-,-,-,1,Timor-Leste,Bali,9 Nov 2025
Htun Myat Hei,DNB,-,-,-,-,1,Timor-Leste,Bali,9 Nov 2025
PPS Win,DNB,-,-,-,-,1,Timor-Leste,Bali,9 Nov 2025
Yahya Suhail,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
Arif Hosen,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
Raihan Hossain,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
Nazmul Huda,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
D Mendonca,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
GF Cardos,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
RDS Morein,DNB,-,-,-,-,2,Myanmar,Bali,9 Nov 2025
JO Holder,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
RL Chase,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
SD Hope,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
R Shepherd,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
R Powell,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
AA Jangoo,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
SK Springer,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
SE Rutherford,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
A Athanaze,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
MW Forde,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
AWJ Auguste,TDNB,-,-,-,-,-,New Zealand,Nelson,10 Nov 2025
DP Conway,DNB,-,-,-,-,1,West Indies,Nelson,10 Nov 2025
DJ Mitchell,DNB,-,-,-,-,1,West Indies,Nelson,10 Nov 2025
MS Chapman,DNB,-,-,-,-,1,West Indies,Nelson,10 Nov 2025
MJ Santner,DNB,-,-,-,-,1,West Indies,Nelson,10 Nov 2025
R Ravindra,DNB,-,-,-,-,1,West Indies,Nelson,10 Nov 2025
TB Robinson,DNB,-,-,-,-,1,West Indies,Nelson,10 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Myanmar,Bali,11 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Myanmar,Bali,11 Nov 2025
GA Priandana,DNB,-,-,-,-,1,Myanmar,Bali,11 Nov 2025
H Lin Aung,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Thuya Aung,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Khin Aye,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Pyae Phyo Wai,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Swann Htet Ko Ko,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Anjar Tadarus,DNB,-,-,-,-,1,Timor-Leste,Bali,11 Nov 2025
F Banunaek,DNB,-,-,-,-,1,Timor-Leste,Bali,11 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Timor-Leste,Bali,11 Nov 2025
GA Priandana,DNB,-,-,-,-,1,Timor-Leste,Bali,11 Nov 2025
AA Rahayu,DNB,-,-,-,-,1,Timor-Leste,Bali,11 Nov 2025
AA Hawoe,DNB,-,-,-,-,1,Timor-Leste,Bali,11 Nov 2025
Yahya Suhail,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Arif Hosen,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Raihan Hossain,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Suhail Sattar,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
D Mendonca,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
Rahat Kazi,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
GF Cardos,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
RDS Morein,DNB,-,-,-,-,2,Indonesia,Bali,11 Nov 2025
I Liyanage,DNB,-,-,-,-,1,Afghanistan,Doha,11 Nov 2025
Mohammad Ahnaff,DNB,-,-,-,-,1,Afghanistan,Doha,11 Nov 2025
Shahzaib Jamil,DNB,-,-,-,-,1,Afghanistan,Doha,11 Nov 2025
Zubair Ali,DNB,-,-,-,-,1,Afghanistan,Doha,11 Nov 2025
Darwish Rasooli,DNB,-,-,-,-,2,Qatar,Doha,11 Nov 2025
Imran,DNB,-,-,-,-,2,Qatar,Doha,11 Nov 2025
Mohammad Ishaq,DNB,-,-,-,-,2,Qatar,Doha,11 Nov 2025
Nangeyalia Kharote,DNB,-,-,-,-,2,Qatar,Doha,11 Nov 2025
Ijaz Ahmad Ahmadzai,DNB,-,-,-,-,2,Qatar,Doha,11 Nov 2025
Tayyeb Javed,DNB,-,-,-,-,1,Myanmar,Bali,12 Nov 2025
D Mendonca,DNB,-,-,-,-,1,Myanmar,Bali,12 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,1,Myanmar,Bali,12 Nov 2025
GF Cardos,DNB,-,-,-,-,1,Myanmar,Bali,12 Nov 2025
RDS Morein,DNB,-,-,-,-,1,Myanmar,Bali,12 Nov 2025
Y Naing Tun,DNB,-,-,-,-,2,Timor-Leste,Bali,12 Nov 2025
Khin Aye,DNB,-,-,-,-,2,Timor-Leste,Bali,12 Nov 2025
Nyein Cham Soe,DNB,-,-,-,-,2,Timor-Leste,Bali,12 Nov 2025
Nay Lin Htun,DNB,-,-,-,-,2,Timor-Leste,Bali,12 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,2,Timor-Leste,Bali,12 Nov 2025
Nizakat Khan,DNB,-,-,-,-,1,Qatar,Doha,12 Nov 2025
Zeeshan Ali,DNB,-,-,-,-,1,Qatar,Doha,12 Nov 2025
Anshuman Rath,DNB,-,-,-,-,1,Qatar,Doha,12 Nov 2025
Babar Hayat,DNB,-,-,-,-,1,Qatar,Doha,12 Nov 2025
S Mathur,DNB,-,-,-,-,1,Qatar,Doha,12 Nov 2025
I Liyanage,DNB,-,-,-,-,2,Hong Kong,Doha,12 Nov 2025
Shahzaib Jamil,DNB,-,-,-,-,2,Hong Kong,Doha,12 Nov 2025
Shariq Munir,DNB,-,-,-,-,2,Hong Kong,Doha,12 Nov 2025
Zubair Ali,DNB,-,-,-,-,2,Hong Kong,Doha,12 Nov 2025
DP Conway,DNB,-,-,-,-,1,West Indies,Dunedin,13 Nov 2025
DJ Mitchell,DNB,-,-,-,-,1,West Indies,Dunedin,13 Nov 2025
MS Chapman,DNB,-,-,-,-,1,West Indies,Dunedin,13 Nov 2025
R Ravindra,DNB,-,-,-,-,1,West Indies,Dunedin,13 Nov 2025
TB Robinson,DNB,-,-,-,-,1,West Indies,Dunedin,13 Nov 2025
SD Hope,DNB,-,-,-,-,2,New Zealand,Dunedin,13 Nov 2025
R Powell,DNB,-,-,-,-,2,New Zealand,Dunedin,13 Nov 2025
SE Rutherford,DNB,-,-,-,-,2,New Zealand,Dunedin,13 Nov 2025
A Athanaze,DNB,-,-,-,-,2,New Zealand,Dunedin,13 Nov 2025
AWJ Auguste,DNB,-,-,-,-,2,New Zealand,Dunedin,13 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Timor-Leste,Bali,13 Nov 2025
Anjar Tadarus,DNB,-,-,-,-,1,Timor-Leste,Bali,13 Nov 2025
GA Priandana,DNB,-,-,-,-,1,Timor-Leste,Bali,13 Nov 2025
Yahya Suhail,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Arif Hosen,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Raihan Hossain,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
D Mendonca,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
GF Cardos,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
RDS Morein,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Myanmar,Bali,13 Nov 2025
Anjar Tadarus,DNB,-,-,-,-,1,Myanmar,Bali,13 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Myanmar,Bali,13 Nov 2025
GA Priandana,DNB,-,-,-,-,1,Myanmar,Bali,13 Nov 2025
H Lin Aung,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Thuya Aung,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Khin Aye,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Nay Lin Htun,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
Swann Htet Ko Ko,DNB,-,-,-,-,2,Indonesia,Bali,13 Nov 2025
I Liyanage,DNB,-,-,-,-,1,Hong Kong,Doha,13 Nov 2025
Mohammad Ahnaff,DNB,-,-,-,-,1,Hong Kong,Doha,13 Nov 2025
Zubair Ali,DNB,-,-,-,-,1,Hong Kong,Doha,13 Nov 2025
Nizakat Khan,DNB,-,-,-,-,2,Qatar,Doha,13 Nov 2025
Zeeshan Ali,DNB,-,-,-,-,2,Qatar,Doha,13 Nov 2025
Anshuman Rath,DNB,-,-,-,-,2,Qatar,Doha,13 Nov 2025
Babar Hayat,DNB,-,-,-,-,2,Qatar,Doha,13 Nov 2025
S Mathur,DNB,-,-,-,-,2,Qatar,Doha,13 Nov 2025
Arif Hosen,DNB,-,-,-,-,1,Myanmar,Bali,14 Nov 2025
D Mendonca,DNB,-,-,-,-,1,Myanmar,Bali,14 Nov 2025
EDS Pimheiro,DNB,-,-,-,-,1,Myanmar,Bali,14 Nov 2025
GF Cardos,DNB,-,-,-,-,1,Myanmar,Bali,14 Nov 2025
RDS Morein,DNB,-,-,-,-,1,Myanmar,Bali,14 Nov 2025
Y Naing Tun,DNB,-,-,-,-,2,Timor-Leste,Bali,14 Nov 2025
Nay Lin Htun,DNB,-,-,-,-,2,Timor-Leste,Bali,14 Nov 2025
Myat Thu Aung,DNB,-,-,-,-,2,Timor-Leste,Bali,14 Nov 2025
Htun Myat Hei,DNB,-,-,-,-,2,Timor-Leste,Bali,14 Nov 2025
LN Saishiv,DNB,-,-,-,-,1,U.A.E.,Doha,16 Nov 2025
AR Bisht,DNB,-,-,-,-,1,U.A.E.,Doha,16 Nov 2025
K Sonavale,DNB,-,-,-,-,1,U.A.E.,Doha,16 Nov 2025
Hammad Mirza,DNB,-,-,-,-,1,U.A.E.,Doha,16 Nov 2025
Zikria Islam,DNB,-,-,-,-,1,U.A.E.,Doha,16 Nov 2025
Sufyan Yousaf,DNB,-,-,-,-,1,U.A.E.,Doha,16 Nov 2025
Syed Haider,DNB,-,-,-,-,2,Oman,Doha,16 Nov 2025
A Sharafu,DNB,-,-,-,-,2,Oman,Doha,16 Nov 2025
MR Kumar,DNB,-,-,-,-,2,Oman,Doha,16 Nov 2025
YK Rai,DNB,-,-,-,-,2,Oman,Doha,16 Nov 2025
Sohaib Khan,DNB,-,-,-,-,2,Oman,Doha,16 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Bahrain,Bali,18 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Bahrain,Bali,18 Nov 2025
GA Priandana,DNB,-,-,-,-,1,Bahrain,Bali,18 Nov 2025
S Kharvi,DNB,-,-,-,-,1,Bahrain,Bali,18 Nov 2025
Ahmer Bin,DNB,-,-,-,-,2,Indonesia,Bali,18 Nov 2025
Junaid Aziz,DNB,-,-,-,-,2,Indonesia,Bali,18 Nov 2025
Fiaz Ahmed,DNB,-,-,-,-,2,Indonesia,Bali,18 Nov 2025
P Kurup,DNB,-,-,-,-,2,Indonesia,Bali,18 Nov 2025
Naveena Shetty,DNB,-,-,-,-,2,Indonesia,Bali,18 Nov 2025
Babar Azam,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,18 Nov 2025
Fakhar Zaman,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,18 Nov 2025
Salman Agha,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,18 Nov 2025
Sahibzada Farhan,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,18 Nov 2025
Usman Khan,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,18 Nov 2025
BRM Taylor,DNB,-,-,-,-,2,Pakistan,Rawalpindi,18 Nov 2025
RP Burl,DNB,-,-,-,-,2,Pakistan,Rawalpindi,18 Nov 2025
T Marumani,DNB,-,-,-,-,2,Pakistan,Rawalpindi,18 Nov 2025
T Munyonga,DNB,-,-,-,-,2,Pakistan,Rawalpindi,18 Nov 2025
T Musekiwa,DNB,-,-,-,-,2,Pakistan,Rawalpindi,18 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,1,Bahrain,Bali,19 Nov 2025
DK Kesuma,DNB,-,-,-,-,1,Bahrain,Bali,19 Nov 2025
Ahmer Bin,DNB,-,-,-,-,2,Indonesia,Bali,19 Nov 2025
Junaid Aziz,DNB,-,-,-,-,2,Indonesia,Bali,19 Nov 2025
Fiaz Ahmed,DNB,-,-,-,-,2,Indonesia,Bali,19 Nov 2025
P Kurup,DNB,-,-,-,-,2,Indonesia,Bali,19 Nov 2025
Naveena Shetty,DNB,-,-,-,-,2,Indonesia,Bali,19 Nov 2025
MDKJ Perera,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,20 Nov 2025
PBB Rajapaksa,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,20 Nov 2025
BKG Mendis,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,20 Nov 2025
PHKD Mendis,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,20 Nov 2025
P Nissanka,DNB,-,-,-,-,1,Zimbabwe,Rawalpindi,20 Nov 2025
BRM Taylor,DNB,-,-,-,-,2,Sri Lanka,Rawalpindi,20 Nov 2025
T Marumani,DNB,-,-,-,-,2,Sri Lanka,Rawalpindi,20 Nov 2025
BJ Bennett,DNB,-,-,-,-,2,Sri Lanka,Rawalpindi,20 Nov 2025
T Munyonga,DNB,-,-,-,-,2,Sri Lanka,Rawalpindi,20 Nov 2025
T Musekiwa,DNB,-,-,-,-,2,Sri Lanka,Rawalpindi,20 Nov 2025
Junaid Aziz,DNB,-,-,-,-,1,Indonesia,Bali,21 Nov 2025
Fiaz Ahmed,DNB,-,-,-,-,1,Indonesia,Bali,21 Nov 2025
P Kurup,DNB,-,-,-,-,1,Indonesia,Bali,21 Nov 2025
Naveena Shetty,DNB,-,-,-,-,1,Indonesia,Bali,21 Nov 2025
Ahmad Ramdoni,DNB,-,-,-,-,2,Bahrain,Bali,21 Nov 2025
GD Arta,DNB,-,-,-,-,2,Bahrain,Bali,21 Nov 2025
GA Priandana,DNB,-,-,-,-,2,Bahrain,Bali,21 Nov 2025
AA Hawoe,DNB,-,-,-,-,2,Bahrain,Bali,21 Nov 2025
Babar Azam,DNB,-,-,-,-,1,Sri Lanka,Rawalpindi,22 Nov 2025
Fakhar Zaman,DNB,-,-,-,-,1,Sri Lanka,Rawalpindi,22 Nov 2025
Salman Agha,DNB,-,-,-,-,1,Sri Lanka,Rawalpindi,22 Nov 2025
Sahibzada Farhan,DNB,-,-,-,-,1,Sri Lanka,Rawalpindi,22 Nov 2025
Usman Khan,DNB,-,-,-,-,1,Sri Lanka,Rawalpindi,22 Nov 2025
MDKJ Perera,DNB,-,-,-,-,2,Pakistan,Rawalpindi,22 Nov 2025
BKG Mendis,DNB,-,-,-,-,2,Pakistan,Rawalpindi,22 Nov 2025
J Liyanage,DNB,-,-,-,-,2,Pakistan,Rawalpindi,22 Nov 2025
PHKD Mendis,DNB,-,-,-,-,2,Pakistan,Rawalpindi,22 Nov 2025
P Nissanka,DNB,-,-,-,-,2,Pakistan,Rawalpindi,22 Nov 2025
K Mishara,DNB,-,-,-,-,2,Pakistan,Rawalpindi,22 Nov 2025
BRM Taylor,DNB,-,-,-,-,1,Pakistan,Rawalpindi,23 Nov 2025
T Marumani,DNB,-,-,-,-,1,Pakistan,Rawalpindi,23 Nov 2025
BJ Bennett,DNB,-,-,-,-,1,Pakistan,Rawalpindi,23 Nov 2025
T Munyonga,DNB,-,-,-,-,1,Pakistan,Rawalpindi,23 Nov 2025
T Musekiwa,DNB,-,-,-,-,1,Pakistan,Rawalpindi,23 Nov 2025
Babar Azam,DNB,-,-,-,-,2,Zimbabwe,Rawalpindi,23 Nov 2025
Fakhar Zaman,DNB,-,-,-,-,2,Zimbabwe,Rawalpindi,23 Nov 2025
Salman Agha,DNB,-,-,-,-,2,Zimbabwe,Rawalpindi,23 Nov 2025
Sahibzada Farhan,DNB,-,-,-,-,2,Zimbabwe,Rawalpindi,23 Nov 2025
Usman Khan,DNB,-,-,-,-,2,Zimbabwe,Rawalpindi,23 Nov 2025
Saim Ayub,DNB,-,-,-,-,2,Zimbabwe,Rawalpindi,23 Nov 2025
N Senamontree,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
K Senamontree,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
C Pengkumta,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
P Suanchuai,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
Y Saranonnakkun,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
P Thongsa,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
N Nuntarach,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
S Rungrueang,TDNB,-,-,-,-,-,Malaysia,Kuala Lumpur,24 Nov 2025
