Player,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
Iqbal Hossain,DNB,-,-,-,-,1,Norway,Kerava,31 Jul 2022
Ali Saleem,DNB,-,-,-,-,2,Austria,Kerava,31 Jul 2022
Ansar Iqbal,DNB,-,-,-,-,2,Austria,Kerava,31 Jul 2022
KD Abeyrathna,DNB,-,-,-,-,2,Austria,Kerava,31 Jul 2022
Sher Sahak,DNB,-,-,-,-,2,Austria,Kerava,31 Jul 2022
RHO Saunders,DNB,-,-,-,-,2,Austria,Kerava,31 Jul 2022
Arjun Vinod,DNB,-,-,-,-,1,Luxembourg,Vantaa,31 Jul 2022
Noorkhan Ahmedi,DNB,-,-,-,-,1,Luxembourg,Vantaa,31 Jul 2022
NK Aneesh Kumar,DNB,-,-,-,-,1,Luxembourg,Vantaa,31 Jul 2022
Sathya Narayanan,DNB,-,-,-,-,1,Luxembourg,Vantaa,31 Jul 2022
Azeem Nazir,DNB,-,-,-,-,1,Luxembourg,Vantaa,31 Jul 2022
J Mees,DNB,-,-,-,-,2,Switzerland,Vantaa,31 Jul 2022
J Barker,DNB,-,-,-,-,2,Switzerland,Vantaa,31 Jul 2022
TC Barker,DNB,-,-,-,-,2,Switzerland,Vantaa,31 Jul 2022
WJ Cope,DNB,-,-,-,-,2,Switzerland,Vantaa,31 Jul 2022
Anoop Orsu,DNB,-,-,-,-,2,Switzerland,Vantaa,31 Jul 2022
DJ Malan,DNB,-,-,-,-,1,South Africa,Southampton,31 Jul 2022
JM Bairstow,DNB,-,-,-,-,1,South Africa,Southampton,31 Jul 2022
JJ Roy,DNB,-,-,-,-,1,South Africa,Southampton,31 Jul 2022
JC Buttler,DNB,-,-,-,-,1,South Africa,Southampton,31 Jul 2022
LS Livingstone,DNB,-,-,-,-,1,South Africa,Southampton,31 Jul 2022
RR Hendricks,DNB,-,-,-,-,2,England,Southampton,31 Jul 2022
RR Rossouw,DNB,-,-,-,-,2,England,Southampton,31 Jul 2022
DA Miller,DNB,-,-,-,-,2,England,Southampton,31 Jul 2022
Q de Kock,DNB,-,-,-,-,2,England,Southampton,31 Jul 2022
T Stubbs,DNB,-,-,-,-,2,England,Southampton,31 Jul 2022
DC Thomas,DNB,-,-,-,-,1,India,Basseterre,1 Aug 2022
KR Mayers,DNB,-,-,-,-,1,India,Basseterre,1 Aug 2022
N Pooran,DNB,-,-,-,-,1,India,Basseterre,1 Aug 2022
SO Hetmyer,DNB,-,-,-,-,1,India,Basseterre,1 Aug 2022
BA King,DNB,-,-,-,-,1,India,Basseterre,1 Aug 2022
R Powell,DNB,-,-,-,-,1,India,Basseterre,1 Aug 2022
KD Karthik,DNB,-,-,-,-,2,West Indies,Basseterre,1 Aug 2022
RG Sharma,DNB,-,-,-,-,2,West Indies,Basseterre,1 Aug 2022
SA Yadav,DNB,-,-,-,-,2,West Indies,Basseterre,1 Aug 2022
SS Iyer,DNB,-,-,-,-,2,West Indies,Basseterre,1 Aug 2022
RR Pant,DNB,-,-,-,-,2,West Indies,Basseterre,1 Aug 2022
Anamul Haque,DNB,-,-,-,-,1,Zimbabwe,Harare,2 Aug 2022
Litton Das,DNB,-,-,-,-,1,Zimbabwe,Harare,2 Aug 2022
Najmul Hossain Shanto,DNB,-,-,-,-,1,Zimbabwe,Harare,2 Aug 2022
Afif Hossain,DNB,-,-,-,-,1,Zimbabwe,Harare,2 Aug 2022
Parvez Hossain Emon,DNB,-,-,-,-,1,Zimbabwe,Harare,2 Aug 2022
CR Ervine,DNB,-,-,-,-,2,Bangladesh,Harare,2 Aug 2022
RW Chakabva,DNB,-,-,-,-,2,Bangladesh,Harare,2 Aug 2022
RP Burl,DNB,-,-,-,-,2,Bangladesh,Harare,2 Aug 2022
M Shumba,DNB,-,-,-,-,2,Bangladesh,Harare,2 Aug 2022
KD Karthik,DNB,-,-,-,-,1,West Indies,Basseterre,2 Aug 2022
RG Sharma,DNB,-,-,-,-,1,West Indies,Basseterre,2 Aug 2022
SA Yadav,DNB,-,-,-,-,1,West Indies,Basseterre,2 Aug 2022
SS Iyer,DNB,-,-,-,-,1,West Indies,Basseterre,2 Aug 2022
RR Pant,DNB,-,-,-,-,1,West Indies,Basseterre,2 Aug 2022
DC Thomas,DNB,-,-,-,-,2,India,Basseterre,2 Aug 2022
KR Mayers,DNB,-,-,-,-,2,India,Basseterre,2 Aug 2022
N Pooran,DNB,-,-,-,-,2,India,Basseterre,2 Aug 2022
SO Hetmyer,DNB,-,-,-,-,2,India,Basseterre,2 Aug 2022
BA King,DNB,-,-,-,-,2,India,Basseterre,2 Aug 2022
R Powell,DNB,-,-,-,-,2,India,Basseterre,2 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,South Africa,Bristol,3 Aug 2022
PR Stirling,DNB,-,-,-,-,1,South Africa,Bristol,3 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,South Africa,Bristol,3 Aug 2022
HT Tector,DNB,-,-,-,-,1,South Africa,Bristol,3 Aug 2022
RR Hendricks,DNB,-,-,-,-,2,Ireland,Bristol,3 Aug 2022
HE van der Dussen,DNB,-,-,-,-,2,Ireland,Bristol,3 Aug 2022
Q de Kock,DNB,-,-,-,-,2,Ireland,Bristol,3 Aug 2022
H Klaasen,DNB,-,-,-,-,2,Ireland,Bristol,3 Aug 2022
T Stubbs,DNB,-,-,-,-,2,Ireland,Bristol,3 Aug 2022
AK Markram,DNB,-,-,-,-,2,Ireland,Bristol,3 Aug 2022
SJ Myburgh,DNB,-,-,-,-,1,New Zealand,The Hague,4 Aug 2022
MP O'Dowd,DNB,-,-,-,-,1,New Zealand,The Hague,4 Aug 2022
SA Edwards,DNB,-,-,-,-,1,New Zealand,The Hague,4 Aug 2022
AT Nidamanuru,DNB,-,-,-,-,1,New Zealand,The Hague,4 Aug 2022
MJ Guptill,DNB,-,-,-,-,2,Netherlands,The Hague,4 Aug 2022
DJ Mitchell,DNB,-,-,-,-,2,Netherlands,The Hague,4 Aug 2022
D Cleaver,DNB,-,-,-,-,2,Netherlands,The Hague,4 Aug 2022
GD Phillips,DNB,-,-,-,-,2,Netherlands,The Hague,4 Aug 2022
FH Allen,DNB,-,-,-,-,2,Netherlands,The Hague,4 Aug 2022
MJ Guptill,DNB,-,-,-,-,1,Netherlands,The Hague,5 Aug 2022
DJ Mitchell,DNB,-,-,-,-,1,Netherlands,The Hague,5 Aug 2022
D Cleaver,DNB,-,-,-,-,1,Netherlands,The Hague,5 Aug 2022
GD Phillips,DNB,-,-,-,-,1,Netherlands,The Hague,5 Aug 2022
FH Allen,DNB,-,-,-,-,1,Netherlands,The Hague,5 Aug 2022
SJ Myburgh,DNB,-,-,-,-,2,New Zealand,The Hague,5 Aug 2022
MP O'Dowd,DNB,-,-,-,-,2,New Zealand,The Hague,5 Aug 2022
SA Edwards,DNB,-,-,-,-,2,New Zealand,The Hague,5 Aug 2022
Vikramjit Singh,DNB,-,-,-,-,2,New Zealand,The Hague,5 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,South Africa,Bristol,5 Aug 2022
PR Stirling,DNB,-,-,-,-,1,South Africa,Bristol,5 Aug 2022
GH Dockrell,DNB,-,-,-,-,1,South Africa,Bristol,5 Aug 2022
C Campher,DNB,-,-,-,-,1,South Africa,Bristol,5 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,South Africa,Bristol,5 Aug 2022
HT Tector,DNB,-,-,-,-,1,South Africa,Bristol,5 Aug 2022
RR Hendricks,DNB,-,-,-,-,2,Ireland,Bristol,5 Aug 2022
DA Miller,DNB,-,-,-,-,2,Ireland,Bristol,5 Aug 2022
HE van der Dussen,DNB,-,-,-,-,2,Ireland,Bristol,5 Aug 2022
Q de Kock,DNB,-,-,-,-,2,Ireland,Bristol,5 Aug 2022
H Klaasen,DNB,-,-,-,-,2,Ireland,Bristol,5 Aug 2022
AK Markram,DNB,-,-,-,-,2,Ireland,Bristol,5 Aug 2022
DC Thomas,DNB,-,-,-,-,1,India,Lauderhill,6 Aug 2022
KR Mayers,DNB,-,-,-,-,1,India,Lauderhill,6 Aug 2022
N Pooran,DNB,-,-,-,-,1,India,Lauderhill,6 Aug 2022
SO Hetmyer,DNB,-,-,-,-,1,India,Lauderhill,6 Aug 2022
BA King,DNB,-,-,-,-,1,India,Lauderhill,6 Aug 2022
R Powell,DNB,-,-,-,-,1,India,Lauderhill,6 Aug 2022
KD Karthik,DNB,-,-,-,-,2,West Indies,Lauderhill,6 Aug 2022
RG Sharma,DNB,-,-,-,-,2,West Indies,Lauderhill,6 Aug 2022
SV Samson,DNB,-,-,-,-,2,West Indies,Lauderhill,6 Aug 2022
SA Yadav,DNB,-,-,-,-,2,West Indies,Lauderhill,6 Aug 2022
RR Pant,DNB,-,-,-,-,2,West Indies,Lauderhill,6 Aug 2022
SSJ Brooks,DNB,-,-,-,-,1,India,Lauderhill,7 Aug 2022
DC Thomas,DNB,-,-,-,-,1,India,Lauderhill,7 Aug 2022
N Pooran,DNB,-,-,-,-,1,India,Lauderhill,7 Aug 2022
SO Hetmyer,DNB,-,-,-,-,1,India,Lauderhill,7 Aug 2022
KD Karthik,DNB,-,-,-,-,2,West Indies,Lauderhill,7 Aug 2022
SV Samson,DNB,-,-,-,-,2,West Indies,Lauderhill,7 Aug 2022
DJ Hooda,DNB,-,-,-,-,2,West Indies,Lauderhill,7 Aug 2022
SS Iyer,DNB,-,-,-,-,2,West Indies,Lauderhill,7 Aug 2022
Ishan Kishan,DNB,-,-,-,-,2,West Indies,Lauderhill,7 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,Afghanistan,Belfast,9 Aug 2022
PR Stirling,DNB,-,-,-,-,1,Afghanistan,Belfast,9 Aug 2022
C Campher,DNB,-,-,-,-,1,Afghanistan,Belfast,9 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,Afghanistan,Belfast,9 Aug 2022
HT Tector,DNB,-,-,-,-,1,Afghanistan,Belfast,9 Aug 2022
Hashmatullah Shahidi,DNB,-,-,-,-,2,Ireland,Belfast,9 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,2,Ireland,Belfast,9 Aug 2022
Usman Ghani,DNB,-,-,-,-,2,Ireland,Belfast,9 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Ireland,Belfast,9 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Ireland,Belfast,9 Aug 2022
SSJ Brooks,DNB,-,-,-,-,1,New Zealand,Kingston,10 Aug 2022
DC Thomas,DNB,-,-,-,-,1,New Zealand,Kingston,10 Aug 2022
N Pooran,DNB,-,-,-,-,1,New Zealand,Kingston,10 Aug 2022
SO Hetmyer,DNB,-,-,-,-,1,New Zealand,Kingston,10 Aug 2022
R Powell,DNB,-,-,-,-,1,New Zealand,Kingston,10 Aug 2022
MJ Guptill,DNB,-,-,-,-,2,West Indies,Kingston,10 Aug 2022
KS Williamson,DNB,-,-,-,-,2,West Indies,Kingston,10 Aug 2022
JDS Neesham,DNB,-,-,-,-,2,West Indies,Kingston,10 Aug 2022
DP Conway,DNB,-,-,-,-,2,West Indies,Kingston,10 Aug 2022
DJ Mitchell,DNB,-,-,-,-,2,West Indies,Kingston,10 Aug 2022
GD Phillips,DNB,-,-,-,-,2,West Indies,Kingston,10 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,Afghanistan,Belfast,11 Aug 2022
PR Stirling,DNB,-,-,-,-,1,Afghanistan,Belfast,11 Aug 2022
GH Dockrell,DNB,-,-,-,-,1,Afghanistan,Belfast,11 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,Afghanistan,Belfast,11 Aug 2022
HT Tector,DNB,-,-,-,-,1,Afghanistan,Belfast,11 Aug 2022
Hashmatullah Shahidi,DNB,-,-,-,-,2,Ireland,Belfast,11 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,2,Ireland,Belfast,11 Aug 2022
Usman Ghani,DNB,-,-,-,-,2,Ireland,Belfast,11 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Ireland,Belfast,11 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Ireland,Belfast,11 Aug 2022
DK Mathias,DNB,-,-,-,-,1,Kuwait,Al Amerat,11 Aug 2022
J Chaturanga,DNB,-,-,-,-,1,Kuwait,Al Amerat,11 Aug 2022
Shahbaz Badar,DNB,-,-,-,-,1,Kuwait,Al Amerat,11 Aug 2022
Haider Butt,DNB,-,-,-,-,1,Kuwait,Al Amerat,11 Aug 2022
Umer Toor,DNB,-,-,-,-,1,Kuwait,Al Amerat,11 Aug 2022
R Sandaruwan,DNB,-,-,-,-,2,Bahrain,Al Amerat,11 Aug 2022
Bilal Tahir,DNB,-,-,-,-,2,Bahrain,Al Amerat,11 Aug 2022
Muhammad Kashif,DNB,-,-,-,-,2,Bahrain,Al Amerat,11 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,2,Bahrain,Al Amerat,11 Aug 2022
ED Silva,DNB,-,-,-,-,2,Bahrain,Al Amerat,11 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,Afghanistan,Belfast,12 Aug 2022
PR Stirling,DNB,-,-,-,-,1,Afghanistan,Belfast,12 Aug 2022
GH Dockrell,DNB,-,-,-,-,1,Afghanistan,Belfast,12 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,Afghanistan,Belfast,12 Aug 2022
HT Tector,DNB,-,-,-,-,1,Afghanistan,Belfast,12 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,2,Ireland,Belfast,12 Aug 2022
Usman Ghani,DNB,-,-,-,-,2,Ireland,Belfast,12 Aug 2022
Hazratullah Zazai,DNB,-,-,-,-,2,Ireland,Belfast,12 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Ireland,Belfast,12 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Ireland,Belfast,12 Aug 2022
SSJ Brooks,DNB,-,-,-,-,1,New Zealand,Kingston,12 Aug 2022
DC Thomas,DNB,-,-,-,-,1,New Zealand,Kingston,12 Aug 2022
N Pooran,DNB,-,-,-,-,1,New Zealand,Kingston,12 Aug 2022
SO Hetmyer,DNB,-,-,-,-,1,New Zealand,Kingston,12 Aug 2022
R Powell,DNB,-,-,-,-,1,New Zealand,Kingston,12 Aug 2022
MJ Guptill,DNB,-,-,-,-,2,West Indies,Kingston,12 Aug 2022
KS Williamson,DNB,-,-,-,-,2,West Indies,Kingston,12 Aug 2022
JDS Neesham,DNB,-,-,-,-,2,West Indies,Kingston,12 Aug 2022
DP Conway,DNB,-,-,-,-,2,West Indies,Kingston,12 Aug 2022
DJ Mitchell,DNB,-,-,-,-,2,West Indies,Kingston,12 Aug 2022
GD Phillips,DNB,-,-,-,-,2,West Indies,Kingston,12 Aug 2022
DK Mathias,DNB,-,-,-,-,1,Kuwait,Al Amerat,13 Aug 2022
J Chaturanga,DNB,-,-,-,-,1,Kuwait,Al Amerat,13 Aug 2022
Shahbaz Badar,DNB,-,-,-,-,1,Kuwait,Al Amerat,13 Aug 2022
Haider Butt,DNB,-,-,-,-,1,Kuwait,Al Amerat,13 Aug 2022
Umer Toor,DNB,-,-,-,-,1,Kuwait,Al Amerat,13 Aug 2022
R Sandaruwan,DNB,-,-,-,-,2,Bahrain,Al Amerat,13 Aug 2022
Muhammad Kashif,DNB,-,-,-,-,2,Bahrain,Al Amerat,13 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,2,Bahrain,Al Amerat,13 Aug 2022
Usman Patel,DNB,-,-,-,-,2,Bahrain,Al Amerat,13 Aug 2022
Adnan Idrees,DNB,-,-,-,-,1,Bahrain,Al Amerat,14 Aug 2022
R Sandaruwan,DNB,-,-,-,-,1,Bahrain,Al Amerat,14 Aug 2022
Muhammad Kashif,DNB,-,-,-,-,1,Bahrain,Al Amerat,14 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,1,Bahrain,Al Amerat,14 Aug 2022
Usman Patel,DNB,-,-,-,-,1,Bahrain,Al Amerat,14 Aug 2022
J Chaturanga,DNB,-,-,-,-,2,Kuwait,Al Amerat,14 Aug 2022
Muhammad Younis,DNB,-,-,-,-,2,Kuwait,Al Amerat,14 Aug 2022
Haider Butt,DNB,-,-,-,-,2,Kuwait,Al Amerat,14 Aug 2022
Umer Toor,DNB,-,-,-,-,2,Kuwait,Al Amerat,14 Aug 2022
SSJ Brooks,DNB,-,-,-,-,1,New Zealand,Kingston,14 Aug 2022
DC Thomas,DNB,-,-,-,-,1,New Zealand,Kingston,14 Aug 2022
SO Hetmyer,DNB,-,-,-,-,1,New Zealand,Kingston,14 Aug 2022
BA King,DNB,-,-,-,-,1,New Zealand,Kingston,14 Aug 2022
R Powell,DNB,-,-,-,-,1,New Zealand,Kingston,14 Aug 2022
MJ Guptill,DNB,-,-,-,-,2,West Indies,Kingston,14 Aug 2022
KS Williamson,DNB,-,-,-,-,2,West Indies,Kingston,14 Aug 2022
DP Conway,DNB,-,-,-,-,2,West Indies,Kingston,14 Aug 2022
DJ Mitchell,DNB,-,-,-,-,2,West Indies,Kingston,14 Aug 2022
GD Phillips,DNB,-,-,-,-,2,West Indies,Kingston,14 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,Afghanistan,Belfast,15 Aug 2022
PR Stirling,DNB,-,-,-,-,1,Afghanistan,Belfast,15 Aug 2022
GH Dockrell,DNB,-,-,-,-,1,Afghanistan,Belfast,15 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,Afghanistan,Belfast,15 Aug 2022
HT Tector,DNB,-,-,-,-,1,Afghanistan,Belfast,15 Aug 2022
Mohammad Nabi,DNB,-,-,-,-,2,Ireland,Belfast,15 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,2,Ireland,Belfast,15 Aug 2022
Sharafuddin Ashraf,DNB,-,-,-,-,2,Ireland,Belfast,15 Aug 2022
Hazratullah Zazai,DNB,-,-,-,-,2,Ireland,Belfast,15 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Ireland,Belfast,15 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Ireland,Belfast,15 Aug 2022
Adnan Idrees,DNB,-,-,-,-,1,Bahrain,Al Amerat,16 Aug 2022
R Sandaruwan,DNB,-,-,-,-,1,Bahrain,Al Amerat,16 Aug 2022
Muhammad Kashif,DNB,-,-,-,-,1,Bahrain,Al Amerat,16 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,1,Bahrain,Al Amerat,16 Aug 2022
Usman Patel,DNB,-,-,-,-,1,Bahrain,Al Amerat,16 Aug 2022
DK Mathias,DNB,-,-,-,-,2,Kuwait,Al Amerat,16 Aug 2022
J Chaturanga,DNB,-,-,-,-,2,Kuwait,Al Amerat,16 Aug 2022
Muhammad Younis,DNB,-,-,-,-,2,Kuwait,Al Amerat,16 Aug 2022
Umer Toor,DNB,-,-,-,-,2,Kuwait,Al Amerat,16 Aug 2022
A Balbirnie,DNB,-,-,-,-,1,Afghanistan,Belfast,17 Aug 2022
PR Stirling,DNB,-,-,-,-,1,Afghanistan,Belfast,17 Aug 2022
GH Dockrell,DNB,-,-,-,-,1,Afghanistan,Belfast,17 Aug 2022
LJ Tucker,DNB,-,-,-,-,1,Afghanistan,Belfast,17 Aug 2022
HT Tector,DNB,-,-,-,-,1,Afghanistan,Belfast,17 Aug 2022
Mohammad Nabi,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Najibullah Zadran,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Usman Ghani,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Hazratullah Zazai,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Azmatullah Omarzai,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Ibrahim Zadran,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Ireland,Belfast,17 Aug 2022
Shahbaz Badar,DNB,-,-,-,-,1,Kuwait,Al Amerat,17 Aug 2022
Muhammad Younis,DNB,-,-,-,-,1,Kuwait,Al Amerat,17 Aug 2022
Haider Butt,DNB,-,-,-,-,1,Kuwait,Al Amerat,17 Aug 2022
Umer Toor,DNB,-,-,-,-,1,Kuwait,Al Amerat,17 Aug 2022
R Sandaruwan,DNB,-,-,-,-,2,Bahrain,Al Amerat,17 Aug 2022
Bilal Tahir,DNB,-,-,-,-,2,Bahrain,Al Amerat,17 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,2,Bahrain,Al Amerat,17 Aug 2022
Usman Patel,DNB,-,-,-,-,2,Bahrain,Al Amerat,17 Aug 2022
ED Silva,DNB,-,-,-,-,2,Bahrain,Al Amerat,17 Aug 2022
R Gaznavi,DNB,-,-,-,-,1,Hong Kong,Al Amerat,20 Aug 2022
Aritra Dutta,DNB,-,-,-,-,1,Hong Kong,Al Amerat,20 Aug 2022
R Rohan,DNB,-,-,-,-,1,Hong Kong,Al Amerat,20 Aug 2022
Avi Dixit,DNB,-,-,-,-,1,Hong Kong,Al Amerat,20 Aug 2022
S Chandramohan,DNB,-,-,-,-,1,Hong Kong,Al Amerat,20 Aug 2022
Manpreet Singh,DNB,-,-,-,-,1,Hong Kong,Al Amerat,20 Aug 2022
Nizakat Khan,DNB,-,-,-,-,2,Singapore,Al Amerat,20 Aug 2022
Zeeshan Ali,DNB,-,-,-,-,2,Singapore,Al Amerat,20 Aug 2022
SS McKechnie,DNB,-,-,-,-,2,Singapore,Al Amerat,20 Aug 2022
Babar Hayat,DNB,-,-,-,-,2,Singapore,Al Amerat,20 Aug 2022
Adnan Idrees,DNB,-,-,-,-,1,U.A.E.,Al Amerat,21 Aug 2022
R Sandaruwan,DNB,-,-,-,-,1,U.A.E.,Al Amerat,21 Aug 2022
Bilal Tahir,DNB,-,-,-,-,1,U.A.E.,Al Amerat,21 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,1,U.A.E.,Al Amerat,21 Aug 2022
Usman Patel,DNB,-,-,-,-,1,U.A.E.,Al Amerat,21 Aug 2022
CP Rizwan,DNB,-,-,-,-,2,Kuwait,Al Amerat,21 Aug 2022
Chirag Suri,DNB,-,-,-,-,2,Kuwait,Al Amerat,21 Aug 2022
V Aravind,DNB,-,-,-,-,2,Kuwait,Al Amerat,21 Aug 2022
Zawar Farid,DNB,-,-,-,-,2,Kuwait,Al Amerat,21 Aug 2022
Muhammad Waseem,DNB,-,-,-,-,2,Kuwait,Al Amerat,21 Aug 2022
R Gaznavi,DNB,-,-,-,-,1,U.A.E.,Al Amerat,22 Aug 2022
Aritra Dutta,DNB,-,-,-,-,1,U.A.E.,Al Amerat,22 Aug 2022
Avi Dixit,DNB,-,-,-,-,1,U.A.E.,Al Amerat,22 Aug 2022
Aman Desai,DNB,-,-,-,-,1,U.A.E.,Al Amerat,22 Aug 2022
S Chandramohan,DNB,-,-,-,-,1,U.A.E.,Al Amerat,22 Aug 2022
CP Rizwan,DNB,-,-,-,-,2,Singapore,Al Amerat,22 Aug 2022
Chirag Suri,DNB,-,-,-,-,2,Singapore,Al Amerat,22 Aug 2022
Aryan Lakra,DNB,-,-,-,-,2,Singapore,Al Amerat,22 Aug 2022
V Aravind,DNB,-,-,-,-,2,Singapore,Al Amerat,22 Aug 2022
Muhammad Waseem,DNB,-,-,-,-,2,Singapore,Al Amerat,22 Aug 2022
Nizakat Khan,DNB,-,-,-,-,1,Kuwait,Al Amerat,23 Aug 2022
Zeeshan Ali,DNB,-,-,-,-,1,Kuwait,Al Amerat,23 Aug 2022
SS McKechnie,DNB,-,-,-,-,1,Kuwait,Al Amerat,23 Aug 2022
Babar Hayat,DNB,-,-,-,-,1,Kuwait,Al Amerat,23 Aug 2022
R Sandaruwan,DNB,-,-,-,-,2,Hong Kong,Al Amerat,23 Aug 2022
Bilal Tahir,DNB,-,-,-,-,2,Hong Kong,Al Amerat,23 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,2,Hong Kong,Al Amerat,23 Aug 2022
Usman Patel,DNB,-,-,-,-,2,Hong Kong,Al Amerat,23 Aug 2022
R Sandaruwan,DNB,-,-,-,-,1,Singapore,Al Amerat,24 Aug 2022
Ali Zaheer,DNB,-,-,-,-,1,Singapore,Al Amerat,24 Aug 2022
Bilal Tahir,DNB,-,-,-,-,1,Singapore,Al Amerat,24 Aug 2022
Meet Bhavsar,DNB,-,-,-,-,1,Singapore,Al Amerat,24 Aug 2022
Usman Patel,DNB,-,-,-,-,1,Singapore,Al Amerat,24 Aug 2022
ED Silva,DNB,-,-,-,-,1,Singapore,Al Amerat,24 Aug 2022
R Gaznavi,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
Aritra Dutta,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
U Aryaman Sunil,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
Avi Dixit,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
Aman Desai,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
S Chandramohan,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
A Bhargava,DNB,-,-,-,-,2,Kuwait,Al Amerat,24 Aug 2022
Nizakat Khan,DNB,-,-,-,-,1,U.A.E.,Al Amerat,24 Aug 2022
Zeeshan Ali,DNB,-,-,-,-,1,U.A.E.,Al Amerat,24 Aug 2022
KD Shah,DNB,-,-,-,-,1,U.A.E.,Al Amerat,24 Aug 2022
SS McKechnie,DNB,-,-,-,-,1,U.A.E.,Al Amerat,24 Aug 2022
Babar Hayat,DNB,-,-,-,-,1,U.A.E.,Al Amerat,24 Aug 2022
Kashif Daud,DNB,-,-,-,-,2,Hong Kong,Al Amerat,24 Aug 2022
CP Rizwan,DNB,-,-,-,-,2,Hong Kong,Al Amerat,24 Aug 2022
Chirag Suri,DNB,-,-,-,-,2,Hong Kong,Al Amerat,24 Aug 2022
Aryan Lakra,DNB,-,-,-,-,2,Hong Kong,Al Amerat,24 Aug 2022
V Aravind,DNB,-,-,-,-,2,Hong Kong,Al Amerat,24 Aug 2022
Muhammad Waseem,DNB,-,-,-,-,2,Hong Kong,Al Amerat,24 Aug 2022
G Malla,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),25 Aug 2022
Aarif Sheikh,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),25 Aug 2022
Aasif Sheikh,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),25 Aug 2022
RK Paudel,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),25 Aug 2022
CO Obuya,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),25 Aug 2022
RR Patel,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),25 Aug 2022
AA Obanda,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),25 Aug 2022
IA Karim,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),25 Aug 2022
SR Bhudia,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),25 Aug 2022
G Malla,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),26 Aug 2022
Aarif Sheikh,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),26 Aug 2022
Aasif Sheikh,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),26 Aug 2022
RK Paudel,DNB,-,-,-,-,1,Kenya,Nairobi (Gym),26 Aug 2022
CO Obuya,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),26 Aug 2022
RR Patel,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),26 Aug 2022
AA Obanda,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),26 Aug 2022
IA Karim,DNB,-,-,-,-,2,Nepal,Nairobi (Gym),26 Aug 2022
