Player,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
N Wijesekera,1,1,1,0,0,100.0,1,Luxembourg,Vinor,2022-07-09
IA De Silva,1,1,1,0,0,100.0,1,Serbia,Belgrade,2022-07-09
Avesh Khan,1,1,1,0,0,100.0,2,England,Nottingham,2022-07-10
RP Burl,1,1,1,0,0,100.0,1,Singapore,Bulawayo,2022-07-11
A Krishna,1,1,1,0,0,100.0,2,Zimbabwe,Bulawayo,2022-07-11
C Kyewuta,1,1,1,0,0,100.0,2,Hong Kong,Bulawayo,2022-07-11
FJ Klaassen,1,1,1,0,0,100.0,1,P.N.G.,Bulawayo,2022-07-11
SA Edwards,1,1,1,0,0,100.0,2,Hong Kong,Bulawayo,2022-07-12
Mohammad Asaduzzaman,1,1,1,0,0,100.0,1,Sweden,Vantaa,2022-07-12
Ijaz Hussain,1,1,1,0,0,100.0,1,Turkey,Kerava,2022-07-12
Iftekar Jaman,1,1,4,0,0,25.0,1,Romania,Vantaa,2022-07-13
R Mazumder,1,1,1,0,0,100.0,1,Romania,Vantaa,2022-07-13
C Zavoiu,1,1,2,0,0,50.0,2,Cyprus,Vantaa,2022-07-13
Bilal Hassun,1,1,5,0,0,20.0,2,Netherlands,Bulawayo,2022-07-14
AR Puri,1,1,1,0,0,100.0,1,Hong Kong,Bulawayo,2022-07-15
Zeeshan Ali,1,1,2,0,0,50.0,2,Singapore,Bulawayo,2022-07-15
RJG Palmer,1,1,2,0,0,50.0,2,Uganda,Bulawayo,2022-07-15
J Theron,1,1,1,0,0,100.0,1,Netherlands,Bulawayo,2022-07-15
SN Pathirana,1,1,4,0,0,25.0,1,Turkey,Vantaa,2022-07-16
Bilal Hassun,1,1,1,0,0,100.0,1,Hong Kong,Bulawayo,2022-07-17
Aftab Hussain,1,1,1,0,0,100.0,2,Uganda,Bulawayo,2022-07-17
V Baskaran,1,1,3,0,0,33.33,1,Jersey,Bulawayo,2022-07-17
R Ngarava,1,1,1,0,0,100.0,1,Netherlands,Bulawayo,2022-07-17
Shariz Ahmad,1,1,1,0,0,100.0,2,Zimbabwe,Bulawayo,2022-07-17
JDS Neesham,1,1,2,0,0,50.0,1,Ireland,Belfast,2022-07-20
A Nathwani,1,1,1,0,0,100.0,1,Luxembourg,Vantaa,2022-07-24
Abdul Rahman,1,1,2,0,0,50.0,1,Czech Rep.,Kerava,2022-07-24
NL Ujawe,1,1,1,0,0,100.0,2,Austria,Kerava,2022-07-25
MH Oman,1,1,1,0,0,100.0,1,Bulgaria,Vantaa,2022-07-27
Asad Ali Rehemtulla,1,1,1,0,0,100.0,2,Slovenia,Vantaa,2022-07-27
Qamar Mushtaque,1,1,1,0,0,100.0,2,France,Kerava,2022-07-27
SM Curran,1,1,1,0,0,100.0,1,South Africa,Bristol,2022-07-27
L Ngidi,1,1,2,0,0,50.0,2,England,Bristol,2022-07-27
NL Ujawe,1,1,1,0,0,100.0,1,Guernsey,Kerava,2022-07-28
RJW Topley,1,1,1,0,0,100.0,2,South Africa,Cardiff,2022-07-28
DK Pallekonda,1,1,1,0,0,100.0,2,Luxembourg,Vantaa,2022-07-30
A Paul,1,1,1,0,0,100.0,2,France,Kerava,2022-07-30
S Kubheka,1,1,1,0,0,100.0,2,Mozambique,Malkerns,2022-07-31
WA Peatfield,1,1,2,0,0,50.0,1,France,Kerava,2022-07-31
Arshdeep Singh,1,1,1,0,0,100.0,1,West Indies,Basseterre,2022-08-01
VM Nyauchi,1,1,3,0,0,33.33,1,Bangladesh,Harare,2022-08-02
JO Holder,1,1,1,0,0,100.0,1,India,Basseterre,2022-08-02
C Floyd,1,1,1,0,0,100.0,2,New Zealand,The Hague,2022-08-04
Avesh Khan,1,1,2,0,0,50.0,1,West Indies,Lauderhill,2022-08-07
Naveen-ul-Haq,1,1,1,0,0,100.0,1,Ireland,Belfast,2022-08-09
Mujeeb Ur Rahman,1,1,2,0,0,50.0,1,Ireland,Belfast,2022-08-11
Shahid Mahmood,1,1,1,0,0,100.0,2,Kuwait,Al Amerat,2022-08-13
S Veerapathiran,1,1,2,0,0,50.0,1,Kuwait,Al Amerat,2022-08-14
AR Puri,1,1,4,0,0,25.0,1,Kuwait,Al Amerat,2022-08-24
D Madushanka,1,1,2,0,0,50.0,1,Afghanistan,Dubai (DICS),2022-08-27
KD Karthik,1,1,1,0,0,100.0,2,Pakistan,Dubai (DICS),2022-08-28
Vraj Patel,1,1,1,0,0,100.0,1,Nepal,Nairobi (Gym),2022-08-29
Arshdeep Singh,1,1,1,0,0,100.0,1,Sri Lanka,Dubai (DICS),2022-09-06
Fareed Ahmad,1,1,5,0,0,20.0,2,India,Dubai (DICS),2022-09-08
AJ Michael,1,1,15,0,0,6.66,2,Cook Islands,Port vila,2022-09-09
N Nipiko,1,1,5,0,0,20.0,1,Cook Islands,Port vila,2022-09-11
S Sola,1,1,1,0,0,100.0,1,Fiji,Port vila,2022-09-11
JD Baker,1,1,3,0,0,33.33,1,Cook Islands,Port vila,2022-09-13
DE Roache,1,1,1,0,0,100.0,2,Fiji,Port vila,2022-09-15
J Rasu,1,1,1,0,0,100.0,1,Cook Islands,Port vila,2022-09-15
AB Mengoumou,1,1,1,0,0,100.0,1,Malawi,Benoni,2022-09-15
Gagandeep Singh,1,1,1,0,0,100.0,1,Mozambique,Benoni,2022-09-16
HA Chohan,1,1,1,0,0,100.0,2,Kenya,Benoni,2022-09-17
LA Simango,1,1,6,0,0,16.66,2,Uganda,Benoni,2022-09-18
AN Aminou,1,1,2,0,0,50.0,1,Kenya,Benoni,2022-09-19
M Yunusu Issa,1,1,1,0,0,100.0,1,Malawi,Benoni,2022-09-20
KD Karthik,1,1,1,0,0,100.0,2,Australia,Hyderabad,2022-09-25
Mohammad Nawaz,1,1,1,0,0,100.0,1,England,Karachi,2022-09-25
Haris Rauf,1,1,1,0,0,100.0,2,England,Lahore,2022-10-02
Y Cariah,1,1,2,0,0,50.0,1,Australia,Carrara,2022-10-05
Hasan Mahmud,1,1,2,0,0,50.0,2,Pakistan,Christchurch,2022-10-07
PJ Cummins,1,1,2,0,0,50.0,1,West Indies,Brisbane,2022-10-07
TG Southee,1,1,2,0,0,50.0,1,Pakistan,Christchurch,2022-10-08
RM Koda,1,1,1,0,0,100.0,2,Japan,Sano,2022-10-09
Hasan Mahmud,1,1,1,0,0,100.0,1,New Zealand,Christchurch,2022-10-09
R Drake,1,1,1,0,0,100.0,1,Indonesia,Sano,2022-10-11
Mohammad Wasim,1,1,2,0,0,50.0,1,New Zealand,Christchurch,2022-10-11
Mohammad Saifuddin,1,1,1,0,0,100.0,1,Pakistan,Christchurch,2022-10-13
MG Bracewell,1,1,4,0,0,25.0,1,Pakistan,Christchurch,2022-10-14
Ahmad Ramdoni,1,1,2,0,0,50.0,1,South Korea,Sano,2022-10-15
R Sakurano-Thomas,1,1,3,0,0,33.33,2,Indonesia,Sano,2022-10-16
S Ravichandran,1,1,3,0,0,33.33,2,South Korea,Sano,2022-10-17
Pramod Madushan,1,1,1,0,0,100.0,1,U.A.E.,Geelong,2022-10-18
PVD Chameera,1,1,1,0,0,100.0,1,U.A.E.,Geelong,2022-10-18
Zahoor Khan,1,1,1,0,0,100.0,2,Sri Lanka,Geelong,2022-10-18
OF Smith,1,1,2,0,0,50.0,1,Zimbabwe,Hobart,2022-10-19
B Muzarabani,1,1,4,0,0,25.0,2,West Indies,Hobart,2022-10-19
BM Scholtz,1,1,1,0,0,100.0,2,U.A.E.,Geelong,2022-10-20
JR Hazlewood,1,1,1,0,0,100.0,2,New Zealand,Sydney,2022-10-22
R Ashwin,1,1,1,0,0,100.0,2,Pakistan,Melbourne,2022-10-23
LS Livingstone,1,1,2,0,0,50.0,2,Ireland,Melbourne,2022-10-26
Yasir Ali,1,1,1,0,0,100.0,1,Zimbabwe,Brisbane,2022-10-30
YM Nkanya,1,1,2,0,0,50.0,1,Rwanda,Dar-es-Salaam,2022-10-31
T Shamsi,1,1,1,0,0,100.0,2,Pakistan,Sydney,2022-11-03
TG Southee,1,1,2,0,0,50.0,1,Ireland,Adelaide,2022-11-04
A Zampa,1,1,1,0,0,100.0,1,Afghanistan,Adelaide,2022-11-04
E Sebareme,1,1,3,0,0,33.33,1,Tanzania,Dar-es-Salaam,2022-11-05
I Ntirenganya,1,1,7,0,0,14.28,1,Tanzania,Dar-es-Salaam,2022-11-06
Haris Rauf,1,1,1,0,0,100.0,1,England,Melbourne,2022-11-13
LS Livingstone,1,1,1,0,0,100.0,2,Pakistan,Melbourne,2022-11-13
Sandeep Goud,1,1,1,0,0,100.0,2,Saudi Arabia,Al Amerat,2022-11-17
Y Mitari,1,1,1,0,0,100.0,1,St Helena,Rwanda,2022-11-18
Ishtiaq Ahmad,1,1,1,0,0,100.0,2,Canada,Al Amerat,2022-11-19
B Kumar,1,1,1,0,0,100.0,1,New Zealand,Mount Maunganui,2022-11-20
LH Ferguson,1,1,1,0,0,100.0,2,India,Mount Maunganui,2022-11-20
IA Karim,1,1,3,0,0,33.33,2,Rwanda,Rwanda,2022-11-20
D Jakiel,1,1,1,0,0,100.0,1,Mali,Rwanda,2022-11-21
L Sanogo,1,1,2,0,0,50.0,2,Malawi,Rwanda,2022-11-21
Atif-Ur-Rehman,1,1,1,0,0,100.0,1,Bahrain,Al Amerat,2022-11-21
R Nehonde,1,1,3,0,0,33.33,2,Mali,Rwanda,2022-11-22
MV Matsau,1,1,1,0,0,100.0,2,St Helena,Kigali,2022-11-22
DL Richards,1,1,1,0,0,100.0,1,Malawi,Rwanda,2022-11-24
B Maphosa,1,1,2,0,0,50.0,1,Kenya,Rwanda,2022-11-24
G Bakiweyem,1,1,2,0,0,50.0,1,Eswatini,Kigali,2022-12-01
R Coker,1,1,4,0,0,25.0,1,Tanzania,Rwanda,2022-12-01
AE Isesele,1,1,2,0,0,50.0,2,Mozambique,Rwanda,2022-12-01
RD Atangana,1,1,1,0,0,100.0,1,Nigeria,Rwanda,2022-12-05
AM Kimote,1,1,1,0,0,100.0,1,Eswatini,Rwanda,2022-12-06
R Bakum,1,1,1,0,0,100.0,1,Gambia,Rwanda,2022-12-08
LI Salomone,1,1,2,0,0,50.0,1,Gambia,Kigali,2022-12-08
RD Atangana,1,1,6,0,0,16.66,2,Tanzania,Kigali,2022-12-09
Waseeq Ahmed,1,1,1,0,0,100.0,2,Malaysia,Bangi,2022-12-15
VN Veetil,1,1,1,0,0,100.0,2,Singapore,Bangi,2022-12-15
J Baguma,1,1,1,0,0,100.0,1,Tanzania,Rwanda,2022-12-15
AA Hussein,1,1,1,0,0,100.0,2,Uganda,Rwanda,2022-12-15
V Baskaran,1,1,3,0,0,33.33,2,Bahrain,Bangi,2022-12-16
Waseeq Ahmed,1,1,2,0,0,50.0,1,Qatar,Bangi,2022-12-18
I Ntirenganya,1,1,1,0,0,100.0,1,Tanzania,Rwanda,2022-12-18
SA Jumbe,1,1,1,0,0,100.0,2,Rwanda,Rwanda,2022-12-18
Junaid Aziz,1,1,2,0,0,50.0,1,Malaysia,Bangi,2022-12-19
Ahmed Faiz,1,1,1,0,0,100.0,2,Bahrain,Bangi,2022-12-19
K Irakoze,1,1,6,0,0,16.66,1,Uganda,Rwanda,2022-12-20
D Ndikubwimana,1,1,5,0,0,20.0,2,Tanzania,Rwanda,2022-12-22
I Ntirenganya,1,1,2,0,0,50.0,2,Tanzania,Rwanda,2022-12-22
Syed Rehmatullah,1,1,2,0,0,50.0,1,Bahrain,Bangi,2022-12-23
I Ntirenganya,1,1,2,0,0,50.0,2,Uganda,Rwanda,2022-12-23
Umran Malik,1,1,1,0,0,100.0,2,Sri Lanka,Pune,2023-01-05
TL Chatara,1,1,2,0,0,50.0,1,Ireland,Harare,2023-01-14
B White,1,1,1,0,0,100.0,1,Zimbabwe,Harare,2023-01-15
Aayan Afzal Khan,1,1,1,0,0,100.0,1,Afghanistan,Abu Dhabi,2023-02-19
JE Pitcher,1,1,4,0,0,25.0,1,Argentina,Buenos Aires,2023-02-22
C Munoz-Mills,1,1,1,0,0,100.0,1,Isle of Man,Cartagena,2023-02-24
E Walker,1,1,1,0,0,100.0,1,Spain,Cartagena,2023-02-26
KB Ahir,1,1,1,0,0,100.0,1,Bahamas,Buenos Aires,2023-02-26
D Wheatley,1,1,8,0,0,12.5,2,Cayman,Buenos Aires,2023-02-28
S Vijay Unni,1,1,2,0,0,50.0,1,Bahrain,Mong Kok,2023-03-09
Shahid Wasif,1,1,1,0,0,100.0,1,Malaysia,Mong Kok,2023-03-12
AU Rashid,1,1,2,0,0,50.0,1,Bangladesh,Mirpur,2023-03-12
Obed Yosef,1,1,3,0,0,33.33,1,Fiji,Suva,2023-03-17
C Campher,1,1,2,0,0,50.0,2,Bangladesh,Chattogram,2023-03-27
Fazalhaq Farooqi,1,1,2,0,0,50.0,2,Pakistan,Sharjah,2023-03-27
HB Shipley,1,1,1,0,0,100.0,2,Sri Lanka,Auckland,2023-04-02
CAK Rajitha,1,1,1,0,0,100.0,1,New Zealand,Dunedin,2023-04-05
K Mirpuri,1,1,2,0,0,50.0,1,Portugal,Albergaria,2023-04-11
HB Shipley,1,1,1,0,0,100.0,2,Pakistan,Lahore,2023-04-15
Faheem Ashraf,1,1,1,0,0,100.0,1,New Zealand,Rawalpindi,2023-04-24
K Senamontree,1,1,2,0,0,50.0,1,Malaysia,Phnom Penh,2023-05-04
A Krishna,1,1,3,0,0,33.33,2,Cambodia,Phnom Penh,2023-05-04
D Marks,1,1,1,0,0,100.0,2,Portugal,Gibraltar,2023-05-04
A Bishnoi,1,1,2,0,0,50.0,2,Gibraltar,Gibraltar,2023-05-05
Fazil Rahman,1,1,2,0,0,50.0,2,Gibraltar,Gibraltar,2023-05-05
S Bodha,1,1,1,0,0,100.0,1,Malta,Gibraltar,2023-05-06
J Horrocks,1,1,1,0,0,100.0,1,Portugal,Gibraltar,2023-05-06
M Machado,1,1,2,0,0,50.0,2,Gibraltar,Gibraltar,2023-05-06
RF Hutton,1,1,1,0,0,100.0,2,Cambodia,Phnom Penh,2023-05-10
AR Prasad,1,1,1,0,0,100.0,1,Malaysia,Phnom Penh,2023-05-11
Musa Shaheen,1,1,1,0,0,100.0,1,Finland,Brondby,2023-05-18
A Limdawala,1,1,1,0,0,100.0,1,Eswatini,Benoni,2023-05-27
Umair Qasim,1,1,1,0,0,100.0,2,Botswana,Benoni,2023-05-29
Sajad Ahmadzai,1,1,2,0,0,50.0,1,Germany,Krefeld,2023-06-10
V Marghashayam,1,1,1,0,0,100.0,1,Hungary,Vinor,2023-06-10
BP Adapaka,1,1,1,0,0,100.0,1,Czech Rep.,Vinor,2023-06-11
Naveed Ahmed,1,1,3,0,0,33.33,2,Hungary,Vinor,2023-06-11
AR Ramjani,1,1,1,0,0,100.0,2,Botswana,Nairobi (Gym),2023-06-17
H Ssenyondo,1,1,1,0,0,100.0,1,Kenya,Nairobi (Gym),2023-06-21
NR Johns-Wickberg,1,1,3,0,0,33.33,1,Turkey,Sofia,2023-06-23
Aqib Iqbal,1,1,1,0,0,100.0,1,Isle of Man,Castletown,2023-07-09
J Shaju,1,1,5,0,0,20.0,1,France,Marsa,2023-07-10
Noman Amjad,1,1,3,0,0,33.33,1,Luxembourg,Marsa,2023-07-11
A Nanda,1,1,1,0,0,100.0,2,France,Marsa,2023-07-11
A Dhingra,1,1,1,0,0,100.0,1,France,Marsa,2023-07-12
Gaurav Mishra,1,1,1,0,0,100.0,1,Luxembourg,Marsa,2023-07-15
Ali Nayyer,1,1,1,0,0,100.0,2,Malta,Marsa,2023-07-15
A Dhingra,1,1,1,0,0,100.0,1,Romania,Marsa,2023-07-16
Mujeeb Ur Rahman,1,1,1,0,0,100.0,1,Bangladesh,Sylhet,2023-07-16
JB Little,1,1,1,0,0,100.0,1,Italy,Edinburgh (Golden),2023-07-20
Muslim Yar,1,1,1,0,0,100.0,2,Scotland,Edinburgh (Golden),2023-07-20
Abdullah Mahmood,1,1,1,0,0,100.0,1,Ireland,Edinburgh,2023-07-21
EJB Miles,1,1,3,0,0,33.33,2,Scotland,Edinburgh,2023-07-21
Sahel Zadran,1,1,1,0,0,100.0,2,Ireland,Edinburgh,2023-07-23
J Kariko,1,1,1,0,0,100.0,1,Vanuatu,Port Moresby,2023-07-26
Ma Qiancheng,1,1,10,0,0,10.0,1,Malaysia,Kuala Lumpur,2023-07-26
Rizwan Haider,1,1,1,0,0,100.0,1,Bhutan,Kuala Lumpur,2023-07-27
P Suanchuai,1,1,1,0,0,100.0,1,Myanmar,Kuala Lumpur,2023-07-28
FN Walsh,1,1,2,0,0,50.0,2,P.N.G.,Port Moresby,2023-07-28
LJ Myott,1,1,2,0,0,50.0,1,Vanuatu,Port Moresby,2023-07-29
K Kubota,1,1,1,0,0,100.0,1,P.N.G.,Port Moresby,2023-07-29
Nyein Cham Soe,1,1,1,0,0,100.0,1,China,Kuala Lumpur,2023-07-31
YS Chahal,1,1,1,0,0,100.0,2,West Indies,Tarouba,2023-08-03
Mukesh Kumar,1,1,1,0,0,100.0,2,West Indies,Tarouba,2023-08-03
Luca Petre,1,1,1,0,0,100.0,1,Malta,Ilfov County,2023-08-18
CA Young,1,1,4,0,0,25.0,1,India,Dublin (Malahide),2023-08-18
SV Samson,1,1,1,0,0,100.0,2,Ireland,Dublin (Malahide),2023-08-18
CA Young,1,1,6,0,0,16.66,2,India,Dublin (Malahide),2023-08-20
Z Bimenyimana,1,1,2,0,0,50.0,2,Uganda,Rwanda,2023-08-24
J Sebanja,1,1,1,0,0,100.0,1,Tanzania,Rwanda,2023-08-25
S Nsubuga,1,1,2,0,0,50.0,1,Tanzania,Rwanda,2023-08-30
AM Kimote,1,1,1,0,0,100.0,1,Rwanda,Rwanda,2023-08-30
I Mugisha,1,1,2,0,0,50.0,1,Uganda,Rwanda,2023-08-31
AM Kimote,1,1,2,0,0,50.0,1,Rwanda,Rwanda,2023-08-31
LB Williams,1,1,3,0,0,33.33,1,Australia,Durban,2023-09-01
Atif-Ur-Rehman,1,1,2,0,0,50.0,1,Kuwait,Doha,2023-09-15
Mohsin Zaki,1,1,1,0,0,100.0,1,Kuwait,Doha,2023-09-16
Fayyaz Butt,1,1,1,0,0,100.0,1,Qatar,Doha,2023-09-17
Ishtiaq Ahmad,1,1,2,0,0,50.0,1,U.A.E.,Doha,2023-09-17
MM Baig,1,1,1,0,0,100.0,1,Kuwait,Doha,2023-09-18
Khizar Hayat,1,1,1,0,0,100.0,1,Hong Kong,Kuala Lumpur,2023-09-19
Fayyaz Butt,1,1,2,0,0,50.0,2,Bahrain,Doha,2023-09-19
Junaid Siddique,1,1,1,0,0,100.0,1,Qatar,Doha,2023-09-20
Mohammad Waheed,1,1,1,0,0,100.0,2,P.N.G.,Kuala Lumpur,2023-09-21
YI Patel,1,1,3,0,0,33.33,2,Oman,Doha,2023-09-22
K Namchaikul,1,1,4,0,0,25.0,2,Singapore,Hangzhou,2023-09-29
Haseeb Ghafoor,1,1,1,0,0,100.0,2,Qatar,Doha,2023-09-29
DL Brangman,1,1,3,0,0,33.33,1,Canada,Sandys Parish,2023-09-30
K Mirpuri,1,1,2,0,0,50.0,1,Estonia,Gibraltar,2023-09-30
Sompal Kami,1,1,1,0,0,100.0,1,Maldives,Hangzhou,2023-10-01
R Drake,1,1,3,0,0,33.33,1,Hong Kong,Hangzhou,2023-10-01
Ibrahim Rizan,1,1,1,0,0,100.0,1,Qatar,Doha,2023-10-01
YI Patel,1,1,1,0,0,100.0,1,Saudi Arabia,Doha,2023-10-01
Syazrul Idrus,1,1,1,0,0,100.0,1,Thailand,Hangzhou,2023-10-02
Sufiyan Muqeem,1,1,1,0,0,100.0,1,Hong Kong,Hangzhou,2023-10-03
Anwar Rahman,1,1,2,0,0,50.0,2,Bangladesh,Hangzhou,2023-10-04
Syazrul Idrus,1,1,1,0,0,100.0,2,Bangladesh,Hangzhou,2023-10-04
Bilal Tahir,1,1,1,0,0,100.0,2,Maldives,Doha,2023-10-04
P Aho,1,1,3,0,0,33.33,1,Rwanda,Lagos,2023-10-04
MB Williams,1,1,3,0,0,33.33,1,Ghana,Lagos,2023-10-04
KB Ahir,1,1,2,0,0,50.0,1,Bermuda,Hamilton,2023-10-04
Syed Aqeel Israr,1,1,5,0,0,20.0,2,Nigeria,Lagos,2023-10-06
Omair Yousuf,1,1,2,0,0,50.0,1,Bangladesh,Hangzhou,2023-10-07
E Rukiriza,1,1,1,0,0,100.0,1,Nigeria,Lagos,2023-10-07
Muhammad Nadir,1,1,1,0,0,100.0,2,Sierra Leone,Lagos,2023-10-10
Syed Aqeel Israr,1,1,1,0,0,100.0,1,Nigeria,Lagos,2023-10-11
H Virdee,1,1,1,0,0,100.0,2,Gibraltar,Gibraltar,2023-10-15
A Nanda,1,1,2,0,0,50.0,1,Gibraltar,Gibraltar,2023-10-15
Tarun Sharma,1,1,1,0,0,100.0,1,Argentina,Buenos Aires,2023-10-19
L Rossi,1,1,2,0,0,50.0,2,Mexico,Buenos Aires,2023-10-19
S Jora,1,1,1,0,0,100.0,1,Hong Kong,Mulpani,2023-10-21
Gulsan Jha,1,1,1,0,0,100.0,1,Hong Kong,Mulpani,2023-10-21
Zeeshan Ali,1,1,1,0,0,100.0,1,U.A.E.,Mulpani,2023-10-22
Gulsan Jha,1,1,1,0,0,100.0,2,U.A.E.,Mulpani,2023-10-23
R Kalimuthu,1,1,1,0,0,100.0,1,Nepal,Kirtipur,2023-10-30
Shoaib Khan,1,1,1,0,0,100.0,1,Singapore,Kirtipur,2023-10-31
R Kalimuthu,1,1,1,0,0,100.0,2,Oman,Kirtipur,2023-10-31
A Bohara,1,1,1,0,0,100.0,2,Oman,Kirtipur,2023-11-02
Ali Naseer,1,1,1,0,0,100.0,1,Hong Kong,Mulpani,2023-11-02
R Kalimuthu,1,1,2,0,0,50.0,2,Malaysia,Kirtipur,2023-11-02
RR Patel,1,1,2,0,0,50.0,1,Rwanda,Windhoek,2023-11-22
JJ Smit,1,1,3,0,0,33.33,2,Uganda,Windhoek,2023-11-24
K Waiswa,1,1,2,0,0,50.0,2,Zimbabwe,Windhoek,2023-11-26
C Udekwe,1,1,6,0,0,16.66,1,Zimbabwe,Windhoek,2023-11-29
K Waiswa,1,1,1,0,0,100.0,1,Kenya,Windhoek,2023-11-29
EB Ringera,1,1,1,0,0,100.0,2,Uganda,Windhoek,2023-11-29
Avesh Khan,1,1,1,0,0,100.0,1,Australia,Raipur,2023-12-01
TM Macalou,1,1,2,0,0,50.0,2,Cameroon,Benoni,2023-12-07
SG Diaby,1,1,3,0,0,33.33,1,Kenya,Benoni,2023-12-08
GJ Delany,1,1,1,0,0,100.0,2,Zimbabwe,Harare,2023-12-09
M Kpaka,1,1,1,0,0,100.0,2,Mali,Benoni,2023-12-09
R Coker,1,1,1,0,0,100.0,1,Kenya,Benoni,2023-12-12
T Shamsi,1,1,1,0,0,100.0,2,India,Johannesburg,2023-12-14
P Zuze,1,1,3,0,0,33.33,1,Rwanda,Benoni,2023-12-16
L Makgale,1,1,2,0,0,50.0,2,Kenya,Benoni,2023-12-16
SZ Vayani,1,1,2,0,0,50.0,1,Botswana,Benoni,2023-12-19
GY Prastama,1,1,2,0,0,50.0,2,Philippines,Bali,2023-12-22
BV Sears,1,1,1,0,0,100.0,1,Bangladesh,Napier,2023-12-27
BV Sears,1,1,1,0,0,100.0,1,Pakistan,Hamilton,2024-01-14
Naveen-ul-Haq,1,1,1,0,0,100.0,1,India,Indore,2024-01-14
MJ Henry,1,1,1,0,0,100.0,1,Pakistan,Dunedin,2024-01-17
Mohammad Wasim,1,1,3,0,0,33.33,2,New Zealand,Dunedin,2024-01-17
Usama Mir,1,1,1,0,0,100.0,1,New Zealand,Christchurch,2024-01-21
F Banunaek,1,1,1,0,0,100.0,1,Bhutan,Bangkok,2024-02-01
S Loday,1,1,1,0,0,100.0,2,Indonesia,Bangkok,2024-02-01
Usman Khalid,1,1,2,0,0,50.0,2,Bhutan,Bangkok,2024-02-03
DJ Hawoe,1,1,2,0,0,50.0,1,Cambodia,Bangkok,2024-02-03
M Taniyama,1,1,1,0,0,100.0,1,Maldives,Bangkok,2024-02-04
Utkarsh Jain,1,1,1,0,0,100.0,1,Bhutan,Bangkok,2024-02-05
R Drake,1,1,4,0,0,25.0,1,Saudi Arabia,Bangkok,2024-02-09
AE Paraam,1,1,1,0,0,100.0,2,Japan,Bangkok,2024-02-11
Nazwan Ismail,1,1,4,0,0,25.0,2,Saudi Arabia,Bangkok,2024-02-12
N Senamontree,1,1,2,0,0,50.0,1,Saudi Arabia,Bangkok,2024-02-13
K Namchaikul,1,1,2,0,0,50.0,1,Saudi Arabia,Bangkok,2024-02-16
Ibrahim Rizan,1,1,1,0,0,100.0,1,Bhutan,Bangkok,2024-02-16
Namgay Thinley,1,1,5,0,0,20.0,2,Maldives,Bangkok,2024-02-16
JJ Smit,1,1,1,0,0,100.0,1,Nepal,Kirtipur,2024-02-27
GBW Munaweera,1,1,1,0,0,100.0,2,Hong Kong,Doha,2024-02-27
A Dutt,1,1,2,0,0,50.0,1,Namibia,Kirtipur,2024-02-29
Pratis GC,1,1,1,0,0,100.0,1,Namibia,Kirtipur,2024-03-01
YM Nkanya,1,1,1,0,0,100.0,2,Vanuatu,Kuala Lumpur,2024-03-05
Mirza Ahmed,1,1,1,0,0,100.0,1,Bahrain,Kuala Lumpur,2024-03-05
Haider Butt,1,1,1,0,0,100.0,2,Kuwait,Kuala Lumpur,2024-03-05
Seif Athumani,1,1,6,0,0,16.66,1,Kuwait,Kuala Lumpur,2024-03-06
Shakeel Ahmed,1,1,2,0,0,50.0,2,P.N.G.,Al Amerat,2024-03-06
Shoaib Khan,1,1,1,0,0,100.0,1,P.N.G.,Al Amerat,2024-03-07
TL Cutler,1,1,3,0,0,33.33,1,Kuwait,Kuala Lumpur,2024-03-11
Aryan Lakra,1,1,2,0,0,50.0,2,Scotland,Dubai (DICS),2024-03-11
Junaid Siddique,1,1,1,0,0,100.0,2,Scotland,Dubai (DICS),2024-03-13
AM Kimote,1,1,1,0,0,100.0,1,Nigeria,Accra,2024-03-17
Fazalhaq Farooqi,1,1,1,0,0,100.0,1,Ireland,Sharjah,2024-03-17
KS Bagabena,1,1,1,0,0,100.0,2,Uganda,Accra,2024-03-18
H Ssenyondo,1,1,2,0,0,50.0,2,Namibia,Accra,2024-03-21
C Kyewuta,1,1,1,0,0,100.0,1,Kenya,Accra,2024-03-23
Aarnav Patel,1,1,5,0,0,20.0,2,Uganda,Accra,2024-03-23
ME Leoela,1,1,2,0,0,50.0,2,Eswatini,Malkerns,2024-03-29
CF Tlali,1,1,2,0,0,50.0,2,Eswatini,Malkerns,2024-03-30
Bilal Khan,1,1,2,0,0,50.0,1,Namibia,Al Amerat,2024-04-01
B Shikongo,1,1,1,0,0,100.0,2,Oman,Al Amerat,2024-04-02
SPS Shikongo,1,1,1,0,0,100.0,1,Oman,Al Amerat,2024-04-04
U Bhagwan,1,1,1,0,0,100.0,1,U.S.A.,Prairie View,2024-04-07
G Singh,1,1,1,0,0,100.0,2,Canada,Prairie View,2024-04-07
Abdul Majid,1,1,1,0,0,100.0,2,Oman,Al Amerat,2024-04-12
Ehsan Khan,1,1,1,0,0,100.0,1,Qatar,Al Amerat,2024-04-12
KDACK Gunarathne,1,1,2,0,0,50.0,1,Kuwait,Al Amerat,2024-04-13
D Ganesh,1,1,2,0,0,50.0,1,Mexico,Guacima,2024-04-13
YJO Altamirano,1,1,1,0,0,100.0,1,Mexico,Guacima,2024-04-13
DG Blampied,1,1,1,0,0,100.0,1,Spain,Cartagena,2024-04-14
Usman Najeeb,1,1,1,0,0,100.0,1,Hong Kong,Al Amerat,2024-04-14
